date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday_promotion,competitor_pricing,seasonality,visitors,cost,discounted_price,profit_margin,margin_percent,revenue,demand_ratio,inventory_pressure,stock_remaining,competitor_gap,conversion_rate,price_demand_ratio,traffic_intensity,day_of_week,month,is_weekend
,S002,P0015,Groceries,North,97,69,176,65.14,40.83,0,Snowy,1,45.41,Winter,130,30.29,40.83,10.54,0.2581435219201567,2817.27,1.0592569849554805,1.3857142857142857,28,-4.579999999999998,0.5267175572519084,0.6173268823707287,0.42441290567475226,,,0
,S002,P0020,Groceries,South,265,70,195,71.73,12.32,0,Snowy,1,14.4,Summer,313,8.39,12.32,3.9299999999999997,0.31899350649350644,862.4,0.9758817788930712,3.732394366197183,195,-2.08,0.2229299363057325,0.1693936477382098,1.021855688278442,,,0
,S003,P0003,Toys,West,263,229,37,224.84,74.75,0,Sunny,1,73.42,Winter,310,59.05,74.75,15.700000000000003,0.21003344481605354,17117.75,1.0185020458993062,1.1434782608695653,34,1.3299999999999983,0.7363344051446945,0.33098653914275594,1.0120615443013323,,,0
,S003,P0005,Furniture,East,120,77,146,74.41,77.0,0,Cloudy,1,73.32,Autumn,165,41.45,77.0,35.55,0.46168831168831165,5929.0,1.0348071495766697,1.5384615384615385,43,3.680000000000007,0.463855421686747,1.0210847367723115,0.5386779187410318,,,0
,S003,P0006,Electronics,West,68,18,128,12.89,92.49,0,Sunny,0,95.9,Winter,163,66.26,92.49,26.22999999999999,0.2835982268353335,1664.82,1.3964313421256787,3.5789473684210527,50,-3.410000000000011,0.10975609756097561,6.658747300215982,0.5321484894229587,,,0
,S003,P0014,Toys,North,348,59,89,78.29,88.92,0,Snowy,0,92.5,Winter,336,65.24,88.92,23.680000000000007,0.26630679262258217,5246.28,0.7536083791033337,5.8,289,-3.5799999999999983,0.17507418397626112,1.1214528944381383,1.0969441254362828,,,0
,S003,P0017,Groceries,West,424,185,129,195.87,41.82,0,Snowy,1,38.47,Autumn,237,29.72,41.82,12.100000000000001,0.28933524629363944,7736.7,0.9445040077602491,2.2795698924731185,239,3.3500000000000014,0.7773109243697479,0.21242444252552445,0.7737373741916638,,,0
,S004,P0004,Electronics,North,186,118,148,111.69,19.07,0,Rainy,1,20.68,Winter,185,13.87,19.07,5.200000000000001,0.2726796014682748,2250.26,1.05649565762378,1.5630252100840336,68,-1.6099999999999994,0.6344086021505376,0.16922530836808947,0.6039722119217629,,,0
,S004,P0006,Clothing,West,494,280,151,299.04,10.85,0,Snowy,0,11.83,Summer,432,6.45,10.85,4.3999999999999995,0.40552995391705066,3038.0,0.9363295880149812,1.7580071174377223,214,-0.9800000000000004,0.6466512702078522,0.03616184508732169,1.4103567327037922,,,0
,S004,P0009,Clothing,East,346,234,55,229.37,38.04,0,Rainy,1,34.84,Summer,463,28.07,38.04,9.969999999999999,0.2620925341745531,8901.36,1.0201857261193705,1.4723404255319148,112,3.1999999999999957,0.5043103448275862,0.16512566740460996,1.5115628871339255,,,0
,S004,P0012,Toys,East,134,109,115,99.1,84.4,0,Sunny,0,86.38,Spring,213,44.74,84.4,39.660000000000004,0.4699052132701422,9199.6,1.099899091826438,1.2181818181818183,25,-1.9799999999999898,0.5093457943925234,0.8431568431568432,0.6953842223747865,,,0
,S004,P0019,Toys,North,116,60,142,56.38,86.0,0,Cloudy,1,90.6,Spring,264,50.98,86.0,35.02,0.40720930232558145,5160.0,1.0642071656615821,1.901639344262295,56,-4.599999999999994,0.22641509433962265,1.4987800627396304,0.8618846699856508,,,0
,S005,P0016,Groceries,East,203,40,184,45.08,89.19,0,Cloudy,1,88.93,Autumn,299,52.38,89.19,36.809999999999995,0.41271442986881934,3567.6,0.8873114463176576,4.951219512195122,163,0.2599999999999909,0.13333333333333333,1.935546875,0.9761496830519303,,,0
,S005,P0020,Furniture,East,433,365,193,362.56,32.42,0,Cloudy,0,36.36,Summer,639,16.71,32.42,15.71,0.4845774213448489,11833.300000000001,1.006729920564872,1.1830601092896176,68,-3.9399999999999977,0.5703125,0.08917372648256135,2.0861526671243595,,,0
,S001,P0004,Toys,West,225,202,152,212.79,11.65,0,Cloudy,1,11.14,Summer,378,9.31,11.65,2.34,0.20085836909871244,2353.3,0.9492927299215189,1.1083743842364533,23,0.5099999999999998,0.5329815303430079,0.054492726507320274,1.2340621411158181,,,0
,S001,P0007,Furniture,South,267,191,196,200.4,32.39,0,Cloudy,0,29.05,Autumn,407,25.78,32.39,6.609999999999999,0.20407533189255941,6186.49,0.9530938123752495,1.390625,76,3.34,0.4681372549019608,0.16082423038728896,1.3287388662278783,,,0
,S001,P0012,Toys,West,83,64,22,54.51,49.82,0,Sunny,0,52.15,Winter,125,37.37,49.82,12.450000000000003,0.2498996386993176,3188.48,1.1740964960557696,1.2769230769230768,19,-2.3299999999999983,0.5079365079365079,0.8974959466762746,0.4080893323795695,,,0
,S002,P0004,Groceries,East,93,20,115,17.13,55.01,0,Snowy,1,50.88,Winter,204,36.04,55.01,18.97,0.34484639156516994,1100.2,1.1675423234092237,4.428571428571429,73,4.1299999999999955,0.0975609756097561,3.0341974627688915,0.6660017904434574,,,0
,S002,P0005,Groceries,East,54,5,147,21.24,91.17,0,Rainy,1,88.16,Spring,71,64.73,91.17,26.439999999999998,0.2900076779642426,455.85,0.2354048964218456,9.0,49,3.010000000000005,0.06944444444444445,4.099370503597123,0.23179474079159548,,,0
,S002,P0010,Clothing,South,162,36,23,42.59,45.53,0,Sunny,0,49.03,Winter,87,26.68,45.53,18.85,0.4140127388535032,1639.08,0.8452688424512795,4.378378378378378,126,-3.5,0.4090909090909091,1.044505620555173,0.28403017533618036,,,0
,S002,P0012,Furniture,South,314,142,198,139.4,44.31,0,Cloudy,1,43.43,Winter,283,28.3,44.31,16.01,0.361317986910404,6292.02,1.018651362984218,2.195804195804196,172,0.8800000000000026,0.5,0.3155982905982906,0.9239142485073454,,,0
,S002,P0018,Clothing,South,173,127,160,139.38,30.09,0,Sunny,1,34.09,Autumn,229,20.05,30.09,10.04,0.33366566965769356,3821.43,0.9111780743291721,1.3515625,46,-4.0000000000000036,0.5521739130434783,0.21434677304459326,0.7476196569193714,,,0
,S003,P0006,Clothing,North,84,2,56,12.1,53.33,0,Rainy,1,55.39,Summer,285,31.99,53.33,21.34,0.400150009375586,106.66,0.1652892561983471,28.0,82,-2.0600000000000023,0.006993006993006993,4.070992366412214,0.9304436778254185,,,0
,S003,P0011,Electronics,West,94,38,41,35.04,76.13,0,Sunny,0,71.43,Spring,234,52.3,76.13,23.83,0.3130172074083804,2892.9399999999996,1.0844748858447488,2.41025641025641,56,4.699999999999989,0.16170212765957448,2.112375138734739,0.7639432302145541,,,0
,S003,P0017,Clothing,South,287,66,57,76.05,42.01,0,Cloudy,1,46.02,Autumn,151,21.41,42.01,20.599999999999998,0.4903594382289931,2772.66,0.8678500986193294,4.2835820895522385,221,-4.010000000000005,0.4342105263157895,0.545230369889682,0.49297191351451997,,,0
,S004,P0004,Electronics,East,216,74,180,86.64,85.16,0,Snowy,0,80.56,Winter,269,53.59,85.16,31.569999999999993,0.37071395021136677,6301.84,0.8541089566020313,2.88,142,4.599999999999994,0.2740740740740741,0.971702418986764,0.8782082432808336,,,0
,S004,P0007,Toys,East,122,3,52,-0.44,51.38,0,Rainy,0,51.09,Spring,188,38.74,51.38,12.64,0.24601012066952122,154.14000000000001,-6.818181818181818,30.5,119,0.28999999999999915,0.015873015873015872,91.75,0.6137663558988725,,,0
,S004,P0020,Furniture,East,259,177,61,172.17,36.0,0,Cloudy,1,37.16,Spring,450,25.81,36.0,10.190000000000001,0.2830555555555556,6372.0,1.0280536678863914,1.4550561797752808,82,-1.1599999999999966,0.3924611973392461,0.20788820234451696,1.4691215965664501,,,0
,S005,P0009,Groceries,North,251,164,56,157.79,86.93,0,Rainy,1,83.39,Summer,334,64.55,86.93,22.38000000000001,0.25744852179914884,14256.52,1.0393561062171242,1.5212121212121212,87,3.5400000000000063,0.48955223880597015,0.5474526103658921,1.0904146961182097,,,0
,S005,P0013,Groceries,West,406,396,59,415.8,96.09,0,Snowy,1,95.95,Summer,565,51.62,96.09,44.470000000000006,0.4627952960765949,38051.64,0.9523809523809523,1.022670025188917,10,0.14000000000000057,0.6996466431095406,0.23054222648752398,1.8445637823556542,,,0
,S005,P0015,Electronics,South,418,291,31,285.9,78.42,0,Snowy,0,73.82,Winter,559,58.53,78.42,19.89,0.25363427697016067,22820.22,1.0178384050367262,1.4315068493150684,127,4.6000000000000085,0.5196428571428572,0.2733356570233531,1.824975494401435,,,0
,S005,P0016,Clothing,West,375,295,26,314.73,47.64,0,Sunny,0,51.69,Winter,482,26.3,47.64,21.34,0.44794290512174645,14053.8,0.9373113462332793,1.2668918918918919,80,-4.049999999999997,0.6107660455486542,0.150888417318595,1.57359246565562,,,0
,S005,P0018,Toys,East,247,125,61,123.16,19.22,0,Rainy,1,22.29,Autumn,220,12.33,19.22,6.889999999999999,0.3584807492195629,2402.5,1.0149399155569991,1.9603174603174602,122,-3.0700000000000003,0.5656108597285068,0.15480025773195877,0.7182372249880423,,,0
,S001,P0002,Clothing,North,142,42,184,46.98,11.97,0,Rainy,1,14.93,Autumn,166,8.53,11.97,3.4400000000000013,0.28738512949039274,502.74,0.8939974457215837,3.302325581395349,100,-2.959999999999999,0.25149700598802394,0.24947894956231767,0.5419426334000683,,,0
,S001,P0007,Electronics,East,459,31,31,26.44,25.7,0,Sunny,0,21.51,Spring,227,19.14,25.7,6.559999999999999,0.2552529182879377,796.6999999999999,1.172465960665658,14.34375,428,4.189999999999998,0.13596491228070176,0.9365889212827988,0.7410902276012983,,,0
,S002,P0004,Groceries,North,162,50,146,57.29,62.33,0,Rainy,0,62.91,Summer,284,41.56,62.33,20.769999999999996,0.33322637574201824,3116.5,0.8727526618956188,3.176470588235294,112,-0.5799999999999983,0.17543859649122806,1.0693086292674558,0.9271789631663819,,,0
,S002,P0014,Clothing,West,129,111,139,123.02,55.92,0,Rainy,0,56.49,Summer,316,36.71,55.92,19.21,0.3435264663805436,6207.12,0.9022923101934645,1.1517857142857142,18,-0.5700000000000003,0.3501577287066246,0.4508950169327528,1.0316498322555516,,,0
,S002,P0020,Groceries,West,117,38,176,40.86,13.73,0,Cloudy,0,10.8,Autumn,224,10.68,13.73,3.0500000000000007,0.22214129643117267,521.74,0.9300048947626041,3.0,79,2.9299999999999997,0.1688888888888889,0.3279980888676541,0.7312960836241885,,,0
,S003,P0001,Toys,West,88,26,183,19.1,51.61,0,Cloudy,1,47.39,Summer,208,28.07,51.61,23.54,0.4561131563650455,1341.86,1.3612565445026177,3.259259259259259,62,4.219999999999999,0.12440191387559808,2.5676616915422885,0.6790606490796036,,,0
,S003,P0005,Furniture,East,238,37,36,46.74,40.87,0,Sunny,0,40.28,Spring,168,27.49,40.87,13.379999999999999,0.3273794959628089,1512.1899999999998,0.7916131792896876,6.2631578947368425,201,0.5899999999999963,0.21893491124260356,0.8560955173858399,0.5484720627181414,,,0
,S003,P0008,Clothing,North,291,73,111,72.29,39.05,0,Sunny,1,43.03,Summer,271,28.19,39.05,10.859999999999996,0.27810499359795127,2850.6499999999996,1.0098215520818923,3.9324324324324325,218,-3.980000000000004,0.26838235294117646,0.5328148451357619,0.8847376725989067,,,0
,S003,P0018,Furniture,North,196,21,52,34.09,96.41,0,Cloudy,0,99.08,Winter,143,52.27,96.41,44.13999999999999,0.45783632403277663,2024.61,0.6160164271047227,8.909090909090908,175,-2.6700000000000017,0.14583333333333334,2.7475064120832142,0.4668541962422275,,,0
,S004,P0005,Furniture,East,453,359,173,349.76,92.07,0,Rainy,0,89.96,Summer,415,59.15,92.07,32.919999999999995,0.3575540349733898,33053.13,1.0264181152790486,1.2583333333333333,94,2.1099999999999994,0.8629807692307693,0.2624871707150188,1.3548565835001707,,,0
,S004,P0006,Electronics,North,237,67,135,79.44,10.57,0,Rainy,1,15.08,Autumn,227,7.89,10.57,2.6800000000000006,0.25354777672658474,708.19,0.8434038267875126,3.485294117647059,170,-4.51,0.29385964912280704,0.13140228741919444,0.7410902276012983,,,0
,S004,P0010,Toys,East,449,393,41,393.91,62.33,0,Snowy,1,61.18,Autumn,450,43.58,62.33,18.75,0.3008182255735601,24495.69,0.9976898276255997,1.1395939086294415,56,1.1499999999999986,0.8713968957871396,0.1578334304018637,1.4691215965664501,,,0
,S004,P0013,Electronics,East,387,72,38,89.69,86.21,0,Cloudy,1,90.5,Spring,328,47.71,86.21,38.49999999999999,0.4465839229787727,6207.12,0.8027650797190322,5.301369863013699,315,-4.290000000000006,0.2188449848024316,0.9506009482853677,1.0708264081639904,,,0
,S004,P0014,Electronics,North,240,56,165,65.6,64.57,0,Rainy,0,62.65,Spring,299,44.9,64.57,19.669999999999995,0.3046306334210933,3615.9199999999996,0.853658536585366,4.2105263157894735,184,1.9199999999999946,0.18666666666666668,0.9695195195195195,0.9761496830519303,,,0
,S004,P0020,Electronics,North,135,66,26,76.44,61.26,0,Snowy,0,59.09,Winter,125,33.11,61.26,28.15,0.4595168135814561,4043.16,0.8634222919937206,2.014925373134328,69,2.1699999999999946,0.5238095238095238,0.7910640495867769,0.4080893323795695,,,0
,S005,P0003,Clothing,West,415,184,125,176.99,38.24,0,Snowy,0,42.16,Autumn,266,28.18,38.24,10.060000000000002,0.2630753138075314,7036.160000000001,1.0396067574439234,2.2432432432432434,231,-3.9199999999999946,0.6891385767790262,0.21484353053542335,0.8684140993037239,,,0
,S005,P0020,Furniture,South,286,129,153,146.45,72.66,0,Cloudy,1,74.96,Summer,356,43.3,72.66,29.36,0.40407376823561797,9373.14,0.8808467053601913,2.2,157,-2.299999999999997,0.36134453781512604,0.49277721261444557,1.162238418617014,,,0
,S001,P0002,Clothing,North,281,135,70,154.02,77.07,0,Rainy,0,72.08,Summer,287,40.7,77.07,36.36999999999999,0.4719086544699623,10404.449999999999,0.8765095442150369,2.0661764705882355,146,4.989999999999995,0.46875,0.49716165656044375,0.9369731071434916,,,0
,S001,P0008,Toys,West,410,186,170,194.91,32.54,0,Cloudy,1,32.5,Winter,453,25.43,32.54,7.109999999999999,0.21850030731407497,6052.44,0.9542865938125289,2.192513368983957,224,0.03999999999999915,0.40969162995594716,0.16609667704558215,1.4789157405435598,,,0
,S001,P0016,Clothing,East,79,65,107,69.04,49.07,0,Sunny,0,44.58,Winter,169,29.81,49.07,19.26,0.3925005094762584,3189.55,0.9414831981460022,1.196969696969697,14,4.490000000000002,0.38235294117647056,0.7005996573386636,0.551736777377178,,,0
,S001,P0020,Clothing,West,456,160,87,158.11,17.37,0,Cloudy,1,21.28,Winter,341,11.51,17.37,5.860000000000001,0.3373632700057571,2779.2000000000003,1.0119537031180823,2.8322981366459627,296,-3.91,0.4678362573099415,0.10916975677204449,1.1132676987314656,,,0
,S002,P0016,Groceries,West,149,55,66,60.67,24.24,0,Cloudy,1,29.01,Summer,273,17.4,24.24,6.84,0.2821782178217822,1333.1999999999998,0.9065435965056865,2.6607142857142856,94,-4.770000000000003,0.20072992700729927,0.3930598346035349,0.8912671019169798,,,0
,S003,P0007,Groceries,East,386,298,42,290.69,89.15,0,Snowy,1,90.1,Autumn,551,54.85,89.15,34.300000000000004,0.3847448121144139,26566.7,1.0251470638824864,1.2909698996655519,88,-0.9499999999999886,0.5398550724637681,0.30563269224176354,1.7988577771291423,,,0
,S003,P0009,Furniture,West,302,181,124,181.56,24.9,0,Rainy,0,26.24,Winter,302,18.43,24.9,6.469999999999999,0.25983935742971886,4506.9,0.9969156201806565,1.6593406593406594,121,-1.3399999999999999,0.5973597359735974,0.13639351446099912,0.9859438270290399,,,0
,S003,P0013,Groceries,East,116,114,156,122.67,50.91,0,Sunny,0,50.24,Winter,328,30.72,50.91,20.189999999999998,0.3965822038892162,5803.74,0.9293225727561751,1.008695652173913,2,0.6699999999999946,0.3465045592705167,0.4116600630710762,1.0708264081639904,,,0
,S003,P0015,Toys,East,397,110,171,107.03,71.03,0,Cloudy,0,71.74,Autumn,204,45.44,71.03,25.590000000000003,0.36027030832042806,7813.3,1.027749229188078,3.5765765765765765,287,-0.7099999999999937,0.5365853658536586,0.6575025455891882,0.6660017904434574,,,0
,S003,P0018,Electronics,South,170,132,147,146.87,41.9,0,Sunny,1,42.1,Autumn,317,28.87,41.9,13.029999999999998,0.3109785202863961,5530.8,0.8987540001361748,1.2781954887218046,38,-0.20000000000000284,0.41509433962264153,0.28335700277270576,1.0349145469145882,,,0
,S004,P0012,Electronics,North,109,10,177,28.55,61.91,0,Sunny,1,65.61,Summer,189,47.35,61.91,14.559999999999995,0.23518010014537225,619.0999999999999,0.3502626970227671,9.909090909090908,99,-3.700000000000003,0.05263157894736842,2.095093062605753,0.6170310705579091,,,0
,S004,P0014,Furniture,North,350,182,192,187.87,24.13,0,Rainy,0,21.59,Spring,455,15.21,24.13,8.919999999999998,0.36966431827600493,4391.66,0.9687549901527652,1.9125683060109289,168,2.539999999999999,0.3991228070175439,0.12775983480701011,1.485445169861633,,,0
,S004,P0017,Toys,West,340,178,134,177.53,47.35,0,Rainy,0,52.18,Autumn,340,32.04,47.35,15.310000000000002,0.323336853220697,8428.300000000001,1.002647439869318,1.899441340782123,162,-4.829999999999998,0.5219941348973607,0.2652215313952837,1.110002984072429,,,0
,S004,P0020,Toys,West,169,50,116,55.69,92.72,0,Sunny,0,95.61,Autumn,257,65.7,92.72,27.019999999999996,0.2914150129421915,4636.0,0.897827258035554,3.3137254901960786,119,-2.8900000000000006,0.1937984496124031,1.6355618274828012,0.8390316673723949,,,0
,S005,P0005,Groceries,East,163,151,167,149.44,73.0,0,Snowy,0,77.11,Winter,256,53.85,73.0,19.15,0.2623287671232877,11023.0,1.010438972162741,1.0723684210526316,12,-4.109999999999999,0.5875486381322957,0.48524328636001063,0.8357669527133583,,,0
,S005,P0006,Toys,West,242,131,132,141.46,72.79,0,Sunny,1,68.82,Winter,253,52.02,72.79,20.770000000000003,0.2853413930484957,9535.490000000002,0.9260568358546585,1.8333333333333333,111,3.970000000000013,0.515748031496063,0.5109504422293978,0.8259728087362487,,,0
,S005,P0007,Toys,East,263,27,22,28.91,12.31,0,Sunny,1,15.45,Autumn,86,7.63,12.31,4.680000000000001,0.38017871649065804,332.37,0.9339328951919751,9.392857142857142,236,-3.139999999999999,0.3103448275862069,0.41156803744567033,0.2807654606771438,,,0
,S005,P0016,Groceries,West,454,27,191,24.13,13.18,0,Snowy,0,15.14,Spring,261,10.36,13.18,2.8200000000000003,0.21396054628224587,355.86,1.1189390799834231,16.214285714285715,427,-1.9600000000000009,0.10305343511450382,0.5244727417429368,0.8520905260085412,,,0
,S001,P0003,Electronics,South,281,163,185,172.62,49.1,0,Sunny,0,53.05,Autumn,405,28.13,49.1,20.970000000000002,0.4270875763747455,8003.3,0.9442706522998493,1.7134146341463414,118,-3.9499999999999957,0.4014778325123153,0.28280152056214725,1.3222094369098052,,,0
,S001,P0004,Groceries,South,327,163,31,161.21,16.07,0,Cloudy,1,19.34,Spring,402,8.22,16.07,7.85,0.48848786558805224,2619.41,1.0111035295577198,1.9939024390243902,164,-3.2699999999999996,0.4044665012406948,0.09906910794648911,1.3124152929326955,,,0
,S001,P0006,Electronics,South,64,38,76,39.99,36.8,0,Cloudy,1,33.78,Spring,154,22.61,36.8,14.189999999999998,0.3855978260869565,1398.3999999999999,0.9502375593898474,1.641025641025641,26,3.019999999999996,0.24516129032258063,0.8977799463283727,0.5027660574916296,,,0
,S001,P0009,Furniture,South,287,77,78,88.44,68.99,0,Snowy,0,66.05,Summer,238,52.24,68.99,16.749999999999993,0.2427888099724597,5312.23,0.8706467661691543,3.6794871794871793,210,2.9399999999999977,0.32217573221757323,0.7713550983899821,0.7770020888507003,,,0
,S002,P0003,Groceries,West,199,183,73,200.57,70.54,0,Snowy,0,75.19,Autumn,349,42.49,70.54,28.050000000000004,0.3976467252622626,12908.820000000002,0.9123996609662463,1.0815217391304348,16,-4.6499999999999915,0.5228571428571429,0.34995286997072983,1.139385416003758,,,0
,S002,P0009,Groceries,South,460,299,177,299.97,73.99,0,Rainy,0,76.19,Summer,416,52.81,73.99,21.179999999999993,0.28625489931071757,22123.01,0.9967663433009967,1.5333333333333334,161,-2.200000000000003,0.7170263788968825,0.2458384556600325,1.3581212981592072,,,0
,S002,P0013,Toys,South,280,255,51,247.67,89.69,0,Cloudy,0,84.9,Winter,493,44.97,89.69,44.72,0.49860631062548777,22870.95,1.0295958331650987,1.09375,25,4.789999999999992,0.5161943319838057,0.3606788112759883,1.6095043269050222,,,0
,S003,P0005,Furniture,South,195,32,84,28.69,98.79,0,Cloudy,0,95.01,Autumn,186,64.41,98.79,34.38000000000001,0.34801093228059526,3161.28,1.1153712094806552,5.909090909090909,163,3.780000000000001,0.1711229946524064,3.3273829572246547,0.6072369265807994,,,0
,S003,P0019,Toys,West,468,152,168,164.66,76.1,0,Sunny,1,74.75,Summer,266,38.34,76.1,37.75999999999999,0.4961892247043363,11567.199999999999,0.9231142961253492,3.0588235294117645,316,1.3499999999999943,0.5692883895131086,0.45937462272123625,0.8684140993037239,,,0
,S004,P0007,Toys,North,144,40,157,54.23,32.4,0,Cloudy,1,29.79,Spring,265,19.53,32.4,12.869999999999997,0.39722222222222214,1296.0,0.7375991148810622,3.5121951219512195,104,2.6099999999999994,0.15037593984962405,0.5866376969038566,0.8651493846446874,,,0
,S004,P0015,Toys,East,277,33,183,52.36,47.13,0,Rainy,1,43.39,Winter,254,25.88,47.13,21.250000000000004,0.45088054317844267,1555.2900000000002,0.6302521008403361,8.147058823529411,244,3.740000000000002,0.12941176470588237,0.8832458770614693,0.8292375233952852,,,0
,S004,P0016,Groceries,South,429,416,160,422.86,50.92,0,Cloudy,1,52.7,Summer,682,34.74,50.92,16.18,0.31775333857030635,21182.72,0.9837771366409687,1.0287769784172662,13,-1.7800000000000011,0.6090775988286969,0.12013400651158401,2.226535397462931,,,0
,S004,P0017,Furniture,West,417,140,62,139.66,85.53,0,Rainy,0,84.35,Summer,329,59.44,85.53,26.090000000000003,0.305039167543552,11974.2,1.002434483746241,2.9574468085106385,277,1.1800000000000068,0.42424242424242425,0.6080619934594057,1.074091122823027,,,0
,S005,P0002,Toys,East,387,328,56,335.61,58.0,0,Sunny,0,55.36,Summer,604,37.32,58.0,20.68,0.356551724137931,19024.0,0.9773248711301809,1.1762917933130699,59,2.6400000000000006,0.5421487603305785,0.172306229761445,1.9718876540580799,,,0
,S005,P0003,Electronics,West,373,328,157,343.07,99.57,0,Rainy,0,100.2,Winter,496,76.22,99.57,23.349999999999994,0.23450838606005822,32658.96,0.9560731046142187,1.1337386018237081,45,-0.6300000000000097,0.6599597585513078,0.2893887871654024,1.6192984708821319,,,0
,S005,P0004,Toys,East,173,148,89,150.39,50.52,0,Cloudy,0,52.36,Summer,441,29.33,50.52,21.190000000000005,0.4194378463974664,7476.96,0.9841079859033182,1.1610738255033557,25,-1.8399999999999963,0.334841628959276,0.33370764251271556,1.4397391646351212,,,0
,S005,P0006,Toys,North,423,210,164,216.48,23.09,0,Sunny,1,27.21,Winter,352,13.72,23.09,9.37,0.4058033780857514,4848.9,0.9700665188470067,2.004739336492891,213,-4.120000000000001,0.5949008498583569,0.10617068236159648,1.1491795599808676,,,0
,S005,P0008,Toys,West,437,285,175,299.12,96.4,0,Snowy,1,101.31,Winter,399,51.52,96.4,44.88,0.46556016597510375,27474.0,0.9527948649371489,1.527972027972028,152,-4.909999999999997,0.7125,0.3212048513927762,1.302621148955586,,,0
,S005,P0011,Electronics,South,57,35,35,25.63,12.81,0,Cloudy,0,10.46,Winter,230,7.85,12.81,4.960000000000001,0.38719750195160035,448.35,1.3655872024970739,1.5833333333333333,22,2.3499999999999996,0.15151515151515152,0.48103642508449124,0.7508843715784079,,,0
,S005,P0015,Electronics,South,298,103,151,122.74,66.95,0,Snowy,1,67.29,Autumn,352,42.95,66.95,24.0,0.35847647498132934,6895.85,0.8391722339905492,2.8653846153846154,195,-0.3400000000000034,0.29178470254957506,0.5410538225311137,1.1491795599808676,,,0
,S001,P0001,Furniture,West,205,180,82,191.15,72.86,0,Cloudy,0,76.81,Spring,378,44.84,72.86,28.019999999999996,0.38457315399396097,13114.8,0.9416688464556631,1.132596685082873,25,-3.950000000000003,0.47493403693931396,0.3791829300026021,1.2340621411158181,,,0
,S001,P0003,Clothing,South,168,84,184,94.33,38.91,0,Snowy,1,38.13,Winter,377,30.66,38.91,8.249999999999996,0.21202775636083263,3268.4399999999996,0.8904908300646666,1.9764705882352942,84,0.779999999999994,0.2222222222222222,0.40816112451484315,1.2307974264567816,,,0
,S001,P0005,Groceries,East,124,70,176,72.03,76.29,0,Cloudy,1,72.29,Autumn,226,43.95,76.29,32.34,0.4239087691702713,5340.3,0.9718172983479105,1.7464788732394365,54,4.0,0.30837004405286345,1.04463918937423,0.7378255129422616,,,0
,S001,P0006,Groceries,North,479,254,181,260.47,66.7,0,Rainy,1,66.32,Summer,437,50.17,66.7,16.53,0.24782608695652175,16941.8,0.9751602871731868,1.8784313725490196,225,0.38000000000000966,0.5799086757990868,0.25509618694305275,1.426680305998975,,,0
,S001,P0008,Toys,North,225,210,179,220.42,13.44,0,Rainy,0,17.19,Winter,273,8.48,13.44,4.959999999999999,0.369047619047619,2822.4,0.9527266128300518,1.066350710900474,15,-3.7500000000000018,0.7664233576642335,0.060699123837051755,0.8912671019169798,,,0
,S001,P0013,Furniture,South,469,96,67,88.01,63.37,0,Snowy,0,68.21,Summer,220,32.4,63.37,30.97,0.4887170585450529,6083.5199999999995,1.090785138052494,4.835051546391752,373,-4.839999999999996,0.4343891402714932,0.7119424783732164,0.7182372249880423,,,0
,S001,P0015,Clothing,West,65,54,165,70.94,57.18,0,Rainy,1,54.96,Winter,318,34.19,57.18,22.990000000000002,0.4020636586218958,3087.72,0.7612066535100085,1.1818181818181819,11,2.219999999999999,0.16927899686520376,0.7948290241868223,1.0381792615736247,,,0
,S002,P0003,Clothing,South,488,175,152,175.55,90.41,0,Sunny,0,92.74,Summer,342,60.23,90.41,30.18,0.33381263134609,15821.75,0.9968669894616917,2.772727272727273,313,-2.3299999999999983,0.5102040816326531,0.5120928915321438,1.1165324133905021,,,0
,S002,P0004,Groceries,South,444,396,153,412.19,56.54,0,Sunny,1,53.59,Spring,665,35.85,56.54,20.689999999999998,0.365935620799434,22389.84,0.9607219971372425,1.1183879093198992,48,2.9499999999999957,0.5945945945945946,0.13683777438950603,2.17103524825931,,,0
,S002,P0018,Furniture,North,157,110,53,122.57,89.66,0,Rainy,1,92.32,Summer,361,49.24,89.66,40.419999999999995,0.45081418692839614,9862.6,0.8974463571836502,1.4144144144144144,47,-2.6599999999999966,0.30386740331491713,0.7255806425507809,1.1785619919121968,,,0
,S003,P0003,Electronics,North,54,15,32,16.7,31.07,0,Rainy,0,33.79,Winter,298,17.44,31.07,13.629999999999999,0.4386868361763759,466.05,0.8982035928143713,3.375,39,-2.719999999999999,0.05016722408026756,1.7553672316384181,0.9728849683928937,,,0
,S003,P0004,Groceries,East,181,55,40,55.2,45.11,0,Sunny,1,49.44,Spring,171,27.95,45.11,17.16,0.3804034582132565,2481.05,0.9963768115942029,3.232142857142857,126,-4.329999999999998,0.31976744186046513,0.8026690391459074,0.5582662066952511,,,0
,S003,P0005,Groceries,South,227,143,36,144.08,34.48,0,Rainy,0,38.46,Winter,312,21.37,34.48,13.109999999999996,0.3802204176334106,4930.639999999999,0.992504164353137,1.5763888888888888,84,-3.980000000000004,0.45686900958466453,0.23766197959746344,1.0185909736194054,,,0
