date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday/promotion,competitor_pricing,seasonality,visitors,cost,profit_margin,margin_percent,demand_ratio,inventory_pressure,competitor_gap,discounted_price,revenue,day_of_week,month
2022-08-21,S005,P0014,Furniture,North,132,83,169,81.03,38.37,0,Rainy,1,42.88,Winter,180,21.28,17.089999999999996,0.4454000521240552,1.0118249420943557,0.6240601503759399,-4.510000000000005,38.37,3184.7099999999996,6,8
2022-08-21,S005,P0015,Furniture,East,430,176,20,195.27,37.47,5,Sunny,1,40.3,Summer,287,23.87,13.599999999999998,0.36295703229250065,0.8967239007489682,0.40835266821345706,-2.8299999999999983,-149.88,-26378.879999999997,6,8
2022-08-21,S005,P0016,Toys,West,338,24,121,28.51,15.1,20,Sunny,1,18.98,Summer,131,9.94,5.16,0.34172185430463575,0.8132836326668925,0.07079646017699115,-3.880000000000001,-286.9,-6885.599999999999,6,8
2022-08-21,S005,P0017,Toys,East,334,114,182,108.57,19.01,15,Sunny,1,14.78,Autumn,181,11.49,7.520000000000001,0.3955812730142031,1.0404307748471298,0.3402985074626866,4.230000000000002,-266.14000000000004,-30339.960000000006,6,8
2022-08-21,S005,P0018,Electronics,North,470,324,170,327.25,85.26,5,Cloudy,1,90.15,Spring,481,45.39,39.870000000000005,0.4676284306826179,0.9870525514089871,0.6878980891719745,-4.890000000000001,-341.04,-110496.96,6,8
2022-08-21,S005,P0019,Toys,North,262,82,195,82.4,55.15,20,Snowy,0,59.23,Summer,318,31.91,23.24,0.4213961922030825,0.9832134292565946,0.311787072243346,-4.079999999999998,-1047.85,-85923.7,6,8
2022-08-21,S005,P0020,Electronics,East,476,80,48,77.29,30.8,15,Rainy,1,29.4,Summer,348,16.15,14.650000000000002,0.4756493506493507,1.021841869970622,0.16771488469601678,1.4000000000000021,-431.2,-34496.0,6,8
2022-08-22,S001,P0001,Groceries,East,248,74,114,88.75,61.73,15,Sunny,0,61.65,Winter,352,34.59,27.139999999999993,0.43965656892920774,0.8245125348189415,0.2971887550200803,0.0799999999999983,-864.2199999999999,-63952.27999999999,0,8
2022-08-22,S001,P0002,Toys,West,256,194,69,212.73,35.33,5,Snowy,0,31.31,Winter,291,18.69,16.639999999999997,0.4709878290404755,0.9076872689842325,0.754863813229572,4.02,-141.32,-27416.079999999998,0,8
2022-08-22,S001,P0003,Clothing,East,199,190,120,205.75,43.5,20,Snowy,1,46.08,Summer,302,26.17,17.33,0.3983908045977011,0.9189842805320435,0.95,-2.5799999999999983,-826.5,-157035.0,0,8
2022-08-22,S001,P0004,Electronics,West,266,103,23,98.04,59.12,10,Cloudy,0,59.31,Winter,164,32.97,26.15,0.44232070365358594,1.039983844911147,0.3857677902621723,-0.19000000000000483,-532.0799999999999,-54804.23999999999,0,8
2022-08-22,S001,P0005,Toys,North,94,47,37,63.31,46.83,5,Snowy,1,44.21,Winter,311,30.76,16.069999999999997,0.34315609651932516,0.7308350178821333,0.49473684210526314,2.6199999999999974,-187.32,-8804.039999999999,0,8
2022-08-22,S001,P0006,Toys,South,134,55,184,71.56,82.71,15,Snowy,0,83.36,Winter,138,65.92,16.789999999999992,0.2029984282432595,0.7579933847850054,0.4074074074074074,-0.6500000000000057,-1157.9399999999998,-63686.69999999999,0,8
2022-08-22,S001,P0007,Furniture,North,210,138,56,147.58,82.86,5,Snowy,0,79.5,Autumn,376,56.03,26.83,0.3237991793386435,0.9287925696594427,0.6540284360189573,3.3599999999999994,-331.44,-45738.72,0,8
2022-08-22,S001,P0008,Toys,North,288,151,139,149.65,71.21,15,Snowy,0,69.22,Winter,302,36.86,34.349999999999994,0.4823760707765763,1.002323265847992,0.5224913494809689,1.9899999999999949,-996.9399999999999,-150537.94,0,8
2022-08-22,S001,P0009,Groceries,North,497,211,82,217.78,60.97,20,Snowy,1,56.79,Autumn,347,40.37,20.6,0.3378710841397409,0.9644391626291251,0.42369477911646586,4.18,-1158.43,-244428.73,0,8
2022-08-22,S001,P0010,Furniture,South,183,40,188,47.94,69.79,10,Rainy,1,67.29,Winter,270,54.06,15.730000000000004,0.22539045708554237,0.8173273395995097,0.21739130434782608,2.5,-628.11,-25124.4,0,8
2022-08-22,S001,P0011,Toys,West,126,91,135,101.71,99.47,5,Cloudy,1,100.95,Autumn,165,56.39,43.08,0.4330954056499447,0.8859896796806543,0.7165354330708661,-1.480000000000004,-397.88,-36207.08,0,8
2022-08-22,S001,P0012,Clothing,North,428,130,62,125.87,22.22,15,Snowy,0,26.67,Winter,369,17.22,5.0,0.22502250225022502,1.024670922992039,0.30303030303030304,-4.450000000000003,-311.08,-40440.4,0,8
2022-08-22,S001,P0013,Clothing,South,390,211,175,205.56,21.1,15,Sunny,0,21.94,Autumn,392,14.94,6.160000000000002,0.2919431279620854,1.0214949651432998,0.5396419437340153,-0.8399999999999999,-295.40000000000003,-62329.40000000001,0,8
2022-08-22,S001,P0014,Furniture,North,441,86,130,103.54,14.17,20,Sunny,0,12.12,Autumn,357,9.42,4.75,0.3352152434721242,0.8226516166060838,0.19457013574660634,2.0500000000000007,-269.23,-23153.780000000002,0,8
2022-08-22,S001,P0015,Clothing,East,90,20,76,28.09,34.71,5,Cloudy,1,39.67,Winter,291,19.86,14.850000000000001,0.42783059636992227,0.6875214850464078,0.21978021978021978,-4.960000000000001,-138.84,-2776.8,0,8
2022-08-22,S001,P0016,Furniture,West,101,69,191,68.24,39.14,5,Rainy,1,34.52,Winter,259,27.02,12.120000000000001,0.30965763924374046,0.9965337954939342,0.6764705882352942,4.619999999999997,-156.56,-10802.64,0,8
2022-08-22,S001,P0017,Groceries,North,400,96,137,100.49,14.24,5,Cloudy,1,19.15,Spring,315,7.52,6.720000000000001,0.4719101123595506,0.9459060005911913,0.23940149625935161,-4.909999999999998,-56.96,-5468.16,0,8
2022-08-22,S001,P0018,Clothing,West,335,126,167,116.03,94.02,0,Rainy,0,95.22,Winter,224,53.58,40.44,0.43012125079770264,1.07664701358626,0.375,-1.2000000000000028,94.02,11846.519999999999,0,8
2022-08-22,S001,P0019,Electronics,East,77,11,150,2.16,85.12,10,Sunny,1,82.69,Summer,138,65.68,19.439999999999998,0.2283834586466165,3.481012658227848,0.14102564102564102,2.430000000000007,-766.08,-8426.880000000001,0,8
2022-08-22,S001,P0020,Toys,East,127,127,165,146.27,73.84,20,Sunny,0,69.82,Spring,360,42.06,31.78,0.4303900325027086,0.8623616486725062,0.9921875,4.02000000000001,-1402.96,-178175.92,0,8
2022-08-22,S002,P0001,Clothing,West,402,340,141,331.87,77.38,15,Sunny,0,81.49,Spring,564,47.04,30.339999999999996,0.39209097958128714,1.0214197734851442,0.8436724565756824,-4.109999999999999,-1083.32,-368328.8,0,8
2022-08-22,S002,P0002,Furniture,West,375,263,193,270.28,22.12,0,Sunny,1,22.68,Winter,448,12.37,9.750000000000002,0.44077757685352625,0.9694780300796226,0.699468085106383,-0.5599999999999987,22.12,5817.56,0,8
2022-08-22,S002,P0003,Clothing,West,495,422,151,441.98,64.22,10,Rainy,1,62.41,Summer,526,39.19,25.03,0.38975397072563067,0.9526389453248453,0.8508064516129032,1.8100000000000023,-577.98,-243907.56,0,8
2022-08-22,S002,P0004,Toys,East,432,52,170,69.2,41.4,10,Cloudy,1,45.91,Winter,317,24.68,16.72,0.4038647342995169,0.7407407407407407,0.12009237875288684,-4.509999999999998,-372.59999999999997,-19375.199999999997,0,8
2022-08-22,S002,P0005,Electronics,East,248,214,56,209.67,68.12,0,Sunny,1,68.94,Summer,281,42.99,25.130000000000003,0.3689078097475044,1.0158067119191152,0.8594377510040161,-0.8199999999999932,68.12,14577.68,0,8
2022-08-22,S002,P0006,Electronics,South,83,23,74,41.11,42.5,15,Cloudy,0,43.51,Summer,107,23.27,19.23,0.4524705882352941,0.5461885537876989,0.27380952380952384,-1.009999999999998,-595.0,-13685.0,0,8
2022-08-22,S002,P0007,Furniture,South,50,11,145,28.68,38.49,15,Sunny,0,38.48,Autumn,277,29.5,8.990000000000002,0.23356716030137703,0.3706199460916442,0.21568627450980393,0.010000000000005116,-538.86,-5927.46,0,8
2022-08-22,S002,P0008,Furniture,North,104,22,173,35.06,32.17,20,Snowy,0,36.2,Spring,280,18.38,13.790000000000003,0.4286602424619211,0.6100942872989462,0.20952380952380953,-4.030000000000001,-611.23,-13447.060000000001,0,8
2022-08-22,S002,P0009,Furniture,East,71,30,49,34.78,39.55,5,Rainy,0,42.75,Summer,239,21.93,17.619999999999997,0.44551201011378,0.8384572386808272,0.4166666666666667,-3.200000000000003,-158.2,-4746.0,0,8
2022-08-22,S002,P0010,Electronics,South,113,52,102,71.13,58.43,15,Snowy,0,62.44,Summer,349,32.91,25.520000000000003,0.43676193736094476,0.7209205600998199,0.45614035087719296,-4.009999999999998,-818.02,-42537.04,0,8
2022-08-22,S002,P0011,Furniture,East,331,214,23,230.61,85.64,15,Rainy,0,88.21,Summer,415,49.96,35.68,0.4166277440448389,0.9239670135140969,0.6445783132530121,-2.569999999999993,-1198.96,-256577.44,0,8
2022-08-22,S002,P0012,Toys,West,351,136,174,150.65,51.23,10,Rainy,1,53.72,Spring,192,35.47,15.759999999999998,0.3076322467304314,0.8968018463567424,0.38636363636363635,-2.490000000000002,-461.07,-62705.52,0,8
2022-08-22,S002,P0013,Clothing,South,465,83,113,86.01,78.39,20,Cloudy,1,76.41,Spring,145,56.32,22.07,0.28154101288429645,0.9539133432938742,0.1781115879828326,1.980000000000004,-1489.41,-123621.03000000001,0,8
2022-08-22,S002,P0014,Clothing,West,144,136,74,149.85,49.67,20,Rainy,0,46.07,Spring,311,30.28,19.39,0.39037648479967785,0.9015578389128274,0.9379310344827586,3.6000000000000014,-943.73,-128347.28,0,8
2022-08-22,S002,P0015,Clothing,East,438,313,89,303.53,49.17,20,Cloudy,1,53.35,Summer,581,27.04,22.130000000000003,0.4500711816148058,1.0278133517223262,0.7129840546697038,-4.18,-934.23,-292413.99,0,8
2022-08-22,S002,P0016,Groceries,South,77,40,175,50.24,25.72,10,Rainy,1,23.5,Winter,201,16.13,9.59,0.37286158631415245,0.78064012490242,0.5128205128205128,2.219999999999999,-231.48,-9259.199999999999,0,8
2022-08-22,S002,P0017,Furniture,East,428,121,190,134.23,60.75,20,Snowy,1,59.8,Summer,239,41.64,19.11,0.3145679012345679,0.8947718701471568,0.28205128205128205,0.9500000000000028,-1154.25,-139664.25,0,8
2022-08-22,S002,P0018,Electronics,West,475,72,82,77.09,46.36,5,Cloudy,0,45.66,Spring,221,27.19,19.169999999999998,0.4135030198446937,0.9220130618517095,0.15126050420168066,0.7000000000000028,-185.44,-13351.68,0,8
2022-08-22,S002,P0019,Furniture,North,182,47,192,58.17,86.28,15,Rainy,1,88.86,Summer,186,66.06,20.22,0.23435326842837273,0.7943214466790604,0.2568306010928962,-2.5799999999999983,-1207.92,-56772.240000000005,0,8
2022-08-22,S002,P0020,Toys,South,169,47,93,65.32,76.89,10,Snowy,0,72.85,Winter,138,41.68,35.21,0.4579269085706854,0.7086851628468035,0.27647058823529413,4.040000000000006,-692.01,-32524.47,0,8
2022-08-22,S003,P0001,Clothing,North,130,28,146,40.85,85.55,5,Sunny,0,85.73,Summer,186,48.95,36.599999999999994,0.4278199883109292,0.6690561529271206,0.21374045801526717,-0.18000000000000682,-342.2,-9581.6,0,8
2022-08-22,S003,P0002,Electronics,South,332,241,49,252.68,48.79,20,Snowy,0,51.19,Winter,449,25.06,23.73,0.48637015781922527,0.9500157678965626,0.7237237237237237,-2.3999999999999986,-927.01,-223409.41,0,8
2022-08-22,S003,P0003,Groceries,East,367,325,39,318.06,72.06,20,Cloudy,0,74.69,Autumn,576,41.68,30.380000000000003,0.4215931168470719,1.01861718798972,0.8831521739130435,-2.6299999999999955,-1369.14,-444970.50000000006,0,8
2022-08-22,S003,P0004,Furniture,East,143,1,55,4.38,23.12,15,Cloudy,0,21.77,Winter,160,13.86,9.260000000000002,0.40051903114186854,0.1858736059479554,0.006944444444444444,1.3500000000000014,-323.68,-323.68,0,8
2022-08-22,S003,P0005,Electronics,South,151,125,150,141.47,71.01,20,Sunny,0,75.71,Winter,200,52.08,18.930000000000007,0.26658217152513736,0.8773776935495192,0.8223684210526315,-4.699999999999989,-1349.19,-168648.75,0,8
2022-08-22,S003,P0006,Furniture,North,439,328,84,326.48,73.12,10,Sunny,0,69.36,Summer,591,39.2,33.92,0.4638949671772429,1.0015878832295102,0.7454545454545455,3.760000000000005,-658.08,-215850.24000000002,0,8
2022-08-22,S003,P0007,Electronics,South,275,168,153,174.86,86.06,20,Cloudy,0,89.03,Summer,293,64.35,21.710000000000008,0.2522658610271904,0.9553053565336062,0.6086956521739131,-2.969999999999999,-1635.14,-274703.52,0,8
2022-08-22,S003,P0008,Furniture,North,480,436,32,451.47,88.32,20,Rainy,1,87.24,Winter,517,66.53,21.789999999999992,0.2467164855072463,0.9635997966716024,0.9064449064449065,1.0799999999999983,-1678.08,-731642.88,0,8
2022-08-22,S003,P0009,Groceries,South,439,342,65,361.14,45.19,0,Rainy,0,43.46,Autumn,482,34.88,10.309999999999995,0.22814782031422873,0.944386149003148,0.7772727272727272,1.7299999999999969,45.19,15454.98,0,8
2022-08-22,S003,P0010,Electronics,South,275,171,189,161.16,39.58,0,Cloudy,0,36.72,Summer,445,27.3,12.279999999999998,0.31025770591207674,1.0545140601874692,0.6195652173913043,2.8599999999999994,39.58,6768.179999999999,0,8
2022-08-22,S003,P0011,Clothing,West,472,460,46,459.06,17.35,15,Cloudy,1,18.31,Autumn,634,12.57,4.780000000000001,0.27550432276657066,0.9998695822284049,0.9725158562367865,-0.9599999999999973,-242.90000000000003,-111734.00000000001,0,8
2022-08-22,S003,P0012,Furniture,East,134,115,116,107.28,99.6,10,Rainy,0,97.23,Summer,409,59.54,40.059999999999995,0.4022088353413654,1.0620613224972293,0.8518518518518519,2.3699999999999903,-896.4,-103086.0,0,8
2022-08-22,S003,P0013,Clothing,North,71,39,145,44.22,89.92,10,Sunny,1,87.02,Summer,214,50.62,39.300000000000004,0.4370551601423488,0.8624502432551968,0.5416666666666666,2.9000000000000057,-809.28,-31561.92,0,8
2022-08-22,S003,P0014,Electronics,North,343,287,191,304.73,60.01,5,Rainy,0,64.24,Autumn,388,31.57,28.439999999999998,0.47392101316447255,0.938736793903117,0.8343023255813954,-4.229999999999997,-240.04,-68891.48,0,8
2022-08-22,S003,P0015,Furniture,West,420,141,88,133.46,40.77,0,Rainy,0,40.04,Autumn,338,26.4,14.370000000000005,0.35246504782928634,1.0486390004462294,0.334916864608076,0.730000000000004,40.77,5748.570000000001,0,8
2022-08-22,S003,P0016,Furniture,East,220,23,167,25.49,28.31,0,Cloudy,0,30.9,Winter,175,19.5,8.809999999999999,0.31119745672907095,0.8682521706304266,0.10407239819004525,-2.59,28.31,651.13,0,8
2022-08-22,S003,P0017,Electronics,South,187,84,56,84.33,28.4,15,Sunny,0,24.97,Winter,238,21.61,6.789999999999999,0.2390845070422535,0.9844134536505332,0.44680851063829785,3.4299999999999997,-397.59999999999997,-33398.399999999994,0,8
2022-08-22,S003,P0018,Groceries,East,249,58,111,69.81,17.16,15,Snowy,1,14.8,Summer,275,12.71,4.449999999999999,0.2593240093240093,0.819093348397119,0.232,2.3599999999999994,-240.24,-13933.92,0,8
2022-08-22,S003,P0019,Furniture,North,495,4,59,13.31,50.14,10,Cloudy,1,46.95,Summer,240,31.83,18.310000000000002,0.3651775029916235,0.2795248078266946,0.008064516129032258,3.1899999999999977,-451.26,-1805.04,0,8
2022-08-22,S003,P0020,Electronics,South,208,101,171,103.82,34.4,0,Cloudy,1,32.6,Autumn,355,26.15,8.25,0.23982558139534885,0.9635565731730587,0.48325358851674644,1.7999999999999972,34.4,3474.3999999999996,0,8
2022-08-22,S004,P0001,Clothing,East,348,97,111,89.49,12.91,10,Rainy,0,12.07,Autumn,160,7.85,5.0600000000000005,0.39194422927962824,1.0719416510111615,0.27793696275071633,0.8399999999999999,-116.19,-11270.43,0,8
2022-08-22,S004,P0002,Toys,West,81,24,45,35.07,98.45,0,Snowy,0,99.95,Autumn,245,56.4,42.050000000000004,0.4271203656678517,0.6653728860548933,0.2926829268292683,-1.5,98.45,2362.8,0,8
2022-08-22,S004,P0003,Toys,South,403,88,75,96.22,57.21,10,Sunny,1,56.03,Spring,241,31.85,25.36,0.44327914700227233,0.9051635465953508,0.21782178217821782,1.1799999999999997,-514.89,-45310.32,0,8
2022-08-22,S004,P0004,Toys,East,57,4,114,-2.42,11.23,20,Sunny,0,7.8,Summer,170,6.29,4.94,0.439893143365984,-2.8169014084507045,0.06896551724137931,3.4300000000000006,-213.37,-853.48,0,8
2022-08-22,S004,P0005,Electronics,West,164,80,40,78.73,27.29,15,Cloudy,1,23.83,Spring,343,20.19,7.099999999999998,0.2601685599120556,1.003386429198545,0.48484848484848486,3.460000000000001,-382.06,-30564.8,0,8
2022-08-22,S004,P0006,Electronics,West,476,228,165,220.83,68.68,0,Rainy,1,66.42,Winter,487,51.84,16.840000000000003,0.24519510774606876,1.0278140918721543,0.4779874213836478,2.260000000000005,68.68,15659.04,0,8
2022-08-22,S004,P0007,Furniture,East,112,91,48,82.67,34.36,15,Sunny,1,39.18,Winter,188,19.73,14.629999999999999,0.4257857974388824,1.087606071471256,0.8053097345132744,-4.82,-481.03999999999996,-43774.64,0,8
2022-08-22,S004,P0008,Clothing,West,73,58,25,51.13,12.97,20,Snowy,1,13.34,Winter,200,8.46,4.51,0.3477255204317656,1.1126031076155765,0.7837837837837838,-0.3699999999999992,-246.43,-14292.94,0,8
2022-08-22,S004,P0009,Clothing,East,105,81,183,73.78,30.19,15,Sunny,1,33.44,Winter,301,23.73,6.460000000000001,0.21397813845644256,1.0831773201390746,0.7641509433962265,-3.2499999999999964,-422.66,-34235.46,0,8
2022-08-22,S004,P0010,Clothing,South,113,108,98,115.32,76.86,5,Rainy,1,78.73,Autumn,301,53.12,23.740000000000002,0.30887327608639087,0.9284731774415407,0.9473684210526315,-1.8700000000000045,-307.44,-33203.52,0,8
2022-08-22,S004,P0011,Groceries,South,272,231,99,245.45,76.36,20,Rainy,1,79.47,Spring,390,45.31,31.049999999999997,0.40662650602409633,0.9373097991479002,0.8461538461538461,-3.1099999999999994,-1450.84,-335144.04,0,8
2022-08-22,S004,P0012,Furniture,North,152,63,113,54.86,91.04,10,Snowy,1,91.57,Autumn,275,61.72,29.320000000000007,0.32205623901581726,1.1278195488721805,0.4117647058823529,-0.5299999999999869,-819.36,-51619.68,0,8
2022-08-22,S004,P0013,Electronics,North,168,117,96,119.54,61.13,15,Snowy,1,60.41,Spring,219,38.52,22.61,0.3698674955013905,0.9706321553011448,0.6923076923076923,0.720000000000006,-855.82,-100130.94,0,8
2022-08-22,S004,P0014,Groceries,South,266,243,88,238.84,38.41,10,Sunny,0,42.25,Autumn,454,26.35,12.059999999999995,0.3139807341838062,1.0131754503002002,0.9101123595505618,-3.8400000000000034,-345.68999999999994,-84002.66999999998,0,8
2022-08-22,S004,P0015,Furniture,South,138,19,177,36.68,34.79,5,Cloudy,1,31.17,Spring,71,23.74,11.05,0.3176200057487784,0.5042462845010616,0.1366906474820144,3.6199999999999974,-139.16,-2644.04,0,8
2022-08-22,S004,P0016,Clothing,West,86,75,43,80.69,57.94,0,Sunny,1,60.45,Autumn,192,44.23,13.71,0.23662409389023129,0.9181050312155711,0.8620689655172413,-2.510000000000005,57.94,4345.5,0,8
2022-08-22,S004,P0017,Furniture,West,307,203,157,205.68,72.62,0,Snowy,0,72.91,Spring,498,45.49,27.130000000000003,0.3735885431010741,0.982194697116315,0.6590909090909091,-0.28999999999999204,72.62,14741.86,0,8
2022-08-22,S004,P0018,Clothing,East,53,5,195,2.15,87.54,0,Cloudy,0,83.92,Summer,187,58.4,29.140000000000008,0.3328763993602925,1.5873015873015874,0.09259259259259259,3.6200000000000045,87.54,437.70000000000005,0,8
2022-08-22,S004,P0019,Groceries,West,391,41,63,44.67,12.23,0,Sunny,1,7.61,Summer,228,8.52,3.710000000000001,0.3033524121013901,0.8977446901686008,0.10459183673469388,4.62,12.23,501.43,0,8
2022-08-22,S004,P0020,Electronics,North,178,20,178,22.3,73.95,10,Cloudy,1,70.18,Autumn,121,41.31,32.64,0.4413793103448276,0.8583690987124464,0.11173184357541899,3.769999999999996,-665.5500000000001,-13311.000000000002,0,8
2022-08-22,S005,P0001,Furniture,South,201,66,117,69.53,79.45,20,Sunny,1,75.74,Winter,272,41.39,38.06,0.4790434235368156,0.9357720119098256,0.32673267326732675,3.710000000000008,-1509.55,-99630.3,0,8
2022-08-22,S005,P0002,Toys,East,168,116,173,134.33,32.49,15,Cloudy,1,33.89,Autumn,261,23.13,9.360000000000003,0.28808864265927986,0.8571639695559004,0.6863905325443787,-1.3999999999999986,-454.86,-52763.76,0,8
2022-08-22,S005,P0003,Furniture,West,300,263,23,277.8,18.15,10,Snowy,1,19.4,Summer,343,14.28,3.869999999999999,0.21322314049586774,0.9433285509325681,0.8737541528239202,-1.25,-163.35,-42961.049999999996,0,8
2022-08-22,S005,P0004,Clothing,East,435,192,167,209.18,80.21,20,Cloudy,0,79.88,Autumn,307,44.66,35.55,0.44321156962972197,0.913502711961176,0.44036697247706424,0.3299999999999983,-1523.9899999999998,-292606.07999999996,0,8
2022-08-22,S005,P0005,Electronics,East,319,51,195,49.08,76.2,0,Sunny,1,73.14,Summer,304,54.67,21.53,0.2825459317585302,1.018370607028754,0.159375,3.0600000000000023,76.2,3886.2000000000003,0,8
2022-08-22,S005,P0006,Electronics,North,339,71,114,78.96,47.76,15,Sunny,0,48.29,Winter,211,26.3,21.459999999999997,0.4493299832495812,0.8879439719859931,0.2088235294117647,-0.5300000000000011,-668.64,-47473.44,0,8
2022-08-22,S005,P0007,Furniture,West,139,131,38,125.16,70.38,15,Snowy,1,73.72,Winter,249,46.69,23.689999999999998,0.33660130718954245,1.0383639822447686,0.9357142857142857,-3.3400000000000034,-985.3199999999999,-129076.92,0,8
2022-08-22,S005,P0008,Clothing,South,117,40,192,43.33,56.69,15,Snowy,0,60.73,Autumn,254,36.26,20.43,0.3603810195801729,0.9023234829686443,0.3389830508474576,-4.039999999999999,-793.66,-31746.399999999998,0,8
2022-08-22,S005,P0009,Clothing,West,427,77,163,70.57,72.0,5,Sunny,1,69.62,Winter,281,41.81,30.189999999999998,0.41930555555555554,1.0758697778398771,0.17990654205607476,2.3799999999999955,-288.0,-22176.0,0,8
2022-08-22,S005,P0010,Electronics,East,234,154,184,163.09,59.83,20,Cloudy,0,56.48,Spring,290,47.47,12.36,0.20658532508774863,0.9385093546224632,0.6553191489361702,3.3500000000000014,-1136.77,-175062.58,0,8
2022-08-22,S005,P0011,Toys,West,173,64,44,79.99,85.27,20,Sunny,0,89.31,Spring,146,64.55,20.72,0.24299284625307846,0.7902210149401161,0.367816091954023,-4.040000000000006,-1620.1299999999999,-103688.31999999999,0,8
2022-08-22,S005,P0012,Electronics,East,345,150,93,158.39,50.55,20,Snowy,1,52.19,Summer,267,39.29,11.259999999999998,0.2227497527200791,0.9410878976096368,0.43352601156069365,-1.6400000000000006,-960.4499999999999,-144067.5,0,8
2022-08-22,S005,P0013,Toys,North,386,73,88,65.02,56.19,10,Snowy,0,58.5,Winter,309,33.39,22.799999999999997,0.40576615056059795,1.1057255377158437,0.18863049095607234,-2.3100000000000023,-505.71,-36916.83,0,8
2022-08-22,S005,P0014,Furniture,West,173,80,114,75.04,40.2,10,Snowy,1,37.75,Winter,321,30.18,10.020000000000003,0.24925373134328363,1.0520778537611783,0.45977011494252873,2.450000000000003,-361.8,-28944.0,0,8
2022-08-22,S005,P0015,Clothing,South,213,103,174,115.49,99.95,15,Sunny,1,104.74,Summer,365,53.58,46.370000000000005,0.4639319659829915,0.8841960683320457,0.48130841121495327,-4.789999999999992,-1399.3,-144127.9,0,8
2022-08-22,S005,P0016,Furniture,East,430,273,114,292.51,52.67,20,Rainy,0,48.87,Winter,410,27.63,25.040000000000003,0.47541294854756033,0.9301216312902457,0.6334106728538283,3.8000000000000043,-1000.73,-273199.29,0,8
2022-08-22,S005,P0017,Groceries,East,117,5,131,15.03,55.13,5,Cloudy,1,55.54,Autumn,226,33.66,21.470000000000006,0.38944313440957745,0.3119151590767311,0.0423728813559322,-0.4099999999999966,-220.52,-1102.6000000000001,0,8
2022-08-22,S005,P0018,Clothing,North,301,50,163,48.43,78.41,0,Snowy,0,80.77,Winter,194,61.62,16.79,0.21413085065680398,1.0115314586283632,0.16556291390728478,-2.3599999999999994,78.41,3920.5,0,8
2022-08-22,S005,P0019,Toys,West,177,175,182,175.39,11.48,20,Sunny,0,13.2,Spring,332,7.15,4.33,0.37717770034843207,0.9921197346788367,0.9831460674157303,-1.7199999999999989,-218.12,-38171.0,0,8
2022-08-22,S005,P0020,Furniture,West,82,59,124,68.46,75.94,0,Sunny,0,77.67,Spring,348,41.32,34.62,0.4558862259678694,0.8494097322199828,0.7108433734939759,-1.730000000000004,75.94,4480.46,0,8
2022-08-23,S001,P0001,Electronics,West,497,227,119,229.28,82.81,20,Cloudy,0,79.69,Winter,492,54.41,28.400000000000006,0.3429537495471562,0.9857564703838805,0.45582329317269077,3.1200000000000045,-1573.39,-357159.53,1,8
2022-08-23,S001,P0002,Clothing,West,408,292,66,284.28,80.61,0,Snowy,1,77.49,Spring,518,62.33,18.28,0.22677087210023572,1.0235558048233315,0.7139364303178484,3.1200000000000045,80.61,23538.12,1,8
2022-08-23,S001,P0003,Furniture,East,380,263,93,269.73,86.6,0,Rainy,1,91.04,Summer,365,64.45,22.14999999999999,0.25577367205542717,0.9714475676873637,0.6902887139107612,-4.440000000000012,86.6,22775.8,1,8
2022-08-23,S001,P0004,Toys,West,500,358,26,371.21,37.12,15,Rainy,1,39.51,Winter,481,22.42,14.699999999999996,0.39601293103448265,0.9618226270116332,0.7145708582834331,-2.3900000000000006,-519.68,-186045.43999999997,1,8
2022-08-23,S001,P0005,Electronics,East,97,58,27,71.51,92.08,15,Sunny,1,90.74,Summer,156,47.32,44.76,0.48609904430929624,0.7998896703902909,0.5918367346938775,1.3400000000000034,-1289.12,-74768.95999999999,1,8
2022-08-23,S001,P0006,Furniture,North,128,109,186,115.94,39.72,10,Rainy,0,36.93,Spring,271,28.94,10.779999999999998,0.27139979859013086,0.9321019326150163,0.8449612403100775,2.789999999999999,-357.48,-38965.32,1,8
2022-08-23,S001,P0007,Toys,North,137,12,126,27.23,40.18,0,Cloudy,1,36.08,Autumn,175,30.14,10.04,0.2498755599800896,0.4250797024442083,0.08695652173913043,4.100000000000001,40.18,482.15999999999997,1,8
2022-08-23,S001,P0008,Toys,West,467,318,167,327.11,51.99,10,Snowy,0,55.71,Summer,561,40.46,11.530000000000001,0.22177341796499328,0.9691871628417299,0.6794871794871795,-3.719999999999999,-467.91,-148795.38,1,8
2022-08-23,S001,P0009,Toys,South,391,298,55,312.7,72.8,0,Snowy,1,69.06,Summer,442,43.25,29.549999999999997,0.4059065934065934,0.9499521836149187,0.7602040816326531,3.739999999999995,72.8,21694.399999999998,1,8
2022-08-23,S001,P0010,Toys,East,154,38,99,36.08,46.14,20,Sunny,1,42.13,Summer,278,25.57,20.57,0.4458170784568704,1.0248112189859764,0.24516129032258063,4.009999999999998,-876.66,-33313.08,1,8
2022-08-23,S001,P0011,Furniture,South,55,42,152,54.94,77.0,20,Snowy,0,77.14,Summer,116,60.34,16.659999999999997,0.2163636363636363,0.7508044333214159,0.75,-0.14000000000000057,-1463.0,-61446.0,1,8
2022-08-23,S001,P0012,Electronics,East,500,79,195,93.66,54.63,10,Rainy,1,58.85,Summer,260,38.1,16.53,0.3025809994508512,0.8345658144939785,0.15768463073852296,-4.219999999999999,-491.67,-38841.93,1,8
