date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday_promotion,competitor_pricing,seasonality,visitors,cost,profit_margin,margin_percent,demand_ratio,inventory_pressure,competitor_gap,discounted_price,revenue,price_demand_ratio,stock_remaining,traffic_intensity,day_of_week,month,is_weekend
2022-02-14,S005,P0019,Electronics,North,198,61,34,52.54,55.36,0.15,Rainy,0,55.5,Summer,119,42.7,12.659999999999997,0.22868497109826583,1.1393350765782593,0.3065326633165829,-0.14000000000000057,47.056,2870.4159999999997,0.8929032258064517,137,0.5979899497487438,0,2,0
2022-02-14,S005,P0020,Groceries,East,254,85,145,101.94,20.78,0.15,Rainy,1,17.85,Autumn,222,14.31,6.470000000000001,0.3113570741097209,0.8257237225568292,0.3333333333333333,2.9299999999999997,17.663,1501.355,0.2416279069767442,169,0.8705882352941177,0,2,0
2022-02-15,S001,P0001,Furniture,North,126,111,32,115.57,51.27,0.05,Snowy,0,53.8,Winter,197,26.51,24.76,0.48293348937000197,0.9522175516856825,0.8740157480314961,-2.529999999999994,48.7065,5406.4214999999995,0.45776785714285717,15,1.5511811023622046,1,2,0
2022-02-15,S001,P0002,Electronics,North,192,30,93,47.57,17.11,0.05,Sunny,1,13.41,Summer,128,8.62,8.49,0.4962010520163647,0.6176652254478073,0.15544041450777202,3.6999999999999993,16.2545,487.635,0.5519354838709677,162,0.6632124352331606,1,2,0
2022-02-15,S001,P0003,Electronics,North,358,245,161,254.25,64.5,0.0,Snowy,1,60.74,Autumn,335,32.82,31.68,0.49116279069767443,0.9598432908912831,0.6824512534818942,3.759999999999998,64.5,15802.5,0.2621951219512195,113,0.9331476323119777,1,2,0
2022-02-15,S001,P0004,Electronics,North,405,29,32,27.76,33.81,0.15,Rainy,0,30.1,Winter,95,22.1,11.71,0.3463472345459923,1.0083449235048678,0.07142857142857142,3.710000000000001,28.738500000000002,833.4165,1.127,376,0.23399014778325122,1,2,0
2022-02-15,S001,P0005,Groceries,North,205,139,164,147.38,20.96,0.2,Rainy,0,21.02,Winter,276,12.66,8.3,0.39599236641221375,0.9367839331446287,0.6747572815533981,-0.05999999999999872,16.768,2330.752,0.14971428571428572,66,1.3398058252427185,1,2,0
2022-02-15,S001,P0006,Electronics,East,419,186,194,194.75,57.51,0.0,Rainy,0,59.95,Winter,256,45.68,11.829999999999998,0.2057033559380977,0.9501915708812261,0.44285714285714284,-2.440000000000005,57.51,10696.859999999999,0.3075401069518717,233,0.6095238095238096,1,2,0
2022-02-15,S001,P0007,Groceries,West,120,101,169,91.93,82.16,0.0,Snowy,0,80.3,Winter,201,62.45,19.709999999999994,0.23989776046738065,1.086839556655547,0.8347107438016529,1.8599999999999994,82.16,8298.16,0.8054901960784313,19,1.6611570247933884,1,2,0
2022-02-15,S001,P0008,Furniture,West,381,162,46,169.94,30.74,0.1,Rainy,1,27.79,Autumn,270,22.12,8.619999999999997,0.28041639557579695,0.9477009477009477,0.42408376963350786,2.9499999999999993,27.666,4481.892,0.18858895705521472,219,0.7068062827225131,1,2,0
2022-02-15,S001,P0009,Electronics,East,356,39,29,49.19,45.14,0.1,Sunny,1,40.57,Spring,255,25.1,20.04,0.44395214887018164,0.7770472205618649,0.1092436974789916,4.57,40.626000000000005,1584.4140000000002,1.1285,317,0.7142857142857143,1,2,0
2022-02-15,S001,P0010,Groceries,East,57,1,77,-4.15,71.87,0.2,Cloudy,0,72.58,Summer,233,50.0,21.870000000000005,0.30429942952553224,-0.31746031746031744,0.017241379310344827,-0.7099999999999937,57.49600000000001,57.49600000000001,35.935,56,4.017241379310345,1,2,0
2022-02-15,S001,P0011,Toys,North,54,42,81,44.37,44.91,0.2,Cloudy,1,43.37,Spring,132,23.01,21.899999999999995,0.4876419505678022,0.9257218426272869,0.7636363636363637,1.5399999999999991,35.928,1508.9759999999999,1.0444186046511628,12,2.4,1,2,0
2022-02-15,S001,P0012,Electronics,South,229,96,72,99.52,19.26,0.2,Rainy,1,19.86,Spring,184,15.29,3.9700000000000024,0.20612668743509877,0.9550338241146041,0.41739130434782606,-0.5999999999999979,15.408000000000001,1479.1680000000001,0.19855670103092785,133,0.8,1,2,0
2022-02-15,S001,P0013,Groceries,North,275,223,102,238.15,54.49,0.2,Snowy,0,54.68,Autumn,413,31.96,22.53,0.41347036153422645,0.9324691616140497,0.8079710144927537,-0.18999999999999773,43.592000000000006,9721.016000000001,0.24325892857142858,52,1.4963768115942029,1,2,0
2022-02-15,S001,P0014,Toys,West,456,414,146,430.15,18.94,0.05,Cloudy,0,18.04,Spring,655,12.42,6.520000000000001,0.3442449841605069,0.9602226603270324,0.9059080962800875,0.9000000000000021,17.993000000000002,7449.102000000001,0.04563855421686747,42,1.4332603938730852,1,2,0
2022-02-15,S001,P0015,Clothing,North,205,152,72,165.74,89.14,0.15,Cloudy,0,92.01,Autumn,212,68.18,20.959999999999994,0.2351357415301772,0.9115988964855463,0.7378640776699029,-2.8700000000000045,75.769,11516.888,0.5826143790849673,53,1.029126213592233,1,2,0
2022-02-15,S001,P0016,Toys,West,485,406,60,422.14,17.51,0.1,Cloudy,0,12.94,Spring,693,8.88,8.63,0.49286122215876643,0.9594933119062249,0.8353909465020576,4.570000000000002,15.759000000000002,6398.154,0.04302211302211303,79,1.4259259259259258,1,2,0
2022-02-15,S001,P0017,Electronics,South,442,134,97,137.97,41.13,0.05,Snowy,1,39.75,Autumn,330,21.09,20.040000000000003,0.48723559445660103,0.9642368856587753,0.30248306997742663,1.3800000000000026,39.0735,5235.849,0.3046666666666667,308,0.744920993227991,1,2,0
2022-02-15,S001,P0018,Clothing,South,415,325,134,320.94,76.47,0.1,Rainy,1,76.63,Winter,513,38.83,37.64,0.49221917091669937,1.0095048766850967,0.78125,-0.1599999999999966,68.82300000000001,22367.475000000002,0.23457055214723926,90,1.2331730769230769,1,2,0
2022-02-15,S001,P0019,Electronics,North,235,235,34,241.39,99.04,0.2,Snowy,0,99.44,Summer,361,52.77,46.27,0.46718497576736673,0.9695119435620282,0.9957627118644068,-0.3999999999999915,79.23200000000001,18619.520000000004,0.4196610169491526,0,1.5296610169491525,1,2,0
2022-02-15,S001,P0020,Toys,North,408,63,112,69.49,26.84,0.05,Snowy,0,22.28,Summer,239,13.62,13.22,0.492548435171386,0.893743793445879,0.15403422982885084,4.559999999999999,25.497999999999998,1606.3739999999998,0.419375,345,0.5843520782396088,1,2,0
2022-02-15,S002,P0001,Clothing,East,193,16,87,28.28,64.25,0.0,Cloudy,1,59.97,Summer,111,44.62,19.630000000000003,0.3055252918287938,0.5464480874316939,0.08247422680412371,4.280000000000001,64.25,1028.0,3.7794117647058822,177,0.5721649484536082,1,2,0
2022-02-15,S002,P0002,Clothing,South,86,52,50,54.45,17.99,0.0,Rainy,0,13.39,Autumn,146,14.29,3.6999999999999993,0.2056698165647582,0.9377817853922452,0.5977011494252874,4.599999999999998,17.99,935.4799999999999,0.3394339622641509,34,1.6781609195402298,1,2,0
2022-02-15,S002,P0003,Clothing,East,156,112,129,126.61,57.73,0.2,Snowy,0,60.48,Autumn,162,43.73,14.0,0.2425082279577343,0.8776741634668129,0.7133757961783439,-2.75,46.184,5172.608,0.5108849557522124,44,1.0318471337579618,1,2,0
2022-02-15,S002,P0004,Clothing,East,276,258,126,249.0,40.79,0.0,Rainy,1,41.03,Winter,475,31.95,8.84,0.21671978426084826,1.032,0.9314079422382672,-0.240000000000002,40.79,10523.82,0.1574903474903475,18,1.7148014440433212,1,2,0
2022-02-15,S002,P0005,Clothing,South,428,159,147,167.77,94.46,0.0,Cloudy,1,92.48,Summer,316,59.58,34.879999999999995,0.36925682828710565,0.9421105646738164,0.3706293706293706,1.9799999999999898,94.46,15019.14,0.590375,269,0.7365967365967366,1,2,0
2022-02-15,S002,P0006,Groceries,West,267,33,37,23.92,46.7,0.05,Snowy,0,42.35,Spring,101,37.26,9.440000000000005,0.20214132762312642,1.3242375601926162,0.12313432835820895,4.350000000000001,44.365,1464.045,1.3735294117647059,234,0.376865671641791,1,2,0
2022-02-15,S002,P0007,Electronics,West,63,16,45,29.49,70.36,0.2,Rainy,1,65.73,Spring,141,38.19,32.17,0.45722001137009666,0.5247622171203674,0.25,4.6299999999999955,56.288000000000004,900.6080000000001,4.138823529411765,47,2.203125,1,2,0
2022-02-15,S002,P0008,Electronics,North,144,93,167,87.55,92.42,0.15,Snowy,1,95.46,Spring,214,67.6,24.820000000000007,0.268556589482796,1.0502540937323546,0.6413793103448275,-3.039999999999992,78.557,7305.801,0.9831914893617022,51,1.4758620689655173,1,2,0
2022-02-15,S002,P0009,Furniture,South,403,9,89,16.65,54.89,0.05,Cloudy,0,55.97,Autumn,258,40.99,13.899999999999999,0.2532337402076881,0.509915014164306,0.022277227722772276,-1.0799999999999983,52.1455,469.30949999999996,5.489,394,0.6386138613861386,1,2,0
2022-02-15,S002,P0010,Electronics,East,175,123,47,114.89,69.35,0.15,Rainy,1,73.31,Autumn,361,48.89,20.459999999999994,0.29502523431867334,1.0613512813875225,0.6988636363636364,-3.960000000000008,58.94749999999999,7250.542499999999,0.559274193548387,52,2.0511363636363638,1,2,0
2022-02-15,S002,P0011,Toys,North,411,297,28,293.27,92.9,0.05,Rainy,1,89.27,Spring,591,52.57,40.330000000000005,0.43412271259418733,1.0092771944132939,0.720873786407767,3.6300000000000097,88.255,26211.734999999997,0.311744966442953,114,1.4344660194174756,1,2,0
2022-02-15,S002,P0012,Clothing,East,270,63,197,54.94,88.38,0.15,Sunny,0,89.56,Winter,221,56.46,31.919999999999995,0.3611676849966055,1.1262066499821237,0.23247232472324722,-1.1800000000000068,75.12299999999999,4732.749,1.3809375,207,0.8154981549815498,1,2,0
2022-02-15,S002,P0013,Groceries,West,200,172,185,185.8,12.05,0.15,Snowy,0,7.89,Autumn,233,6.66,5.390000000000001,0.4473029045643154,0.9207708779443254,0.8557213930348259,4.160000000000001,10.2425,1761.71,0.06965317919075145,28,1.1592039800995024,1,2,0
2022-02-15,S002,P0014,Electronics,East,470,365,160,365.3,59.46,0.05,Rainy,0,58.19,Spring,603,44.22,15.240000000000002,0.2563067608476287,0.9964509964509964,0.7749469214437368,1.2700000000000031,56.486999999999995,20617.754999999997,0.16245901639344262,105,1.2802547770700636,1,2,0
2022-02-15,S002,P0015,Electronics,West,257,210,156,208.5,10.64,0.15,Rainy,1,15.48,Spring,499,7.06,3.580000000000001,0.3364661654135339,1.0023866348448687,0.813953488372093,-4.84,9.044,1899.24,0.050426540284360194,47,1.934108527131783,1,2,0
2022-02-15,S002,P0016,Electronics,North,306,114,38,112.46,71.81,0.15,Rainy,0,68.47,Spring,324,57.15,14.660000000000004,0.20414983985517343,1.0047593865679536,0.3713355048859935,3.3400000000000034,61.0385,6958.389,0.6244347826086957,192,1.0553745928338762,1,2,0
2022-02-15,S002,P0017,Groceries,South,491,380,125,394.43,73.68,0.0,Sunny,1,73.95,Spring,474,48.68,25.000000000000007,0.3393051031487514,0.9609791872139191,0.7723577235772358,-0.269999999999996,73.68,27998.4,0.19338582677165356,111,0.9634146341463414,1,2,0
2022-02-15,S002,P0018,Clothing,East,190,20,164,14.03,62.05,0.15,Rainy,1,65.35,Winter,159,35.81,26.239999999999995,0.4228847703464947,1.3306719893546242,0.10471204188481675,-3.299999999999997,52.7425,1054.85,2.9547619047619045,170,0.8324607329842932,1,2,0
2022-02-15,S002,P0019,Clothing,North,269,0,82,-4.74,92.53,0.2,Snowy,0,89.33,Spring,152,54.67,37.86,0.4091645952664001,-0.0,0.0,3.200000000000003,74.024,0.0,92.53,269,0.562962962962963,1,2,0
2022-02-15,S002,P0020,Furniture,West,223,25,71,21.11,84.64,0.15,Cloudy,1,88.98,Autumn,294,63.31,21.33,0.25200850661625707,1.1307100859339665,0.11160714285714286,-4.340000000000003,71.944,1798.6000000000001,3.2553846153846155,198,1.3125,1,2,0
2022-02-15,S003,P0001,Electronics,East,254,184,83,190.37,49.29,0.15,Snowy,1,51.46,Summer,483,26.74,22.55,0.45749644958409413,0.9614882165438678,0.7215686274509804,-2.1700000000000017,41.896499999999996,7708.955999999999,0.2664324324324324,70,1.8941176470588235,1,2,0
2022-02-15,S003,P0002,Electronics,East,61,2,168,6.51,94.06,0.05,Sunny,0,97.23,Spring,248,48.05,46.010000000000005,0.48915585796300237,0.2663115845539281,0.03225806451612903,-3.1700000000000017,89.357,178.714,31.353333333333335,59,4.0,1,2,0
2022-02-15,S003,P0003,Electronics,North,140,98,53,89.78,95.53,0.05,Cloudy,1,93.3,Spring,155,62.99,32.54,0.3406259813671098,1.0795329367702138,0.6950354609929078,2.230000000000004,90.7535,8893.843,0.964949494949495,42,1.099290780141844,1,2,0
2022-02-15,S003,P0004,Clothing,North,100,47,125,43.5,15.16,0.0,Snowy,1,13.61,Autumn,249,9.13,6.029999999999999,0.39775725593667544,1.0561797752808988,0.46534653465346537,1.5500000000000007,15.16,712.52,0.31583333333333335,53,2.4653465346534653,1,2,0
2022-02-15,S003,P0005,Furniture,East,367,255,177,250.02,41.91,0.1,Rainy,1,43.37,Summer,395,29.92,11.989999999999995,0.28608923884514426,1.015855310333838,0.6929347826086957,-1.4600000000000009,37.719,9618.345000000001,0.1637109375,112,1.0733695652173914,1,2,0
2022-02-15,S003,P0006,Electronics,West,331,48,198,52.09,21.62,0.2,Sunny,0,20.78,Spring,271,13.86,7.760000000000002,0.358926919518964,0.9041250706347711,0.14457831325301204,0.8399999999999999,17.296000000000003,830.2080000000001,0.4412244897959184,283,0.8162650602409639,1,2,0
2022-02-15,S003,P0007,Electronics,South,258,216,62,214.08,90.21,0.05,Snowy,1,90.75,Autumn,352,61.51,28.699999999999996,0.31814654694601485,1.004277478147666,0.833976833976834,-0.5400000000000063,85.69949999999999,18511.091999999997,0.4157142857142857,42,1.359073359073359,1,2,0
2022-02-15,S003,P0008,Furniture,South,247,70,138,69.24,38.66,0.05,Rainy,0,36.95,Summer,277,24.41,14.249999999999996,0.36859803414381787,0.9965831435079727,0.28225806451612906,1.7099999999999937,36.727,2570.89,0.5445070422535211,177,1.1169354838709677,1,2,0
2022-02-15,S003,P0009,Electronics,South,150,71,191,71.73,62.85,0.15,Sunny,1,59.52,Spring,357,32.26,30.590000000000003,0.4867143993635641,0.9762133919978,0.47019867549668876,3.3299999999999983,53.4225,3792.9975,0.8729166666666667,79,2.3642384105960264,1,2,0
2022-02-15,S003,P0010,Clothing,North,400,202,168,219.1,18.6,0.0,Snowy,1,23.57,Spring,426,9.7,8.900000000000002,0.47849462365591405,0.9177646524307134,0.5037406483790524,-4.969999999999999,18.6,3757.2000000000003,0.0916256157635468,198,1.0623441396508728,1,2,0
2022-02-15,S003,P0011,Electronics,West,387,371,103,382.19,13.09,0.2,Sunny,0,17.24,Summer,635,8.51,4.58,0.34988540870893814,0.9681881051175657,0.9561855670103093,-4.149999999999999,10.472000000000001,3885.1120000000005,0.03518817204301075,16,1.6365979381443299,1,2,0
2022-02-15,S003,P0012,Furniture,North,435,14,195,29.93,19.3,0.2,Rainy,0,23.27,Summer,240,14.91,4.390000000000001,0.22746113989637307,0.45263498221791143,0.03211009174311927,-3.969999999999999,15.440000000000001,216.16000000000003,1.2866666666666666,421,0.5504587155963303,1,2,0
2022-02-15,S003,P0013,Groceries,East,197,140,138,137.17,19.79,0.1,Rainy,1,20.43,Autumn,364,11.25,8.54,0.43153107630116216,1.0132445538105233,0.7070707070707071,-0.6400000000000006,17.811,2493.54,0.140354609929078,57,1.8383838383838385,1,2,0
2022-02-15,S003,P0014,Groceries,East,417,120,85,120.77,70.9,0.2,Snowy,1,74.43,Spring,253,40.54,30.360000000000007,0.4282087447108604,0.9854644000985465,0.28708133971291866,-3.530000000000001,56.720000000000006,6806.400000000001,0.5859504132231406,297,0.6052631578947368,1,2,0
2022-02-15,S003,P0015,Groceries,East,54,29,147,21.53,41.05,0.0,Sunny,1,41.82,Spring,160,29.22,11.829999999999998,0.2881851400730816,1.2871726586773191,0.5272727272727272,-0.7700000000000031,41.05,1190.4499999999998,1.3683333333333332,25,2.909090909090909,1,2,0
2022-02-15,S003,P0016,Furniture,East,458,326,50,340.81,52.76,0.1,Rainy,0,55.62,Spring,521,41.55,11.21,0.21247156937073544,0.9537462332874989,0.710239651416122,-2.8599999999999994,47.484,15479.784000000001,0.16134556574923548,132,1.1350762527233116,1,2,0
2022-02-15,S003,P0017,Clothing,North,425,40,111,33.23,67.1,0.1,Cloudy,0,67.34,Summer,283,50.66,16.439999999999998,0.2450074515648286,1.1685655857435,0.09389671361502347,-0.2400000000000091,60.38999999999999,2415.6,1.6365853658536584,385,0.6643192488262911,1,2,0
2022-02-15,S003,P0018,Toys,South,199,83,28,91.28,60.64,0.1,Sunny,0,59.69,Summer,200,38.93,21.71,0.3580145118733509,0.8994364976159515,0.415,0.9500000000000028,54.576,4529.808,0.7219047619047619,116,1.0,1,2,0
2022-02-15,S003,P0019,Groceries,South,190,118,22,116.64,31.73,0.2,Snowy,1,32.23,Autumn,389,20.22,11.510000000000002,0.36274818783485663,1.0030601836110167,0.6178010471204188,-0.49999999999999645,25.384,2995.312,0.2666386554621849,72,2.0366492146596857,1,2,0
2022-02-15,S003,P0020,Clothing,North,269,115,97,116.03,94.49,0.0,Sunny,0,93.55,Spring,325,51.7,42.78999999999999,0.45285215366705467,0.9826540203366658,0.42592592592592593,0.9399999999999977,94.49,10866.349999999999,0.8145689655172413,154,1.2037037037037037,1,2,0
2022-02-15,S004,P0001,Clothing,West,252,231,189,239.6,84.17,0.1,Sunny,0,81.28,Summer,407,50.26,33.910000000000004,0.402875133658073,0.9600997506234414,0.9130434782608695,2.8900000000000006,75.753,17498.943,0.36280172413793105,21,1.608695652173913,1,2,0
2022-02-15,S004,P0002,Toys,North,75,14,160,18.02,85.65,0.05,Snowy,1,81.96,Autumn,227,46.14,39.510000000000005,0.46129597197898425,0.7360672975814931,0.18421052631578946,3.690000000000012,81.3675,1139.145,5.71,61,2.986842105263158,1,2,0
2022-02-15,S004,P0003,Clothing,North,460,433,165,443.06,71.3,0.0,Rainy,1,69.32,Autumn,564,45.49,25.809999999999995,0.36199158485273486,0.975093455839301,0.9392624728850325,1.980000000000004,71.3,30872.899999999998,0.16428571428571428,27,1.2234273318872018,1,2,0
2022-02-15,S004,P0004,Clothing,South,209,164,31,157.71,39.57,0.2,Sunny,0,34.7,Spring,442,30.83,8.740000000000002,0.2208743997978267,1.0333312330665994,0.780952380952381,4.869999999999997,31.656000000000002,5191.584000000001,0.23981818181818182,45,2.104761904761905,1,2,0
2022-02-15,S004,P0005,Electronics,North,416,43,183,38.77,65.45,0.1,Snowy,1,63.97,Spring,239,41.74,23.71,0.3622612681436211,1.0812169977369877,0.10311750599520383,1.480000000000004,58.905,2532.915,1.4875,373,0.5731414868105515,1,2,0
2022-02-15,S004,P0006,Groceries,East,407,89,161,82.45,15.0,0.0,Sunny,0,14.65,Spring,377,11.87,3.130000000000001,0.20866666666666672,1.066506890353505,0.2181372549019608,0.34999999999999964,15.0,1335.0,0.16666666666666666,318,0.9240196078431373,1,2,0
2022-02-15,S004,P0007,Electronics,West,313,300,53,300.61,96.62,0.0,Rainy,0,97.43,Winter,505,61.39,35.230000000000004,0.36462430138687646,0.9946619807035575,0.9554140127388535,-0.8100000000000023,96.62,28986.0,0.3209966777408638,13,1.60828025477707,1,2,0
2022-02-15,S004,P0008,Furniture,East,357,250,133,244.52,15.05,0.05,Sunny,1,13.95,Spring,467,9.64,5.41,0.359468438538206,1.0182469859889214,0.6983240223463687,1.1000000000000014,14.2975,3574.375,0.0599601593625498,107,1.3044692737430168,1,2,0
2022-02-15,S004,P0009,Furniture,West,439,195,58,208.46,47.53,0.05,Sunny,0,43.81,Summer,328,34.44,13.090000000000003,0.2754050073637703,0.9309653394442853,0.4431818181818182,3.719999999999999,45.1535,8804.9325,0.2425,244,0.7454545454545455,1,2,0
2022-02-15,S004,P0010,Electronics,East,274,3,153,2.47,94.18,0.2,Rainy,0,95.76,Autumn,165,57.51,36.67000000000001,0.389360798471013,0.8645533141210374,0.01090909090909091,-1.5799999999999983,75.34400000000001,226.03200000000004,23.545,271,0.6,1,2,0
2022-02-15,S004,P0011,Toys,North,398,183,58,175.9,41.65,0.0,Snowy,0,46.19,Winter,457,25.56,16.09,0.38631452581032416,1.0344827586206897,0.45864661654135336,-4.539999999999999,41.65,7621.95,0.2263586956521739,215,1.1453634085213034,1,2,0
2022-02-15,S004,P0012,Furniture,North,167,87,145,99.76,64.32,0.2,Sunny,0,62.56,Autumn,212,47.54,16.779999999999994,0.26088308457711434,0.8634378721714966,0.5178571428571429,1.759999999999991,51.455999999999996,4476.672,0.7309090909090908,80,1.2619047619047619,1,2,0
2022-02-15,S004,P0013,Groceries,East,346,55,122,51.18,97.47,0.15,Snowy,1,93.26,Summer,226,71.8,25.67,0.26336308607776754,1.0540436949022614,0.1585014409221902,4.209999999999994,82.84949999999999,4556.7225,1.7405357142857143,291,0.6512968299711815,1,2,0
2022-02-15,S004,P0014,Furniture,North,162,144,63,147.69,55.22,0.05,Sunny,0,57.75,Winter,436,39.93,15.29,0.27689243027888444,0.9684578653574551,0.8834355828220859,-2.530000000000001,52.458999999999996,7554.096,0.38082758620689655,18,2.6748466257668713,1,2,0
2022-02-15,S004,P0015,Electronics,South,307,158,33,152.11,97.72,0.15,Snowy,1,98.04,Autumn,350,65.55,32.17,0.3292058943921408,1.0319378224805695,0.512987012987013,-0.3200000000000074,83.062,13123.796,0.6145911949685534,149,1.1363636363636365,1,2,0
2022-02-15,S004,P0016,Clothing,North,420,116,99,127.64,93.8,0.2,Cloudy,0,98.6,Spring,206,71.04,22.75999999999999,0.2426439232409381,0.9017412935323385,0.2755344418052256,-4.799999999999997,75.04,8704.640000000001,0.8017094017094016,304,0.48931116389548696,1,2,0
2022-02-15,S004,P0017,Groceries,East,453,379,161,397.59,78.71,0.1,Sunny,1,79.8,Summer,595,59.23,19.479999999999997,0.24749078897217633,0.9508517524273064,0.8348017621145375,-1.0900000000000034,70.839,26847.981,0.20713157894736842,74,1.3105726872246697,1,2,0
2022-02-15,S004,P0018,Toys,West,438,23,151,23.83,16.93,0.0,Sunny,0,18.85,Spring,74,13.5,3.4299999999999997,0.20259893679858237,0.9262988320579945,0.05239179954441914,-1.9200000000000017,16.93,389.39,0.7054166666666667,415,0.16856492027334852,1,2,0
2022-02-15,S004,P0019,Toys,South,50,38,115,32.77,11.58,0.0,Cloudy,0,11.55,Autumn,278,9.01,2.5700000000000003,0.22193436960276341,1.1252591057151318,0.7450980392156863,0.02999999999999936,11.58,440.04,0.2969230769230769,12,5.450980392156863,1,2,0
2022-02-15,S004,P0020,Clothing,East,232,71,126,83.43,25.87,0.05,Snowy,1,25.65,Winter,149,20.53,5.34,0.20641669887901043,0.8409333175411583,0.30472103004291845,0.22000000000000242,24.5765,1744.9315,0.35930555555555554,161,0.6394849785407726,1,2,0
2022-02-15,S005,P0001,Toys,West,264,113,151,122.68,92.45,0.1,Snowy,0,92.69,Autumn,267,72.21,20.24000000000001,0.21892915089237436,0.9136481241914618,0.42641509433962266,-0.23999999999999488,83.205,9402.164999999999,0.8109649122807018,151,1.0075471698113208,1,2,0
2022-02-15,S005,P0002,Clothing,South,371,131,190,127.81,29.85,0.0,Sunny,0,29.38,Summer,382,22.07,7.780000000000001,0.2606365159128978,1.0170017855756541,0.3521505376344086,0.4700000000000024,29.85,3910.3500000000004,0.22613636363636364,240,1.0268817204301075,1,2,0
2022-02-15,S005,P0003,Clothing,West,155,146,148,158.82,53.03,0.1,Rainy,1,48.86,Autumn,389,36.33,16.700000000000003,0.3149160852347728,0.913527718683519,0.9358974358974359,4.170000000000002,47.727000000000004,6968.142000000001,0.3607482993197279,9,2.4935897435897436,1,2,0
2022-02-15,S005,P0004,Clothing,East,339,315,121,310.73,53.36,0.0,Cloudy,0,53.31,Winter,415,33.98,19.380000000000003,0.36319340329835087,1.010489846982966,0.9264705882352942,0.04999999999999716,53.36,16808.4,0.16886075949367088,24,1.2205882352941178,1,2,0
2022-02-15,S005,P0005,Electronics,South,109,61,157,68.52,91.74,0.2,Cloudy,1,88.81,Autumn,185,60.23,31.509999999999998,0.3434706780030521,0.877445339470656,0.5545454545454546,2.9299999999999926,73.392,4476.911999999999,1.4796774193548385,48,1.6818181818181819,1,2,0
2022-02-15,S005,P0006,Clothing,South,431,43,192,37.87,39.97,0.05,Sunny,0,40.41,Spring,297,31.51,8.459999999999997,0.21165874405804347,1.1062516079238487,0.09953703703703703,-0.4399999999999977,37.9715,1632.7745,0.9084090909090908,388,0.6875,1,2,0
2022-02-15,S005,P0007,Electronics,North,382,238,126,257.38,33.92,0.0,Cloudy,1,29.13,Winter,297,25.98,7.940000000000001,0.23408018867924532,0.9211239260004644,0.6214099216710183,4.790000000000003,33.92,8072.96,0.14192468619246862,144,0.7754569190600522,1,2,0
2022-02-15,S005,P0008,Toys,West,274,37,70,39.92,59.22,0.15,Rainy,1,61.01,Autumn,228,44.11,15.11,0.25515028706518067,0.9042033235581622,0.13454545454545455,-1.7899999999999991,50.336999999999996,1862.4689999999998,1.558421052631579,237,0.8290909090909091,1,2,0
2022-02-15,S005,P0009,Toys,North,386,98,154,112.18,88.43,0.0,Sunny,1,92.81,Autumn,357,51.84,36.59,0.4137736062422255,0.8658773634917829,0.2532299741602067,-4.3799999999999955,88.43,8666.140000000001,0.8932323232323233,288,0.9224806201550387,1,2,0
2022-02-15,S005,P0010,Groceries,North,102,94,126,112.59,72.7,0.0,Sunny,0,68.24,Autumn,194,53.39,19.310000000000002,0.2656121045392022,0.827537635355225,0.912621359223301,4.460000000000008,72.7,6833.8,0.7652631578947369,8,1.883495145631068,1,2,0
2022-02-15,S005,P0011,Electronics,East,480,101,54,114.47,56.44,0.1,Cloudy,0,53.58,Summer,268,34.75,21.689999999999998,0.3843019135364989,0.8746860656447563,0.20997920997921,2.8599999999999994,50.796,5130.396,0.5533333333333333,379,0.5571725571725572,1,2,0
2022-02-15,S005,P0012,Clothing,East,104,4,55,0.39,85.54,0.15,Snowy,0,81.81,Winter,254,64.89,20.650000000000006,0.24140752864157125,2.8776978417266186,0.0380952380952381,3.730000000000004,72.709,290.836,17.108,100,2.419047619047619,1,2,0
2022-02-15,S005,P0013,Clothing,West,125,78,114,86.74,41.43,0.2,Sunny,0,39.93,Autumn,248,30.42,11.009999999999998,0.26574945691527874,0.8889901983131981,0.6190476190476191,1.5,33.144,2585.232,0.5244303797468355,47,1.9682539682539681,1,2,0
2022-02-15,S005,P0014,Furniture,East,148,141,104,160.17,67.59,0.0,Snowy,1,64.08,Winter,229,37.36,30.230000000000004,0.4472555111702915,0.8748526400694919,0.9463087248322147,3.510000000000005,67.59,9530.19,0.47598591549295777,7,1.5369127516778522,1,2,0
2022-02-15,S005,P0015,Toys,North,193,143,106,134.53,85.31,0.2,Sunny,0,83.72,Summer,220,57.43,27.880000000000003,0.32680811159301376,1.0551169482771343,0.7371134020618557,1.5900000000000034,68.248,9759.464,0.5924305555555556,50,1.134020618556701,1,2,0
2022-02-15,S005,P0016,Toys,East,413,382,33,372.73,49.03,0.1,Sunny,1,45.22,Summer,434,33.84,15.189999999999998,0.30981032021211496,1.0221282744227116,0.9227053140096618,3.8100000000000023,44.127,16856.514,0.12801566579634466,31,1.0483091787439613,1,2,0
2022-02-15,S005,P0017,Electronics,West,445,309,123,328.22,10.99,0.1,Snowy,0,13.37,Summer,442,7.47,3.5200000000000005,0.32029117379435856,0.9385821031529068,0.6928251121076233,-2.379999999999999,9.891,3056.319,0.03545161290322581,136,0.9910313901345291,1,2,0
