date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday/promotion,competitor_pricing,seasonality,visitors,cost
2022-08-12,S004,P0016,Clothing,North,65,49,137,66.87,68.54,1,Rainy,0,71.54,Spring,307,39.8
2022-08-12,S004,P0017,Clothing,South,297,17,134,31.73,38.14,1,Snowy,1,34.23,Summer,128,28.56
2022-08-12,S004,P0018,Clothing,South,258,56,140,74.37,85.94,1,Snowy,1,89.13,Autumn,193,45.22
2022-08-12,S004,P0019,Groceries,West,225,12,187,2.91,42.02,1,Cloudy,0,40.33,Summer,213,27.91
2022-08-12,S004,P0020,Groceries,South,75,38,81,34.14,41.64,1,Rainy,1,40.89,Spring,218,26.46
2022-08-12,S005,P0001,Electronics,South,283,204,152,205.76,62.24,1,Cloudy,1,60.31,Summer,362,34.26
2022-08-12,S005,P0002,Furniture,North,470,375,59,378.01,27.24,1,Sunny,0,30.77,Summer,623,17.51
2022-08-12,S005,P0003,Electronics,South,370,117,131,124.58,47.82,1,Snowy,0,43.4,Autumn,255,30.55
2022-08-12,S005,P0004,Groceries,West,189,82,25,87.33,60.12,1,Rainy,1,57.72,Autumn,379,37.72
2022-08-12,S005,P0005,Toys,North,409,280,84,287.32,82.91,1,Rainy,1,79.93,Winter,396,46.55
2022-08-12,S005,P0006,Toys,West,234,97,41,103.41,15.25,1,Sunny,1,14.52,Summer,225,8.95
2022-08-12,S005,P0007,Furniture,North,397,208,39,218.51,41.45,0,Cloudy,0,45.22,Autumn,478,28.15
2022-08-12,S005,P0008,Electronics,South,258,59,198,49.54,25.28,1,Snowy,0,28.48,Autumn,286,14.29
2022-08-12,S005,P0009,Clothing,South,440,212,199,211.75,38.16,1,Snowy,1,41.5,Summer,290,21.54
2022-08-12,S005,P0010,Electronics,East,162,140,87,157.71,82.26,1,Cloudy,0,78.86,Autumn,263,49.66
2022-08-12,S005,P0011,Groceries,West,306,76,125,91.24,98.76,1,Rainy,1,97.92,Summer,157,63.83
2022-08-12,S005,P0012,Toys,North,206,95,23,109.03,18.17,1,Rainy,1,21.47,Winter,231,11.98
2022-08-12,S005,P0013,Toys,North,454,293,94,293.48,85.97,1,Sunny,0,85.2,Spring,381,45.82
2022-08-12,S005,P0014,Electronics,West,130,6,186,-3.17,22.99,1,Snowy,0,18.44,Spring,192,14.41
2022-08-12,S005,P0015,Furniture,East,451,203,97,217.05,22.63,0,Cloudy,1,19.42,Summer,353,14.84
2022-08-12,S005,P0016,Furniture,East,467,44,88,57.91,35.53,1,Snowy,1,37.0,Autumn,337,23.54
2022-08-12,S005,P0017,Electronics,East,240,134,117,150.22,82.06,1,Rainy,0,77.17,Summer,415,47.16
2022-08-12,S005,P0018,Groceries,North,128,112,54,109.55,45.5,1,Snowy,1,48.17,Spring,303,32.45
2022-08-12,S005,P0019,Groceries,South,393,132,156,123.39,46.69,0,Rainy,1,50.95,Spring,249,29.84
2022-08-12,S005,P0020,Clothing,West,460,445,57,440.81,75.49,0,Snowy,0,74.64,Spring,686,49.49
2022-08-13,S001,P0001,Clothing,West,77,71,190,85.88,57.41,1,Cloudy,1,60.47,Summer,268,36.83
2022-08-13,S001,P0002,Electronics,East,499,363,34,362.68,20.03,1,Snowy,1,19.92,Spring,440,13.8
2022-08-13,S001,P0003,Groceries,East,405,282,177,285.62,14.92,1,Sunny,1,16.27,Summer,345,7.91
2022-08-13,S001,P0004,Electronics,West,265,244,153,247.67,41.27,1,Rainy,0,40.84,Winter,465,23.94
2022-08-13,S001,P0005,Furniture,South,229,4,46,-4.63,64.35,1,Sunny,0,66.14,Spring,279,37.02
2022-08-13,S001,P0006,Groceries,North,387,83,48,101.69,95.07,1,Snowy,0,96.23,Winter,209,68.63
2022-08-13,S001,P0007,Clothing,West,294,94,25,92.31,81.73,1,Sunny,0,84.78,Summer,366,49.85
2022-08-13,S001,P0008,Furniture,East,92,35,128,25.43,73.36,1,Sunny,1,77.28,Winter,309,38.45
2022-08-13,S001,P0009,Electronics,East,137,20,121,25.16,92.72,1,Rainy,1,88.56,Summer,185,63.28
2022-08-13,S001,P0010,Electronics,North,365,226,23,218.02,29.28,1,Snowy,1,28.41,Autumn,442,19.56
2022-08-13,S001,P0011,Furniture,North,174,144,143,140.25,30.13,1,Rainy,1,32.38,Winter,221,22.42
2022-08-13,S001,P0012,Clothing,East,421,289,164,299.57,86.59,0,Rainy,1,91.05,Winter,530,46.1
2022-08-13,S001,P0013,Electronics,South,131,73,44,71.94,27.43,0,Snowy,1,27.87,Spring,211,14.65
2022-08-13,S001,P0014,Clothing,West,232,163,133,154.75,80.86,1,Rainy,1,81.19,Winter,244,50.17
2022-08-13,S001,P0015,Groceries,East,435,432,183,448.19,86.35,1,Snowy,0,89.59,Autumn,618,61.08
2022-08-13,S001,P0016,Toys,East,360,40,61,35.56,13.93,1,Snowy,0,12.87,Summer,245,9.4
2022-08-13,S001,P0017,Toys,West,360,117,142,127.26,93.21,1,Rainy,1,89.85,Spring,416,63.69
2022-08-13,S001,P0018,Toys,East,95,34,149,31.45,38.87,1,Cloudy,1,41.58,Winter,178,22.03
2022-08-13,S001,P0019,Clothing,East,418,312,60,315.29,49.08,1,Cloudy,0,53.66,Autumn,378,31.93
2022-08-13,S001,P0020,Furniture,West,345,40,197,53.92,64.56,1,Sunny,1,65.43,Summer,206,45.01
2022-08-13,S002,P0001,Electronics,East,67,47,38,38.37,12.18,0,Sunny,1,12.31,Autumn,311,8.81
2022-08-13,S002,P0002,Electronics,West,271,137,109,133.26,66.35,1,Rainy,1,68.84,Autumn,263,50.76
2022-08-13,S002,P0003,Electronics,East,258,217,168,230.54,24.53,1,Rainy,1,28.45,Autumn,321,16.49
2022-08-13,S002,P0004,Groceries,South,253,246,130,238.07,95.06,1,Rainy,1,97.84,Winter,305,61.66
2022-08-13,S002,P0005,Groceries,North,196,52,82,42.61,14.32,0,Rainy,0,15.6,Autumn,181,10.75
2022-08-13,S002,P0006,Electronics,East,103,85,193,97.21,51.38,1,Cloudy,0,48.99,Winter,268,36.77
2022-08-13,S002,P0007,Clothing,South,358,316,123,308.57,13.02,1,Sunny,1,16.41,Autumn,541,8.36
2022-08-13,S002,P0008,Furniture,North,457,89,162,95.66,55.07,1,Sunny,1,54.96,Spring,341,31.85
2022-08-13,S002,P0009,Toys,West,305,174,147,182.31,78.34,1,Cloudy,0,74.91,Autumn,473,40.47
2022-08-13,S002,P0010,Electronics,North,63,55,166,63.78,17.88,1,Snowy,1,17.83,Autumn,220,9.18
2022-08-13,S002,P0011,Furniture,North,490,437,68,439.02,48.48,1,Sunny,1,50.95,Summer,681,28.7
2022-08-13,S002,P0012,Furniture,East,394,143,107,144.36,73.73,1,Sunny,1,69.5,Summer,412,55.67
2022-08-13,S002,P0013,Clothing,North,194,122,172,118.39,82.25,1,Snowy,1,81.74,Autumn,340,44.33
2022-08-13,S002,P0014,Furniture,West,298,137,28,151.87,84.21,1,Snowy,0,88.12,Autumn,265,46.09
2022-08-13,S002,P0015,Clothing,South,332,82,152,98.08,45.79,1,Rainy,0,41.17,Spring,191,27.93
2022-08-13,S002,P0016,Toys,West,144,97,168,107.46,26.77,1,Snowy,0,30.25,Winter,351,19.78
2022-08-13,S002,P0017,Furniture,West,251,97,58,87.34,62.81,1,Cloudy,1,58.38,Winter,188,45.9
2022-08-13,S002,P0018,Electronics,North,245,184,196,196.74,44.64,1,Snowy,1,42.11,Summer,349,29.36
2022-08-13,S002,P0019,Electronics,South,261,33,104,31.31,65.13,1,Cloudy,1,64.3,Autumn,330,49.4
2022-08-13,S002,P0020,Groceries,West,251,69,65,74.25,88.3,0,Sunny,0,92.08,Autumn,227,57.01
2022-08-13,S003,P0001,Toys,East,391,340,68,334.34,30.82,1,Cloudy,1,29.82,Winter,598,15.44
2022-08-13,S003,P0002,Furniture,North,308,69,173,82.38,88.26,1,Cloudy,0,92.55,Winter,189,48.8
2022-08-13,S003,P0003,Groceries,South,267,104,160,103.31,17.15,1,Cloudy,1,18.44,Winter,309,8.67
2022-08-13,S003,P0004,Toys,West,148,72,38,74.15,78.77,0,Sunny,1,76.94,Summer,223,42.64
2022-08-13,S003,P0005,Toys,South,371,325,176,335.99,37.36,0,Cloudy,1,32.42,Spring,387,19.33
2022-08-13,S003,P0006,Toys,South,86,24,147,22.37,96.0,0,Rainy,1,94.17,Winter,282,50.47
2022-08-13,S003,P0007,Groceries,West,174,41,186,35.94,34.17,1,Cloudy,1,34.27,Autumn,105,19.27
2022-08-13,S003,P0008,Furniture,East,170,114,52,123.91,25.12,1,Sunny,0,23.36,Spring,199,18.22
2022-08-13,S003,P0009,Toys,West,122,61,34,80.35,16.09,1,Sunny,1,18.95,Summer,330,11.33
2022-08-13,S003,P0010,Groceries,West,406,251,155,257.24,71.21,0,Sunny,0,70.23,Spring,315,43.85
2022-08-13,S003,P0011,Furniture,South,242,41,118,46.29,27.9,0,Cloudy,0,29.85,Spring,328,15.93
2022-08-13,S003,P0012,Toys,West,453,431,193,443.59,35.01,1,Snowy,1,31.44,Summer,597,25.81
2022-08-13,S003,P0013,Furniture,East,310,74,81,73.44,14.15,1,Rainy,1,16.44,Winter,198,7.6
2022-08-13,S003,P0014,Groceries,West,465,303,60,294.61,45.09,1,Sunny,1,49.34,Winter,408,27.97
2022-08-13,S003,P0015,Electronics,East,352,305,48,308.94,17.0,1,Rainy,1,17.03,Winter,449,11.29
2022-08-13,S003,P0016,Furniture,South,91,83,176,89.33,17.75,1,Rainy,1,14.62,Summer,264,10.45
2022-08-13,S003,P0017,Toys,West,306,113,67,130.13,24.26,1,Snowy,1,27.12,Summer,389,12.87
2022-08-13,S003,P0018,Furniture,North,101,88,75,103.8,65.97,1,Snowy,1,66.64,Summer,363,41.78
2022-08-13,S003,P0019,Groceries,North,112,106,115,115.78,83.84,1,Snowy,0,82.15,Autumn,207,55.38
2022-08-13,S003,P0020,Groceries,West,410,86,81,77.73,57.65,1,Cloudy,1,60.58,Winter,354,34.76
2022-08-13,S004,P0001,Toys,North,483,296,30,315.34,59.88,1,Snowy,0,63.25,Spring,483,36.91
2022-08-13,S004,P0002,Groceries,North,273,20,162,14.74,33.58,1,Cloudy,1,37.96,Autumn,291,25.47
2022-08-13,S004,P0003,Clothing,East,450,249,88,253.84,77.82,0,Sunny,1,78.82,Autumn,471,54.31
2022-08-13,S004,P0004,Electronics,South,147,133,104,150.15,68.15,1,Rainy,0,69.02,Autumn,266,52.65
2022-08-13,S004,P0005,Furniture,West,309,17,76,15.99,41.73,0,Sunny,0,36.96,Summer,95,31.87
2022-08-13,S004,P0006,Electronics,West,359,54,40,61.33,76.14,1,Sunny,1,77.8,Winter,353,56.01
2022-08-13,S004,P0007,Groceries,South,437,253,142,243.51,45.57,1,Snowy,1,41.95,Winter,355,35.36
2022-08-13,S004,P0008,Toys,South,285,158,188,148.68,33.58,1,Sunny,0,35.29,Winter,364,18.1
2022-08-13,S004,P0009,Furniture,West,310,0,109,16.07,78.31,0,Snowy,1,74.65,Spring,200,56.85
2022-08-13,S004,P0010,Electronics,North,275,82,126,82.41,71.38,1,Snowy,1,72.75,Winter,316,36.45
2022-08-13,S004,P0011,Toys,South,107,58,159,63.5,13.23,1,Sunny,0,12.14,Winter,285,9.75
2022-08-13,S004,P0012,Groceries,South,412,126,178,128.44,83.92,1,Rainy,0,87.97,Winter,196,63.54
2022-08-13,S004,P0013,Groceries,West,75,61,27,66.88,28.81,0,Cloudy,1,31.45,Winter,222,20.96
2022-08-13,S004,P0014,Toys,South,388,51,96,59.82,67.45,0,Snowy,0,72.36,Autumn,271,51.71
2022-08-13,S004,P0015,Clothing,West,119,64,80,82.01,28.24,1,Sunny,1,27.49,Spring,251,17.64
2022-08-13,S004,P0016,Electronics,West,451,153,50,166.14,69.38,1,Snowy,1,71.27,Autumn,435,50.45
2022-08-13,S004,P0017,Furniture,West,327,139,94,157.31,52.25,1,Cloudy,0,49.31,Spring,264,31.68
2022-08-13,S004,P0018,Clothing,South,221,48,78,38.8,97.24,1,Cloudy,1,102.19,Winter,127,53.15
2022-08-13,S004,P0019,Toys,North,393,76,154,77.62,52.94,1,Cloudy,0,53.93,Winter,250,31.7
2022-08-13,S004,P0020,Toys,West,90,49,62,52.3,54.68,1,Rainy,1,58.62,Winter,149,30.86
2022-08-13,S005,P0001,Electronics,West,453,59,27,55.9,90.47,1,Snowy,1,95.16,Winter,269,59.78
2022-08-13,S005,P0002,Toys,East,95,22,177,30.45,89.69,0,Cloudy,1,91.35,Summer,217,50.52
2022-08-13,S005,P0003,Furniture,West,465,276,198,272.76,38.98,1,Rainy,1,36.34,Winter,403,30.7
2022-08-13,S005,P0004,Toys,West,312,90,59,93.16,29.95,1,Cloudy,0,33.36,Autumn,161,19.98
2022-08-13,S005,P0005,Clothing,North,481,175,182,176.01,82.04,1,Cloudy,1,85.35,Summer,288,41.29
2022-08-13,S005,P0006,Furniture,West,458,325,61,330.37,80.82,1,Snowy,0,81.48,Winter,395,61.34
2022-08-13,S005,P0007,Clothing,West,123,59,194,54.27,30.59,1,Sunny,0,28.35,Autumn,237,21.67
2022-08-13,S005,P0008,Furniture,North,102,33,107,37.65,64.48,1,Cloudy,0,63.45,Spring,323,40.36
2022-08-13,S005,P0009,Toys,West,463,109,136,121.45,85.19,1,Cloudy,1,85.55,Summer,265,48.37
2022-08-13,S005,P0010,Clothing,East,400,340,64,359.85,15.87,1,Rainy,0,18.58,Autumn,505,11.0
2022-08-13,S005,P0011,Furniture,East,107,52,66,52.52,27.45,1,Snowy,0,28.76,Spring,225,16.95
2022-08-13,S005,P0012,Toys,South,207,97,85,101.92,22.83,1,Sunny,1,18.21,Summer,289,12.9
2022-08-13,S005,P0013,Clothing,North,218,47,183,46.01,84.69,1,Sunny,1,83.94,Autumn,132,56.04
2022-08-13,S005,P0014,Furniture,West,313,174,190,172.66,40.88,0,Snowy,0,42.08,Winter,270,22.59
2022-08-13,S005,P0015,Furniture,North,374,130,44,142.11,83.04,0,Rainy,0,79.55,Summer,361,43.51
2022-08-13,S005,P0016,Toys,North,84,50,31,65.34,10.17,1,Sunny,0,14.48,Autumn,313,6.89
2022-08-13,S005,P0017,Furniture,West,366,289,141,301.04,17.53,1,Rainy,1,13.6,Autumn,370,9.87
2022-08-13,S005,P0018,Electronics,North,91,89,62,87.28,95.02,1,Snowy,1,98.47,Summer,324,53.56
2022-08-13,S005,P0019,Clothing,North,409,124,135,141.12,71.63,1,Snowy,1,68.24,Winter,347,51.39
2022-08-13,S005,P0020,Furniture,South,448,225,117,235.03,64.72,0,Rainy,0,64.53,Spring,328,50.62
2022-08-14,S001,P0001,Electronics,South,492,344,79,359.21,79.74,1,Rainy,0,78.1,Winter,554,47.24
2022-08-14,S001,P0002,Clothing,West,236,73,34,82.55,90.04,1,Sunny,0,85.56,Summer,372,47.94
2022-08-14,S001,P0003,Toys,North,303,145,28,136.4,41.64,0,Sunny,1,42.83,Summer,427,25.88
2022-08-14,S001,P0004,Furniture,North,131,20,51,20.26,59.08,0,Cloudy,0,55.61,Summer,236,34.55
2022-08-14,S001,P0005,Furniture,North,338,189,46,186.47,67.88,1,Rainy,1,71.59,Autumn,261,40.62
2022-08-14,S001,P0006,Clothing,East,228,85,96,90.2,58.28,1,Sunny,0,56.97,Spring,305,45.17
2022-08-14,S001,P0007,Toys,East,301,261,78,275.0,32.85,0,Snowy,0,35.31,Autumn,493,21.11
2022-08-14,S001,P0008,Groceries,South,158,26,60,29.23,65.44,1,Snowy,1,65.72,Summer,77,37.48
2022-08-14,S001,P0009,Clothing,North,270,10,97,17.88,54.82,1,Cloudy,1,51.76,Spring,253,40.16
2022-08-14,S001,P0010,Furniture,North,377,334,104,348.31,49.59,1,Sunny,1,50.08,Autumn,549,34.59
2022-08-14,S001,P0011,Furniture,South,249,147,95,155.09,69.28,1,Cloudy,0,71.95,Winter,443,46.5
2022-08-14,S001,P0012,Electronics,East,298,238,82,229.75,11.7,1,Sunny,1,9.9,Winter,530,6.74
2022-08-14,S001,P0013,Toys,West,388,302,131,295.81,90.26,1,Rainy,0,93.43,Autumn,508,58.44
2022-08-14,S001,P0014,Furniture,West,259,37,146,43.78,83.39,1,Snowy,0,79.52,Autumn,330,65.52
2022-08-14,S001,P0015,Clothing,North,107,59,43,53.62,85.8,1,Snowy,1,84.0,Summer,218,65.4
2022-08-14,S001,P0016,Furniture,North,498,256,138,270.09,91.93,1,Cloudy,0,90.2,Winter,429,47.82
2022-08-14,S001,P0017,Groceries,West,385,70,121,88.2,46.3,1,Sunny,0,47.59,Autumn,186,26.65
2022-08-14,S001,P0018,Clothing,West,188,167,69,184.72,20.58,1,Cloudy,1,25.28,Spring,447,13.85
2022-08-14,S001,P0019,Groceries,North,214,123,46,124.15,38.59,1,Cloudy,0,41.32,Autumn,243,20.2
2022-08-14,S001,P0020,Toys,East,168,103,160,102.46,54.08,1,Snowy,1,50.47,Spring,316,37.52
2022-08-14,S002,P0001,Toys,North,376,273,29,282.37,17.76,1,Cloudy,0,16.72,Summer,351,12.47
2022-08-14,S002,P0002,Electronics,South,368,246,172,265.69,51.71,1,Cloudy,1,48.71,Autumn,414,31.89
2022-08-14,S002,P0003,Furniture,South,369,361,129,355.12,79.48,1,Sunny,0,77.29,Spring,575,42.86
2022-08-14,S002,P0004,Groceries,South,150,128,187,143.23,84.86,0,Snowy,1,81.91,Autumn,290,43.49
2022-08-14,S002,P0005,Furniture,South,264,118,37,119.01,17.64,1,Rainy,1,20.06,Summer,417,10.51
2022-08-14,S002,P0006,Toys,East,500,40,105,50.77,72.56,1,Cloudy,0,69.19,Winter,317,49.32
2022-08-14,S002,P0007,Electronics,East,462,90,113,98.27,57.0,1,Rainy,0,58.3,Autumn,354,37.27
2022-08-14,S002,P0008,Furniture,North,109,97,188,102.0,70.76,1,Rainy,1,70.27,Winter,191,47.43
2022-08-14,S002,P0009,Toys,South,367,39,175,39.33,19.75,1,Snowy,0,21.02,Winter,104,12.51
2022-08-14,S002,P0010,Clothing,East,336,47,144,64.13,79.08,1,Snowy,0,82.12,Summer,336,43.33
2022-08-14,S002,P0011,Toys,North,196,119,199,133.33,43.3,1,Rainy,0,47.49,Spring,199,24.17
2022-08-14,S002,P0012,Furniture,West,406,317,97,320.57,98.82,1,Rainy,0,101.0,Autumn,528,76.01
2022-08-14,S002,P0013,Clothing,North,87,59,33,76.31,59.9,0,Cloudy,1,62.61,Spring,158,42.5
2022-08-14,S002,P0014,Furniture,South,165,141,29,158.37,19.49,1,Snowy,1,15.89,Spring,383,13.93
2022-08-14,S002,P0015,Toys,East,170,157,94,150.16,45.21,1,Cloudy,0,43.05,Winter,416,28.71
2022-08-14,S002,P0016,Groceries,South,140,121,176,111.18,61.39,1,Sunny,0,62.67,Summer,292,32.39
2022-08-14,S002,P0017,Toys,North,178,146,135,139.82,85.82,0,Rainy,0,83.72,Summer,385,59.18
2022-08-14,S002,P0018,Furniture,North,245,176,170,166.14,27.72,1,Cloudy,0,23.02,Spring,457,20.13
2022-08-14,S002,P0019,Electronics,South,63,18,89,34.4,56.56,1,Rainy,1,54.08,Spring,238,38.09
2022-08-14,S002,P0020,Groceries,South,75,6,140,19.7,56.48,0,Cloudy,0,55.82,Autumn,239,44.26
2022-08-14,S003,P0001,Groceries,West,445,104,105,116.29,85.64,1,Sunny,0,82.87,Winter,401,55.83
2022-08-14,S003,P0002,Groceries,North,168,3,175,20.85,85.87,1,Snowy,0,90.46,Spring,67,54.32
2022-08-14,S003,P0003,Electronics,South,426,20,25,31.85,64.32,0,Snowy,1,63.46,Summer,245,49.54
2022-08-14,S003,P0004,Clothing,North,470,430,106,431.28,99.72,0,Rainy,1,103.7,Spring,528,51.68
2022-08-14,S003,P0005,Electronics,East,415,257,32,273.49,50.82,1,Sunny,0,50.15,Summer,515,29.68
2022-08-14,S003,P0006,Furniture,South,261,136,130,154.04,84.71,0,Cloudy,0,79.86,Summer,357,66.76
2022-08-14,S003,P0007,Furniture,North,317,137,56,142.57,70.61,1,Rainy,0,74.04,Autumn,196,48.09
2022-08-14,S003,P0008,Clothing,East,129,79,134,87.49,34.29,0,Snowy,0,35.28,Winter,148,18.45
2022-08-14,S003,P0009,Groceries,South,445,121,185,115.05,20.11,1,Rainy,0,24.74,Winter,240,10.66
2022-08-14,S003,P0010,Toys,North,76,28,48,35.53,71.53,1,Snowy,1,69.09,Winter,85,53.79
2022-08-14,S003,P0011,Clothing,North,238,69,38,82.08,84.89,1,Snowy,0,81.07,Summer,291,55.08
2022-08-14,S003,P0012,Clothing,South,97,82,55,91.19,54.87,1,Sunny,0,58.77,Autumn,165,35.41
2022-08-14,S003,P0013,Clothing,East,291,76,122,73.84,22.97,1,Sunny,0,24.69,Summer,349,18.25
2022-08-14,S003,P0014,Furniture,North,186,0,72,-2.8,36.2,1,Sunny,0,33.85,Autumn,228,19.97
2022-08-14,S003,P0015,Furniture,East,83,78,161,90.57,82.22,1,Rainy,0,82.8,Spring,373,51.87
2022-08-14,S003,P0016,Toys,East,126,80,43,70.22,73.58,1,Cloudy,0,69.38,Spring,363,54.88
2022-08-14,S003,P0017,Toys,South,317,289,128,292.32,14.05,1,Cloudy,0,10.45,Spring,342,10.9
2022-08-14,S003,P0018,Toys,East,201,68,47,64.62,65.32,1,Rainy,0,65.13,Summer,225,39.1
2022-08-14,S003,P0019,Clothing,East,171,18,180,26.01,17.93,1,Sunny,1,16.38,Summer,309,13.61
2022-08-14,S003,P0020,Groceries,North,104,50,158,54.0,39.94,1,Rainy,1,36.56,Summer,266,22.53
2022-08-14,S004,P0001,Groceries,West,258,137,115,130.64,45.26,1,Rainy,1,48.13,Summer,398,23.01
2022-08-14,S004,P0002,Toys,East,455,266,25,284.11,85.51,0,Sunny,0,86.65,Winter,339,45.24
2022-08-14,S004,P0003,Clothing,North,414,72,60,76.92,83.06,1,Sunny,1,80.91,Summer,337,49.84
2022-08-14,S004,P0004,Groceries,West,215,43,131,50.27,88.19,0,Snowy,1,88.29,Autumn,147,51.56
2022-08-14,S004,P0005,Toys,East,489,294,142,297.79,97.9,0,Sunny,0,95.47,Spring,369,63.07
2022-08-14,S004,P0006,Clothing,West,280,24,195,26.57,94.43,1,Sunny,1,94.8,Summer,98,68.57
2022-08-14,S004,P0007,Toys,West,295,7,73,16.25,45.06,1,Sunny,1,48.99,Spring,92,29.34
2022-08-14,S004,P0008,Furniture,South,457,222,98,237.94,59.36,0,Rainy,1,57.7,Autumn,342,41.56
2022-08-14,S004,P0009,Furniture,South,178,93,114,104.0,78.9,1,Rainy,0,80.1,Spring,344,45.41
2022-08-14,S004,P0010,Electronics,East,265,249,140,248.42,32.37,0,Cloudy,0,34.43,Summer,484,19.7
2022-08-14,S004,P0011,Clothing,West,493,421,172,433.16,33.23,1,Rainy,0,36.72,Autumn,709,22.21
2022-08-14,S004,P0012,Electronics,West,109,106,20,108.47,42.05,1,Cloudy,0,43.88,Spring,167,31.47
2022-08-14,S004,P0013,Furniture,North,124,118,200,117.05,91.15,1,Cloudy,0,91.27,Autumn,296,67.2
2022-08-14,S004,P0014,Clothing,North,96,3,103,22.14,95.33,1,Snowy,0,98.3,Winter,168,55.25
2022-08-14,S004,P0015,Electronics,East,251,0,57,9.33,41.66,0,Cloudy,0,39.9,Spring,227,25.24
2022-08-14,S004,P0016,Groceries,East,163,62,132,60.66,67.32,1,Cloudy,0,63.82,Summer,264,49.72
2022-08-14,S004,P0017,Electronics,South,476,339,41,355.79,59.0,1,Sunny,1,61.57,Winter,596,38.39
2022-08-14,S004,P0018,Electronics,South,61,19,65,30.64,11.08,1,Snowy,0,11.8,Summer,201,7.59
2022-08-14,S004,P0019,Clothing,North,239,49,178,65.38,61.32,1,Snowy,0,63.98,Spring,181,42.89
2022-08-14,S004,P0020,Clothing,West,293,287,122,302.74,46.74,0,Snowy,0,51.1,Spring,532,30.25
2022-08-14,S005,P0001,Electronics,North,175,16,99,17.51,60.24,1,Cloudy,0,57.94,Summer,71,42.58
2022-08-14,S005,P0002,Furniture,South,245,245,21,252.54,61.91,0,Sunny,0,60.79,Summer,320,46.51
2022-08-14,S005,P0003,Furniture,West,153,125,21,134.38,98.62,0,Snowy,1,94.2,Summer,287,63.12
2022-08-14,S005,P0004,Toys,East,350,217,35,211.65,74.08,1,Sunny,1,79.02,Winter,369,52.26
2022-08-14,S005,P0005,Toys,West,478,396,189,399.49,67.02,1,Rainy,1,67.75,Autumn,565,53.55
2022-08-14,S005,P0006,Toys,West,110,23,180,41.03,55.71,1,Snowy,1,53.55,Autumn,255,36.12
2022-08-14,S005,P0007,Toys,East,383,61,200,53.14,33.38,1,Sunny,1,30.97,Autumn,277,20.16
2022-08-14,S005,P0008,Electronics,West,276,33,151,49.67,16.94,0,Rainy,0,20.81,Summer,91,11.31
2022-08-14,S005,P0009,Toys,South,330,44,34,44.47,51.97,1,Sunny,0,52.22,Summer,138,30.35
2022-08-14,S005,P0010,Clothing,South,412,404,82,416.01,74.87,1,Rainy,0,76.35,Winter,697,46.29
2022-08-14,S005,P0011,Groceries,South,487,143,74,161.09,29.61,1,Snowy,1,25.61,Winter,206,21.47
2022-08-14,S005,P0012,Electronics,North,433,364,115,361.18,51.06,1,Sunny,1,53.41,Summer,525,29.66
2022-08-14,S005,P0013,Groceries,West,380,354,62,365.41,10.97,1,Sunny,1,14.6,Autumn,458,7.21
2022-08-14,S005,P0014,Toys,South,255,52,77,62.27,72.07,1,Cloudy,1,76.83,Winter,238,56.5
2022-08-14,S005,P0015,Toys,South,417,238,138,236.58,53.92,1,Cloudy,0,53.18,Spring,302,36.99
2022-08-14,S005,P0016,Electronics,South,69,60,48,59.14,79.26,1,Rainy,0,84.06,Autumn,146,59.39
2022-08-14,S005,P0017,Electronics,East,85,76,112,82.23,22.12,0,Sunny,1,25.49,Spring,303,13.1
2022-08-14,S005,P0018,Toys,South,224,207,158,217.48,10.86,1,Cloudy,1,9.21,Autumn,383,8.27
2022-08-14,S005,P0019,Furniture,North,260,239,48,235.02,67.12,1,Sunny,0,63.0,Autumn,405,44.99
2022-08-14,S005,P0020,Furniture,North,406,91,35,87.37,61.3,1,Snowy,1,60.25,Spring,224,38.84
2022-08-15,S001,P0001,Groceries,South,187,156,51,150.99,95.07,1,Sunny,0,92.8,Spring,277,54.47
2022-08-15,S001,P0002,Groceries,North,77,23,165,31.44,12.03,1,Snowy,1,8.24,Autumn,168,7.27
2022-08-15,S001,P0003,Groceries,South,273,240,176,258.28,97.92,1,Snowy,1,94.29,Winter,400,50.78
2022-08-15,S001,P0004,Groceries,West,474,370,127,362.47,93.72,0,Snowy,1,91.04,Winter,568,57.53
2022-08-15,S001,P0005,Groceries,West,274,183,101,176.6,88.95,0,Cloudy,0,84.17,Summer,417,47.59
2022-08-15,S001,P0006,Toys,South,310,77,137,68.52,83.86,1,Cloudy,0,81.1,Autumn,231,59.15
2022-08-15,S001,P0007,Electronics,South,454,421,54,415.08,21.44,1,Sunny,1,25.3,Winter,617,11.75
2022-08-15,S001,P0008,Groceries,South,429,308,53,327.25,50.14,0,Snowy,0,51.19,Winter,578,30.83
2022-08-15,S001,P0009,Electronics,East,335,130,175,125.3,25.18,1,Rainy,1,29.92,Autumn,237,13.68
2022-08-15,S001,P0010,Groceries,South,241,8,64,10.66,44.76,1,Rainy,0,42.2,Winter,152,28.04
2022-08-15,S001,P0011,Clothing,North,56,2,196,-6.23,38.44,1,Snowy,0,42.29,Summer,169,20.42
2022-08-15,S001,P0012,Furniture,East,88,45,58,47.81,82.42,1,Sunny,0,83.56,Spring,100,47.68
2022-08-15,S001,P0013,Clothing,West,120,42,92,43.7,82.33,1,Snowy,1,81.42,Winter,95,43.73
