date,store_id,product_id,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,holiday/promotion,competitor_pricing,visitors,cost,category_Electronics,category_Furniture,category_Groceries,category_Toys,region_North,region_South,region_West,weather_condition_Rainy,weather_condition_Snowy,weather_condition_Sunny,seasonality_Spring,seasonality_Summer,seasonality_Winter
2022-08-13,S002,P0020,251,69,65,74.25,88.3,0,0,92.08,227,57.01,0,0,1,0,0,0,1,0,0,1,0,0,0
2022-08-13,S003,P0001,391,340,68,334.34,30.82,10,1,29.82,598,15.44,0,0,0,1,0,0,0,0,0,0,0,0,1
2022-08-13,S003,P0002,308,69,173,82.38,88.26,10,0,92.55,189,48.8,0,1,0,0,1,0,0,0,0,0,0,0,1
2022-08-13,S003,P0003,267,104,160,103.31,17.15,5,1,18.44,309,8.67,0,0,1,0,0,1,0,0,0,0,0,0,1
2022-08-13,S003,P0004,148,72,38,74.15,78.77,0,1,76.94,223,42.64,0,0,0,1,0,0,1,0,0,1,0,1,0
2022-08-13,S003,P0005,371,325,176,335.99,37.36,0,1,32.42,387,19.33,0,0,0,1,0,1,0,0,0,0,1,0,0
2022-08-13,S003,P0006,86,24,147,22.37,96.0,0,1,94.17,282,50.47,0,0,0,1,0,1,0,1,0,0,0,0,1
2022-08-13,S003,P0007,174,41,186,35.94,34.17,20,1,34.27,105,19.27,0,0,1,0,0,0,1,0,0,0,0,0,0
2022-08-13,S003,P0008,170,114,52,123.91,25.12,20,0,23.36,199,18.22,0,1,0,0,0,0,0,0,0,1,1,0,0
2022-08-13,S003,P0009,122,61,34,80.35,16.09,15,1,18.95,330,11.33,0,0,0,1,0,0,1,0,0,1,0,1,0
2022-08-13,S003,P0010,406,251,155,257.24,71.21,0,0,70.23,315,43.85,0,0,1,0,0,0,1,0,0,1,1,0,0
2022-08-13,S003,P0011,242,41,118,46.29,27.9,0,0,29.85,328,15.93,0,1,0,0,0,1,0,0,0,0,1,0,0
2022-08-13,S003,P0012,453,431,193,443.59,35.01,20,1,31.44,597,25.81,0,0,0,1,0,0,1,0,1,0,0,1,0
2022-08-13,S003,P0013,310,74,81,73.44,14.15,15,1,16.44,198,7.6,0,1,0,0,0,0,0,1,0,0,0,0,1
2022-08-13,S003,P0014,465,303,60,294.61,45.09,20,1,49.34,408,27.97,0,0,1,0,0,0,1,0,0,1,0,0,1
2022-08-13,S003,P0015,352,305,48,308.94,17.0,5,1,17.03,449,11.29,1,0,0,0,0,0,0,1,0,0,0,0,1
2022-08-13,S003,P0016,91,83,176,89.33,17.75,5,1,14.62,264,10.45,0,1,0,0,0,1,0,1,0,0,0,1,0
2022-08-13,S003,P0017,306,113,67,130.13,24.26,20,1,27.12,389,12.87,0,0,0,1,0,0,1,0,1,0,0,1,0
2022-08-13,S003,P0018,101,88,75,103.8,65.97,10,1,66.64,363,41.78,0,1,0,0,1,0,0,0,1,0,0,1,0
2022-08-13,S003,P0019,112,106,115,115.78,83.84,5,0,82.15,207,55.38,0,0,1,0,1,0,0,0,1,0,0,0,0
2022-08-13,S003,P0020,410,86,81,77.73,57.65,5,1,60.58,354,34.76,0,0,1,0,0,0,1,0,0,0,0,0,1
2022-08-13,S004,P0001,483,296,30,315.34,59.88,20,0,63.25,483,36.91,0,0,0,1,1,0,0,0,1,0,1,0,0
2022-08-13,S004,P0002,273,20,162,14.74,33.58,20,1,37.96,291,25.47,0,0,1,0,1,0,0,0,0,0,0,0,0
2022-08-13,S004,P0003,450,249,88,253.84,77.82,0,1,78.82,471,54.31,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-08-13,S004,P0004,147,133,104,150.15,68.15,15,0,69.02,266,52.65,1,0,0,0,0,1,0,1,0,0,0,0,0
2022-08-13,S004,P0005,309,17,76,15.99,41.73,0,0,36.96,95,31.87,0,1,0,0,0,0,1,0,0,1,0,1,0
2022-08-13,S004,P0006,359,54,40,61.33,76.14,5,1,77.8,353,56.01,1,0,0,0,0,0,1,0,0,1,0,0,1
2022-08-13,S004,P0007,437,253,142,243.51,45.57,20,1,41.95,355,35.36,0,0,1,0,0,1,0,0,1,0,0,0,1
2022-08-13,S004,P0008,285,158,188,148.68,33.58,10,0,35.29,364,18.1,0,0,0,1,0,1,0,0,0,1,0,0,1
2022-08-13,S004,P0009,310,0,109,16.07,78.31,0,1,74.65,200,56.85,0,1,0,0,0,0,1,0,1,0,1,0,0
2022-08-13,S004,P0010,275,82,126,82.41,71.38,20,1,72.75,316,36.45,1,0,0,0,1,0,0,0,1,0,0,0,1
2022-08-13,S004,P0011,107,58,159,63.5,13.23,20,0,12.14,285,9.75,0,0,0,1,0,1,0,0,0,1,0,0,1
2022-08-13,S004,P0012,412,126,178,128.44,83.92,10,0,87.97,196,63.54,0,0,1,0,0,1,0,1,0,0,0,0,1
2022-08-13,S004,P0013,75,61,27,66.88,28.81,0,1,31.45,222,20.96,0,0,1,0,0,0,1,0,0,0,0,0,1
2022-08-13,S004,P0014,388,51,96,59.82,67.45,0,0,72.36,271,51.71,0,0,0,1,0,1,0,0,1,0,0,0,0
2022-08-13,S004,P0015,119,64,80,82.01,28.24,5,1,27.49,251,17.64,0,0,0,0,0,0,1,0,0,1,1,0,0
2022-08-13,S004,P0016,451,153,50,166.14,69.38,15,1,71.27,435,50.45,1,0,0,0,0,0,1,0,1,0,0,0,0
2022-08-13,S004,P0017,327,139,94,157.31,52.25,10,0,49.31,264,31.68,0,1,0,0,0,0,1,0,0,0,1,0,0
2022-08-13,S004,P0018,221,48,78,38.8,97.24,20,1,102.19,127,53.15,0,0,0,0,0,1,0,0,0,0,0,0,1
2022-08-13,S004,P0019,393,76,154,77.62,52.94,15,0,53.93,250,31.7,0,0,0,1,1,0,0,0,0,0,0,0,1
2022-08-13,S004,P0020,90,49,62,52.3,54.68,20,1,58.62,149,30.86,0,0,0,1,0,0,1,1,0,0,0,0,1
2022-08-13,S005,P0001,453,59,27,55.9,90.47,10,1,95.16,269,59.78,1,0,0,0,0,0,1,0,1,0,0,0,1
2022-08-13,S005,P0002,95,22,177,30.45,89.69,0,1,91.35,217,50.52,0,0,0,1,0,0,0,0,0,0,0,1,0
2022-08-13,S005,P0003,465,276,198,272.76,38.98,10,1,36.34,403,30.7,0,1,0,0,0,0,1,1,0,0,0,0,1
2022-08-13,S005,P0004,312,90,59,93.16,29.95,20,0,33.36,161,19.98,0,0,0,1,0,0,1,0,0,0,0,0,0
2022-08-13,S005,P0005,481,175,182,176.01,82.04,15,1,85.35,288,41.29,0,0,0,0,1,0,0,0,0,0,0,1,0
2022-08-13,S005,P0006,458,325,61,330.37,80.82,5,0,81.48,395,61.34,0,1,0,0,0,0,1,0,1,0,0,0,1
2022-08-13,S005,P0007,123,59,194,54.27,30.59,5,0,28.35,237,21.67,0,0,0,0,0,0,1,0,0,1,0,0,0
2022-08-13,S005,P0008,102,33,107,37.65,64.48,15,0,63.45,323,40.36,0,1,0,0,1,0,0,0,0,0,1,0,0
2022-08-13,S005,P0009,463,109,136,121.45,85.19,20,1,85.55,265,48.37,0,0,0,1,0,0,1,0,0,0,0,1,0
2022-08-13,S005,P0010,400,340,64,359.85,15.87,5,0,18.58,505,11.0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-08-13,S005,P0011,107,52,66,52.52,27.45,20,0,28.76,225,16.95,0,1,0,0,0,0,0,0,1,0,1,0,0
2022-08-13,S005,P0012,207,97,85,101.92,22.83,15,1,18.21,289,12.9,0,0,0,1,0,1,0,0,0,1,0,1,0
2022-08-13,S005,P0013,218,47,183,46.01,84.69,15,1,83.94,132,56.04,0,0,0,0,1,0,0,0,0,1,0,0,0
2022-08-13,S005,P0014,313,174,190,172.66,40.88,0,0,42.08,270,22.59,0,1,0,0,0,0,1,0,1,0,0,0,1
2022-08-13,S005,P0015,374,130,44,142.11,83.04,0,0,79.55,361,43.51,0,1,0,0,1,0,0,1,0,0,0,1,0
2022-08-13,S005,P0016,84,50,31,65.34,10.17,15,0,14.48,313,6.89,0,0,0,1,1,0,0,0,0,1,0,0,0
2022-08-13,S005,P0017,366,289,141,301.04,17.53,20,1,13.6,370,9.87,0,1,0,0,0,0,1,1,0,0,0,0,0
2022-08-13,S005,P0018,91,89,62,87.28,95.02,10,1,98.47,324,53.56,1,0,0,0,1,0,0,0,1,0,0,1,0
2022-08-13,S005,P0019,409,124,135,141.12,71.63,5,1,68.24,347,51.39,0,0,0,0,1,0,0,0,1,0,0,0,1
2022-08-13,S005,P0020,448,225,117,235.03,64.72,0,0,64.53,328,50.62,0,1,0,0,0,1,0,1,0,0,1,0,0
2022-08-14,S001,P0001,492,344,79,359.21,79.74,20,0,78.1,554,47.24,1,0,0,0,0,1,0,1,0,0,0,0,1
2022-08-14,S001,P0002,236,73,34,82.55,90.04,15,0,85.56,372,47.94,0,0,0,0,0,0,1,0,0,1,0,1,0
2022-08-14,S001,P0003,303,145,28,136.4,41.64,0,1,42.83,427,25.88,0,0,0,1,1,0,0,0,0,1,0,1,0
2022-08-14,S001,P0004,131,20,51,20.26,59.08,0,0,55.61,236,34.55,0,1,0,0,1,0,0,0,0,0,0,1,0
2022-08-14,S001,P0005,338,189,46,186.47,67.88,5,1,71.59,261,40.62,0,1,0,0,1,0,0,1,0,0,0,0,0
2022-08-14,S001,P0006,228,85,96,90.2,58.28,10,0,56.97,305,45.17,0,0,0,0,0,0,0,0,0,1,1,0,0
2022-08-14,S001,P0007,301,261,78,275.0,32.85,0,0,35.31,493,21.11,0,0,0,1,0,0,0,0,1,0,0,0,0
2022-08-14,S001,P0008,158,26,60,29.23,65.44,10,1,65.72,77,37.48,0,0,1,0,0,1,0,0,1,0,0,1,0
2022-08-14,S001,P0009,270,10,97,17.88,54.82,20,1,51.76,253,40.16,0,0,0,0,1,0,0,0,0,0,1,0,0
2022-08-14,S001,P0010,377,334,104,348.31,49.59,15,1,50.08,549,34.59,0,1,0,0,1,0,0,0,0,1,0,0,0
2022-08-14,S001,P0011,249,147,95,155.09,69.28,5,0,71.95,443,46.5,0,1,0,0,0,1,0,0,0,0,0,0,1
2022-08-14,S001,P0012,298,238,82,229.75,11.7,20,1,9.9,530,6.74,1,0,0,0,0,0,0,0,0,1,0,0,1
2022-08-14,S001,P0013,388,302,131,295.81,90.26,5,0,93.43,508,58.44,0,0,0,1,0,0,1,1,0,0,0,0,0
2022-08-14,S001,P0014,259,37,146,43.78,83.39,20,0,79.52,330,65.52,0,1,0,0,0,0,1,0,1,0,0,0,0
2022-08-14,S001,P0015,107,59,43,53.62,85.8,15,1,84.0,218,65.4,0,0,0,0,1,0,0,0,1,0,0,1,0
2022-08-14,S001,P0016,498,256,138,270.09,91.93,5,0,90.2,429,47.82,0,1,0,0,1,0,0,0,0,0,0,0,1
2022-08-14,S001,P0017,385,70,121,88.2,46.3,15,0,47.59,186,26.65,0,0,1,0,0,0,1,0,0,1,0,0,0
2022-08-14,S001,P0018,188,167,69,184.72,20.58,10,1,25.28,447,13.85,0,0,0,0,0,0,1,0,0,0,1,0,0
2022-08-14,S001,P0019,214,123,46,124.15,38.59,20,0,41.32,243,20.2,0,0,1,0,1,0,0,0,0,0,0,0,0
2022-08-14,S001,P0020,168,103,160,102.46,54.08,5,1,50.47,316,37.52,0,0,0,1,0,0,0,0,1,0,1,0,0
2022-08-14,S002,P0001,376,273,29,282.37,17.76,20,0,16.72,351,12.47,0,0,0,1,1,0,0,0,0,0,0,1,0
2022-08-14,S002,P0002,368,246,172,265.69,51.71,5,1,48.71,414,31.89,1,0,0,0,0,1,0,0,0,0,0,0,0
2022-08-14,S002,P0003,369,361,129,355.12,79.48,10,0,77.29,575,42.86,0,1,0,0,0,1,0,0,0,1,1,0,0
2022-08-14,S002,P0004,150,128,187,143.23,84.86,0,1,81.91,290,43.49,0,0,1,0,0,1,0,0,1,0,0,0,0
2022-08-14,S002,P0005,264,118,37,119.01,17.64,15,1,20.06,417,10.51,0,1,0,0,0,1,0,1,0,0,0,1,0
2022-08-14,S002,P0006,500,40,105,50.77,72.56,10,0,69.19,317,49.32,0,0,0,1,0,0,0,0,0,0,0,0,1
2022-08-14,S002,P0007,462,90,113,98.27,57.0,15,0,58.3,354,37.27,1,0,0,0,0,0,0,1,0,0,0,0,0
2022-08-14,S002,P0008,109,97,188,102.0,70.76,5,1,70.27,191,47.43,0,1,0,0,1,0,0,1,0,0,0,0,1
2022-08-14,S002,P0009,367,39,175,39.33,19.75,20,0,21.02,104,12.51,0,0,0,1,0,1,0,0,1,0,0,0,1
2022-08-14,S002,P0010,336,47,144,64.13,79.08,10,0,82.12,336,43.33,0,0,0,0,0,0,0,0,1,0,0,1,0
2022-08-14,S002,P0011,196,119,199,133.33,43.3,10,0,47.49,199,24.17,0,0,0,1,1,0,0,1,0,0,1,0,0
2022-08-14,S002,P0012,406,317,97,320.57,98.82,15,0,101.0,528,76.01,0,1,0,0,0,0,1,1,0,0,0,0,0
2022-08-14,S002,P0013,87,59,33,76.31,59.9,0,1,62.61,158,42.5,0,0,0,0,1,0,0,0,0,0,1,0,0
2022-08-14,S002,P0014,165,141,29,158.37,19.49,10,1,15.89,383,13.93,0,1,0,0,0,1,0,0,1,0,1,0,0
2022-08-14,S002,P0015,170,157,94,150.16,45.21,20,0,43.05,416,28.71,0,0,0,1,0,0,0,0,0,0,0,0,1
2022-08-14,S002,P0016,140,121,176,111.18,61.39,5,0,62.67,292,32.39,0,0,1,0,0,1,0,0,0,1,0,1,0
2022-08-14,S002,P0017,178,146,135,139.82,85.82,0,0,83.72,385,59.18,0,0,0,1,1,0,0,1,0,0,0,1,0
2022-08-14,S002,P0018,245,176,170,166.14,27.72,20,0,23.02,457,20.13,0,1,0,0,1,0,0,0,0,0,1,0,0
2022-08-14,S002,P0019,63,18,89,34.4,56.56,10,1,54.08,238,38.09,1,0,0,0,0,1,0,1,0,0,1,0,0
2022-08-14,S002,P0020,75,6,140,19.7,56.48,0,0,55.82,239,44.26,0,0,1,0,0,1,0,0,0,0,0,0,0
2022-08-14,S003,P0001,445,104,105,116.29,85.64,15,0,82.87,401,55.83,0,0,1,0,0,0,1,0,0,1,0,0,1
2022-08-14,S003,P0002,168,3,175,20.85,85.87,10,0,90.46,67,54.32,0,0,1,0,1,0,0,0,1,0,1,0,0
2022-08-14,S003,P0003,426,20,25,31.85,64.32,0,1,63.46,245,49.54,1,0,0,0,0,1,0,0,1,0,0,1,0
2022-08-14,S003,P0004,470,430,106,431.28,99.72,0,1,103.7,528,51.68,0,0,0,0,1,0,0,1,0,0,1,0,0
2022-08-14,S003,P0005,415,257,32,273.49,50.82,5,0,50.15,515,29.68,1,0,0,0,0,0,0,0,0,1,0,1,0
2022-08-14,S003,P0006,261,136,130,154.04,84.71,0,0,79.86,357,66.76,0,1,0,0,0,1,0,0,0,0,0,1,0
2022-08-14,S003,P0007,317,137,56,142.57,70.61,15,0,74.04,196,48.09,0,1,0,0,1,0,0,1,0,0,0,0,0
2022-08-14,S003,P0008,129,79,134,87.49,34.29,0,0,35.28,148,18.45,0,0,0,0,0,0,0,0,1,0,0,0,1
2022-08-14,S003,P0009,445,121,185,115.05,20.11,5,0,24.74,240,10.66,0,0,1,0,0,1,0,1,0,0,0,0,1
2022-08-14,S003,P0010,76,28,48,35.53,71.53,10,1,69.09,85,53.79,0,0,0,1,1,0,0,0,1,0,0,0,1
2022-08-14,S003,P0011,238,69,38,82.08,84.89,5,0,81.07,291,55.08,0,0,0,0,1,0,0,0,1,0,0,1,0
2022-08-14,S003,P0012,97,82,55,91.19,54.87,20,0,58.77,165,35.41,0,0,0,0,0,1,0,0,0,1,0,0,0
2022-08-14,S003,P0013,291,76,122,73.84,22.97,10,0,24.69,349,18.25,0,0,0,0,0,0,0,0,0,1,0,1,0
2022-08-14,S003,P0014,186,0,72,-2.8,36.2,15,0,33.85,228,19.97,0,1,0,0,1,0,0,0,0,1,0,0,0
2022-08-14,S003,P0015,83,78,161,90.57,82.22,10,0,82.8,373,51.87,0,1,0,0,0,0,0,1,0,0,1,0,0
2022-08-14,S003,P0016,126,80,43,70.22,73.58,10,0,69.38,363,54.88,0,0,0,1,0,0,0,0,0,0,1,0,0
2022-08-14,S003,P0017,317,289,128,292.32,14.05,5,0,10.45,342,10.9,0,0,0,1,0,1,0,0,0,0,1,0,0
2022-08-14,S003,P0018,201,68,47,64.62,65.32,15,0,65.13,225,39.1,0,0,0,1,0,0,0,1,0,0,0,1,0
2022-08-14,S003,P0019,171,18,180,26.01,17.93,15,1,16.38,309,13.61,0,0,0,0,0,0,0,0,0,1,0,1,0
2022-08-14,S003,P0020,104,50,158,54.0,39.94,5,1,36.56,266,22.53,0,0,1,0,1,0,0,1,0,0,0,1,0
2022-08-14,S004,P0001,258,137,115,130.64,45.26,10,1,48.13,398,23.01,0,0,1,0,0,0,1,1,0,0,0,1,0
2022-08-14,S004,P0002,455,266,25,284.11,85.51,0,0,86.65,339,45.24,0,0,0,1,0,0,0,0,0,1,0,0,1
2022-08-14,S004,P0003,414,72,60,76.92,83.06,5,1,80.91,337,49.84,0,0,0,0,1,0,0,0,0,1,0,1,0
2022-08-14,S004,P0004,215,43,131,50.27,88.19,0,1,88.29,147,51.56,0,0,1,0,0,0,1,0,1,0,0,0,0
2022-08-14,S004,P0005,489,294,142,297.79,97.9,0,0,95.47,369,63.07,0,0,0,1,0,0,0,0,0,1,1,0,0
2022-08-14,S004,P0006,280,24,195,26.57,94.43,5,1,94.8,98,68.57,0,0,0,0,0,0,1,0,0,1,0,1,0
2022-08-14,S004,P0007,295,7,73,16.25,45.06,5,1,48.99,92,29.34,0,0,0,1,0,0,1,0,0,1,1,0,0
2022-08-14,S004,P0008,457,222,98,237.94,59.36,0,1,57.7,342,41.56,0,1,0,0,0,1,0,1,0,0,0,0,0
2022-08-14,S004,P0009,178,93,114,104.0,78.9,15,0,80.1,344,45.41,0,1,0,0,0,1,0,1,0,0,1,0,0
2022-08-14,S004,P0010,265,249,140,248.42,32.37,0,0,34.43,484,19.7,1,0,0,0,0,0,0,0,0,0,0,1,0
2022-08-14,S004,P0011,493,421,172,433.16,33.23,15,0,36.72,709,22.21,0,0,0,0,0,0,1,1,0,0,0,0,0
2022-08-14,S004,P0012,109,106,20,108.47,42.05,15,0,43.88,167,31.47,1,0,0,0,0,0,1,0,0,0,1,0,0
2022-08-14,S004,P0013,124,118,200,117.05,91.15,20,0,91.27,296,67.2,0,1,0,0,1,0,0,0,0,0,0,0,0
2022-08-14,S004,P0014,96,3,103,22.14,95.33,5,0,98.3,168,55.25,0,0,0,0,1,0,0,0,1,0,0,0,1
2022-08-14,S004,P0015,251,0,57,9.33,41.66,0,0,39.9,227,25.24,1,0,0,0,0,0,0,0,0,0,1,0,0
2022-08-14,S004,P0016,163,62,132,60.66,67.32,15,0,63.82,264,49.72,0,0,1,0,0,0,0,0,0,0,0,1,0
2022-08-14,S004,P0017,476,339,41,355.79,59.0,15,1,61.57,596,38.39,1,0,0,0,0,1,0,0,0,1,0,0,1
2022-08-14,S004,P0018,61,19,65,30.64,11.08,20,0,11.8,201,7.59,1,0,0,0,0,1,0,0,1,0,0,1,0
2022-08-14,S004,P0019,239,49,178,65.38,61.32,20,0,63.98,181,42.89,0,0,0,0,1,0,0,0,1,0,1,0,0
2022-08-14,S004,P0020,293,287,122,302.74,46.74,0,0,51.1,532,30.25,0,0,0,0,0,0,1,0,1,0,1,0,0
2022-08-14,S005,P0001,175,16,99,17.51,60.24,5,0,57.94,71,42.58,1,0,0,0,1,0,0,0,0,0,0,1,0
2022-08-14,S005,P0002,245,245,21,252.54,61.91,0,0,60.79,320,46.51,0,1,0,0,0,1,0,0,0,1,0,1,0
2022-08-14,S005,P0003,153,125,21,134.38,98.62,0,1,94.2,287,63.12,0,1,0,0,0,0,1,0,1,0,0,1,0
2022-08-14,S005,P0004,350,217,35,211.65,74.08,20,1,79.02,369,52.26,0,0,0,1,0,0,0,0,0,1,0,0,1
2022-08-14,S005,P0005,478,396,189,399.49,67.02,5,1,67.75,565,53.55,0,0,0,1,0,0,1,1,0,0,0,0,0
2022-08-14,S005,P0006,110,23,180,41.03,55.71,5,1,53.55,255,36.12,0,0,0,1,0,0,1,0,1,0,0,0,0
2022-08-14,S005,P0007,383,61,200,53.14,33.38,10,1,30.97,277,20.16,0,0,0,1,0,0,0,0,0,1,0,0,0
2022-08-14,S005,P0008,276,33,151,49.67,16.94,0,0,20.81,91,11.31,1,0,0,0,0,0,1,1,0,0,0,1,0
2022-08-14,S005,P0009,330,44,34,44.47,51.97,5,0,52.22,138,30.35,0,0,0,1,0,1,0,0,0,1,0,1,0
2022-08-14,S005,P0010,412,404,82,416.01,74.87,15,0,76.35,697,46.29,0,0,0,0,0,1,0,1,0,0,0,0,1
2022-08-14,S005,P0011,487,143,74,161.09,29.61,20,1,25.61,206,21.47,0,0,1,0,0,1,0,0,1,0,0,0,1
2022-08-14,S005,P0012,433,364,115,361.18,51.06,15,1,53.41,525,29.66,1,0,0,0,1,0,0,0,0,1,0,1,0
2022-08-14,S005,P0013,380,354,62,365.41,10.97,5,1,14.6,458,7.21,0,0,1,0,0,0,1,0,0,1,0,0,0
2022-08-14,S005,P0014,255,52,77,62.27,72.07,10,1,76.83,238,56.5,0,0,0,1,0,1,0,0,0,0,0,0,1
2022-08-14,S005,P0015,417,238,138,236.58,53.92,20,0,53.18,302,36.99,0,0,0,1,0,1,0,0,0,0,1,0,0
2022-08-14,S005,P0016,69,60,48,59.14,79.26,10,0,84.06,146,59.39,1,0,0,0,0,1,0,1,0,0,0,0,0
2022-08-14,S005,P0017,85,76,112,82.23,22.12,0,1,25.49,303,13.1,1,0,0,0,0,0,0,0,0,1,1,0,0
2022-08-14,S005,P0018,224,207,158,217.48,10.86,10,1,9.21,383,8.27,0,0,0,1,0,1,0,0,0,0,0,0,0
2022-08-14,S005,P0019,260,239,48,235.02,67.12,20,0,63.0,405,44.99,0,1,0,0,1,0,0,0,0,1,0,0,0
2022-08-14,S005,P0020,406,91,35,87.37,61.3,10,1,60.25,224,38.84,0,1,0,0,1,0,0,0,1,0,1,0,0
2022-08-15,S001,P0001,187,156,51,150.99,95.07,10,0,92.8,277,54.47,0,0,1,0,0,1,0,0,0,1,1,0,0
2022-08-15,S001,P0002,77,23,165,31.44,12.03,20,1,8.24,168,7.27,0,0,1,0,1,0,0,0,1,0,0,0,0
2022-08-15,S001,P0003,273,240,176,258.28,97.92,20,1,94.29,400,50.78,0,0,1,0,0,1,0,0,1,0,0,0,1
2022-08-15,S001,P0004,474,370,127,362.47,93.72,0,1,91.04,568,57.53,0,0,1,0,0,0,1,0,1,0,0,0,1
2022-08-15,S001,P0005,274,183,101,176.6,88.95,0,0,84.17,417,47.59,0,0,1,0,0,0,1,0,0,0,0,1,0
2022-08-15,S001,P0006,310,77,137,68.52,83.86,15,0,81.1,231,59.15,0,0,0,1,0,1,0,0,0,0,0,0,0
2022-08-15,S001,P0007,454,421,54,415.08,21.44,10,1,25.3,617,11.75,1,0,0,0,0,1,0,0,0,1,0,0,1
2022-08-15,S001,P0008,429,308,53,327.25,50.14,0,0,51.19,578,30.83,0,0,1,0,0,1,0,0,1,0,0,0,1
2022-08-15,S001,P0009,335,130,175,125.3,25.18,10,1,29.92,237,13.68,1,0,0,0,0,0,0,1,0,0,0,0,0
2022-08-15,S001,P0010,241,8,64,10.66,44.76,15,0,42.2,152,28.04,0,0,1,0,0,1,0,1,0,0,0,0,1
2022-08-15,S001,P0011,56,2,196,-6.23,38.44,20,0,42.29,169,20.42,0,0,0,0,1,0,0,0,1,0,0,1,0
2022-08-15,S001,P0012,88,45,58,47.81,82.42,5,0,83.56,100,47.68,0,1,0,0,0,0,0,0,0,1,1,0,0
2022-08-15,S001,P0013,120,42,92,43.7,82.33,15,1,81.42,95,43.73,0,0,0,0,0,0,1,0,1,0,0,0,1
2022-08-15,S001,P0014,410,201,78,214.03,92.12,0,1,90.63,293,59.72,0,1,0,0,0,1,0,0,0,0,0,0,0
2022-08-15,S001,P0015,94,8,49,20.3,27.41,0,0,23.83,150,16.47,0,0,0,1,0,1,0,1,0,0,1,0,0
2022-08-15,S001,P0016,66,10,49,29.3,71.92,5,0,72.33,101,41.17,0,1,0,0,0,0,1,1,0,0,0,0,0
2022-08-15,S001,P0017,422,19,136,11.81,81.42,20,0,78.34,71,51.46,0,0,0,0,1,0,0,0,1,0,0,1,0
2022-08-15,S001,P0018,452,373,94,389.77,80.84,5,1,83.76,551,47.98,0,0,0,1,0,0,0,0,0,1,1,0,0
2022-08-15,S001,P0019,437,182,32,191.94,11.33,20,1,13.16,467,7.25,0,1,0,0,0,0,0,0,0,0,0,0,1
2022-08-15,S001,P0020,216,127,188,132.3,51.89,0,0,48.41,359,31.88,0,1,0,0,0,0,1,1,0,0,0,1,0
2022-08-15,S002,P0001,150,76,89,70.81,61.59,0,0,56.69,140,45.04,0,1,0,0,1,0,0,1,0,0,0,1,0
2022-08-15,S002,P0002,93,35,31,45.83,15.68,0,1,15.01,131,11.84,1,0,0,0,1,0,0,1,0,0,1,0,0
2022-08-15,S002,P0003,327,217,186,208.67,18.75,10,1,15.72,351,9.79,0,0,0,1,0,0,0,1,0,0,0,0,0
2022-08-15,S002,P0004,453,266,191,259.98,58.02,15,1,62.33,489,38.33,0,0,0,1,0,0,1,0,1,0,0,1,0
2022-08-15,S002,P0005,149,135,39,127.25,14.88,10,0,17.08,242,7.72,0,0,0,1,1,0,0,0,1,0,0,0,1
2022-08-15,S002,P0006,256,123,157,117.17,66.73,0,0,64.87,395,52.36,0,0,0,1,0,0,1,1,0,0,0,1,0
2022-08-15,S002,P0007,371,280,128,277.44,39.41,0,0,41.12,528,23.14,0,0,0,0,0,0,0,0,0,1,0,0,1
2022-08-15,S002,P0008,126,123,25,121.24,19.05,10,1,14.51,381,13.0,1,0,0,0,1,0,0,1,0,0,0,0,0
2022-08-15,S002,P0009,380,174,198,169.69,60.63,10,0,58.26,471,33.68,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-08-15,S002,P0010,285,57,151,53.27,19.56,15,1,15.53,317,11.2,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-08-15,S002,P0011,212,154,145,151.8,51.55,0,0,46.69,242,26.37,0,1,0,0,0,0,1,1,0,0,0,1,0
2022-08-15,S002,P0012,117,21,167,31.25,19.07,15,1,17.06,201,12.64,0,1,0,0,0,1,0,0,0,0,0,0,1
2022-08-15,S002,P0013,228,204,47,202.78,38.33,5,0,35.11,411,20.1,1,0,0,0,0,0,1,0,0,0,0,0,1
2022-08-15,S002,P0014,341,136,84,147.48,16.08,5,1,20.0,220,9.69,0,1,0,0,0,1,0,0,0,0,0,0,0
2022-08-15,S002,P0015,213,91,159,110.53,64.99,20,1,63.63,390,41.38,0,0,0,0,0,1,0,0,0,0,1,0,0
2022-08-15,S002,P0016,153,132,155,133.72,77.48,20,1,76.71,366,56.71,1,0,0,0,0,0,0,0,0,0,0,0,1
2022-08-15,S002,P0017,127,19,186,14.27,34.74,20,0,36.14,225,23.24,0,0,1,0,0,0,1,0,0,0,0,0,1
2022-08-15,S002,P0018,238,201,53,198.39,68.06,5,1,64.32,428,42.31,0,0,0,0,0,0,0,0,1,0,0,1,0
2022-08-15,S002,P0019,398,154,75,153.85,48.21,5,1,43.99,393,34.53,0,0,0,0,0,0,0,0,0,1,1,0,0
2022-08-15,S002,P0020,498,39,30,40.92,48.38,20,0,52.59,140,31.27,0,0,0,1,0,0,0,0,0,1,0,1,0
2022-08-15,S003,P0001,436,343,199,335.49,88.63,20,0,84.18,510,52.08,0,0,0,1,1,0,0,0,0,1,0,1,0
2022-08-15,S003,P0002,384,36,138,30.88,18.12,10,1,17.24,99,12.43,0,0,1,0,1,0,0,1,0,0,0,1,0
