date,store_id,product_id,category,price,cost_price,discounted_price,ml_price,units_sold,static_revenue,ml_revenue,ml_pred_demand,residual
2023-08-27,S005,P0019,4,30.41,21.287,0.0,38.01,87,0.0,3306.87,87.00062,-0.1414947509765625
2023-08-27,S005,P0018,0,16.58,11.606,0.0,20.72,358,0.0,7417.759999999999,355.91684,2.189361572265625
2023-08-27,S005,P0017,3,64.67,45.269,0.0,80.84,41,0.0,3314.44,41.069855,-0.5142326354980469
2023-08-27,S005,P0016,2,58.32,40.824,58.32,72.9,311,18137.52,22671.9,310.7907,0.26715087890625
2023-08-27,S005,P0015,3,42.44,29.708,0.0,53.05,190,0.0,10079.5,189.99171,0.2761688232421875
2023-08-27,S005,P0014,1,97.14,67.998,0.0,121.42,34,0.0,4128.28,33.920185,0.4105873107910156
2023-08-27,S005,P0013,3,58.12,40.684,58.12,72.65,159,9241.08,11551.35,158.26025,0.4798583984375
2023-08-27,S005,P0012,3,32.97,23.079,0.0,41.21,19,0.0,782.99,19.027437,-0.27290916442871094
2023-08-27,S005,P0011,1,20.24,14.168,0.0,25.3,89,0.0,2251.7000000000003,89.223,-0.60992431640625
2023-08-27,S004,P0016,3,59.03,41.321,0.0,73.79,152,0.0,11216.080000000002,151.66623,0.881317138671875
2023-08-27,S005,P0010,3,66.69,46.683,66.69,83.36,142,9469.98,11837.12,141.51033,0.075103759765625
2023-08-27,S005,P0008,0,38.19,26.733,0.0,47.74,115,0.0,5490.1,115.07981,0.650115966796875
2023-08-27,S005,P0006,4,96.24,67.368,0.0,120.3,15,0.0,1804.5,14.86956,0.35802364349365234
2023-08-27,S005,P0005,3,47.33,33.131,0.0,59.16,278,0.0,16446.48,277.34744,0.723663330078125
2023-08-27,S005,P0004,1,36.08,25.256,0.0,45.1,107,0.0,4825.7,106.94899,-0.2547149658203125
2023-08-27,S005,P0003,0,67.01,46.907,0.0,83.76,119,0.0,9967.44,118.47664,0.5357284545898438
2023-08-27,S005,P0002,3,42.13,29.491,0.0,52.66,268,0.0,14112.88,269.28677,-1.115753173828125
2023-08-27,S005,P0001,1,77.31,54.117,77.31,96.64,89,6880.59,8600.960000000001,88.85893,0.214202880859375
2023-08-27,S004,P0020,1,13.2,9.24,0.0,16.5,14,0.0,231.0,14.22517,-0.31664562225341797
2023-08-27,S004,P0019,1,84.53,59.171,0.0,105.66,118,0.0,12467.88,117.94818,-0.2722015380859375
2023-08-27,S004,P0018,4,29.87,20.909,0.0,37.34,173,0.0,6459.820000000001,173.13441,-0.02386474609375
2023-08-27,S005,P0009,0,80.39,56.273,0.0,100.49,23,0.0,2311.27,22.827005,0.2557353973388672
2023-08-27,S005,P0020,2,30.65,21.455,30.65,38.31,72,2206.7999999999997,2758.32,71.40896,0.01726531982421875
2023-08-27,S003,P0011,1,17.22,12.054,0.0,21.52,46,0.0,989.92,46.126347,0.47429656982421875
2023-08-27,S003,P0009,3,36.04,25.228,36.04,45.05,270,9730.8,12163.5,270.63846,-0.4119873046875
2023-08-27,S002,P0002,2,59.35,41.545,0.0,74.19,74,0.0,5490.0599999999995,74.710594,-0.1115570068359375
2023-08-27,S002,P0001,2,23.28,16.296,0.0,29.1,172,0.0,5005.2,171.25641,0.975128173828125
2023-08-27,S001,P0020,3,65.07,45.549,65.07,81.34,199,12948.929999999998,16186.66,199.22983,-0.4828948974609375
2023-08-27,S001,P0019,0,89.17,62.419,0.0,111.46,96,0.0,10700.16,95.72887,-0.47589111328125
2023-08-27,S001,P0018,3,51.45,36.015,0.0,64.31,166,0.0,10675.460000000001,165.90009,0.36260986328125
2023-08-27,S001,P0017,2,78.63,55.041,0.0,98.29,261,0.0,25653.690000000002,261.03622,-0.4344482421875
2023-08-27,S001,P0016,2,11.19,7.833,0.0,13.99,137,0.0,1916.63,135.97458,1.45196533203125
2023-08-27,S001,P0015,3,66.32,46.424,0.0,82.9,152,0.0,12600.800000000001,152.11191,0.038116455078125
2023-08-27,S001,P0014,0,35.4,24.78,0.0,44.25,307,0.0,13584.75,305.90088,1.000640869140625
2023-08-27,S001,P0013,3,68.16,47.712,0.0,85.2,14,0.0,1192.8,13.528063,0.3364124298095703
2023-08-27,S002,P0003,0,17.3,12.11,0.0,21.62,127,0.0,2745.7400000000002,127.58782,-0.4131317138671875
2023-08-27,S001,P0012,1,31.01,21.707,0.0,38.76,25,0.0,969.0,25.453312,-0.5484580993652344
2023-08-27,S001,P0010,2,68.96,48.272,0.0,86.2,463,0.0,39910.6,459.3025,1.128814697265625
2023-08-27,S001,P0009,4,10.97,7.679,0.0,13.71,325,0.0,4455.75,325.56607,0.43878173828125
2023-08-27,S001,P0008,4,52.36,36.652,52.36,65.45,81,4241.16,5301.45,81.14424,-0.7067184448242188
2023-08-27,S001,P0007,2,24.25,16.975,0.0,30.31,127,0.0,3849.37,126.83134,0.12674713134765625
2023-08-27,S001,P0006,4,58.82,41.174,0.0,73.53,0,0.0,0.0,0.1571036,-0.23516926169395447
2023-08-27,S001,P0005,0,39.27,27.489,0.0,49.09,173,0.0,8492.57,172.48431,0.358856201171875
2023-08-27,S001,P0004,0,65.6,45.92,0.0,82.0,80,0.0,6560.0,80.3759,-0.547027587890625
2023-08-27,S001,P0003,1,52.62,36.834,0.0,65.77,233,0.0,15324.41,233.91513,-1.1444091796875
2023-08-27,S001,P0002,2,68.85,48.195,68.85,86.06,120,8262.0,10327.2,120.67089,-1.1625442504882812
2023-08-27,S001,P0001,0,24.38,17.066,24.38,30.48,204,4973.5199999999995,6217.92,203.25162,0.402740478515625
2023-08-27,S001,P0011,3,19.53,13.671,0.0,24.41,5,0.0,122.05,5.064867,-0.15561819076538086
2023-08-27,S002,P0004,1,75.83,53.081,0.0,94.79,86,0.0,8151.9400000000005,85.97027,0.2627410888671875
2023-08-27,S003,P0010,4,39.58,27.706,0.0,49.47,56,0.0,2770.3199999999997,55.859325,-0.34832763671875
2023-08-27,S002,P0006,0,60.84,42.588,60.84,76.05,98,5962.320000000001,7452.9,97.996254,0.375946044921875
2023-08-27,S003,P0008,4,26.03,18.221,0.0,32.54,241,0.0,7842.139999999999,241.91081,-1.12774658203125
2023-08-27,S003,P0007,2,88.12,61.684,88.12,110.15,40,3524.8,4406.0,40.029434,-0.3213539123535156
2023-08-27,S003,P0006,1,34.6,24.22,0.0,43.25,44,0.0,1903.0,44.235077,-0.10405731201171875
2023-08-27,S003,P0005,3,30.26,21.182,0.0,37.83,37,0.0,1399.71,37.053177,0.16486740112304688
2023-08-27,S003,P0004,0,21.96,15.372,0.0,27.45,71,0.0,1948.95,70.963715,0.18134307861328125
2023-08-27,S003,P0003,2,75.31,52.717,0.0,94.14,127,0.0,11955.78,126.92762,-0.01042938232421875
2023-08-27,S002,P0005,0,19.45,13.615,0.0,24.31,132,0.0,3208.9199999999996,131.4501,0.076202392578125
2023-08-27,S003,P0001,0,91.93,64.351,0.0,114.91,385,0.0,44240.35,389.02594,-3.278289794921875
2023-08-27,S002,P0020,4,94.62,66.234,0.0,118.28,40,0.0,4731.2,40.20085,-0.0655975341796875
2023-08-27,S002,P0019,2,44.36,31.052,0.0,55.45,114,0.0,6321.3,113.79806,0.2074432373046875
2023-08-27,S002,P0018,3,78.25,54.775,78.25,97.81,13,1017.25,1271.53,12.652161,0.17919158935546875
2023-08-27,S003,P0002,2,46.83,32.781,46.83,58.54,276,12925.08,16157.039999999999,276.9295,-1.12451171875
2023-08-27,S002,P0016,3,73.71,51.597,0.0,92.14,199,0.0,18335.86,199.44463,-0.3360595703125
2023-08-27,S002,P0015,2,50.98,35.686,50.98,63.72,59,3007.8199999999997,3759.48,58.51926,0.43979644775390625
2023-08-27,S002,P0014,1,68.29,47.803,0.0,85.36,298,0.0,25437.28,298.38022,-0.760894775390625
2023-08-27,S002,P0013,0,95.29,66.703,0.0,119.11,260,0.0,30968.6,259.14667,0.661407470703125
2023-08-27,S002,P0012,0,85.35,59.745,0.0,106.69,260,0.0,27739.399999999998,261.29785,-1.42547607421875
2023-08-27,S002,P0011,1,76.25,53.375,0.0,95.31,11,0.0,1048.41,10.887207,0.1729602813720703
2023-08-27,S002,P0010,0,68.84,48.188,68.84,86.05,421,28981.640000000003,36227.049999999996,425.70587,-3.3709716796875
2023-08-27,S002,P0009,2,31.38,21.966,31.38,39.22,41,1286.58,1608.02,41.389412,-0.1016387939453125
2023-08-27,S002,P0008,1,52.9,37.03,52.9,66.12,244,12907.6,16133.28,243.84563,0.4087066650390625
2023-08-27,S002,P0007,0,94.7,66.29,0.0,118.38,254,0.0,30068.52,254.92522,-0.991607666015625
2023-08-27,S002,P0017,1,24.1,16.87,0.0,30.12,86,0.0,2590.32,85.90913,-0.2082061767578125
2023-08-28,S004,P0005,0,43.95,30.765,0.0,54.94,8,0.0,439.52,7.796114,0.3027224540710449
2023-08-28,S004,P0006,1,19.85,13.895,0.0,24.81,6,0.0,148.85999999999999,5.487274,0.4188380241394043
2023-08-28,S004,P0007,1,67.89,47.523,0.0,84.86,78,0.0,6619.08,77.922066,0.00644683837890625
2023-08-28,S004,P0008,3,64.3,45.01,0.0,80.38,32,0.0,2572.16,31.847017,0.8432559967041016
2023-08-28,S004,P0013,0,98.4,68.88,0.0,123.0,97,0.0,11931.0,96.63885,-0.19655609130859375
2023-08-28,S004,P0010,1,30.82,21.574,0.0,38.52,154,0.0,5932.080000000001,153.40327,0.819854736328125
2023-08-28,S004,P0011,4,19.06,13.342,19.06,23.82,89,1696.34,2119.98,89.35773,-0.507080078125
2023-08-28,S004,P0012,0,38.01,26.607,0.0,47.51,171,0.0,8124.21,171.34683,-0.6073150634765625
2023-08-28,S004,P0009,0,37.36,26.152,0.0,46.7,76,0.0,3549.2000000000003,75.74267,0.5618820190429688
2023-08-28,S004,P0004,4,61.03,42.721,61.03,76.29,354,21604.62,27006.660000000003,355.23785,-1.777099609375
2023-08-28,S003,P0012,3,75.92,53.144,0.0,94.9,226,0.0,21447.4,226.60045,-0.28778076171875
2023-08-28,S004,P0002,1,65.11,45.577,0.0,81.39,42,0.0,3418.38,42.08856,0.08029937744140625
2023-08-28,S004,P0001,1,66.11,46.277,0.0,82.64,410,0.0,33882.4,409.35446,0.64111328125
2023-08-28,S003,P0020,2,83.8,58.66,0.0,104.75,31,0.0,3247.25,30.792217,-0.20433616638183594
2023-08-28,S003,P0019,4,91.71,64.197,91.71,114.64,266,24394.859999999997,30494.24,267.00113,-0.74285888671875
2023-08-28,S003,P0018,3,76.76,53.732,76.76,95.95,18,1381.68,1727.1000000000001,18.092567,0.29447364807128906
2023-08-28,S003,P0017,0,30.2,21.14,0.0,37.75,256,0.0,9664.0,255.6359,0.7335357666015625
2023-08-28,S003,P0016,1,98.69,69.083,0.0,123.36,80,0.0,9868.8,80.49487,-0.5473403930664062
2023-08-28,S003,P0015,4,18.92,13.244,0.0,23.65,353,0.0,8348.449999999999,354.00806,-0.378662109375
2023-08-28,S003,P0014,4,61.3,42.91,0.0,76.62,90,0.0,6895.8,90.52492,-0.3717193603515625
2023-08-28,S003,P0013,4,78.18,54.726,78.18,97.72,109,8521.62,10651.48,108.370094,0.07015228271484375
2023-08-28,S004,P0014,4,79.09,55.363,0.0,98.86,12,0.0,1186.32,11.262737,1.2421703338623047
2023-08-28,S004,P0003,1,26.56,18.592,0.0,33.2,11,0.0,365.20000000000005,10.62155,0.45535755157470703
2023-08-28,S004,P0015,2,40.97,28.679,0.0,51.21,219,0.0,11214.99,219.50606,-0.26800537109375
2023-08-28,S005,P0007,0,50.36,35.252,0.0,62.95,304,0.0,19136.8,304.6255,-1.954193115234375
2023-08-28,S004,P0017,2,50.98,35.686,0.0,63.72,41,0.0,2612.52,40.779755,0.4171600341796875
2023-08-28,S003,P0011,3,57.86,40.502,57.86,72.32,115,6653.9,8316.8,115.689125,-0.321807861328125
2023-08-28,S005,P0019,2,84.65,59.255,0.0,105.81,71,0.0,7512.51,71.02489,0.33135986328125
2023-08-28,S005,P0018,0,27.15,19.005,0.0,33.94,127,0.0,4310.38,127.14198,0.6151123046875
2023-08-28,S005,P0017,0,78.94,55.258,0.0,98.68,194,0.0,19143.920000000002,194.28293,0.4723358154296875
2023-08-28,S005,P0016,1,96.31,67.417,0.0,120.39,25,0.0,3009.75,24.67408,0.03824424743652344
2023-08-28,S005,P0015,1,31.03,21.721,0.0,38.79,86,0.0,3335.94,85.25071,-0.01149749755859375
2023-08-28,S005,P0014,4,55.63,38.941,0.0,69.54,75,0.0,5215.500000000001,74.834114,0.22818756103515625
2023-08-28,S005,P0013,3,73.56,51.492,0.0,91.95,25,0.0,2298.75,25.3743,-0.7557315826416016
2023-08-28,S005,P0012,2,22.94,16.058,0.0,28.68,301,0.0,8632.68,300.38437,0.60028076171875
2023-08-28,S005,P0011,4,19.65,13.755,0.0,24.56,116,0.0,2848.96,116.04411,-0.6737442016601562
2023-08-28,S004,P0016,1,30.2,21.14,0.0,37.75,268,0.0,10117.0,267.61832,0.19476318359375
2023-08-28,S005,P0010,0,64.67,45.269,64.67,80.84,120,7760.400000000001,9700.800000000001,120.46452,-0.2686767578125
2023-08-28,S005,P0008,0,72.21,50.547,0.0,90.26,37,0.0,3339.6200000000003,37.560383,-0.0259857177734375
2023-08-28,S005,P0006,2,49.2,34.44,49.2,61.5,79,3886.8,4858.5,79.022644,-0.02776336669921875
2023-08-28,S005,P0005,2,58.05,40.635,0.0,72.56,38,0.0,2757.28,37.872143,0.1953887939453125
2023-08-28,S005,P0004,2,22.78,15.946,0.0,28.48,65,0.0,1851.2,64.705444,0.354522705078125
2023-08-28,S005,P0003,2,34.07,23.849,0.0,42.59,100,0.0,4259.0,99.81838,-0.26673126220703125
2023-08-28,S005,P0002,1,22.29,15.603,0.0,27.86,44,0.0,1225.84,44.442837,-0.00762939453125
2023-08-28,S005,P0001,2,64.85,45.395,64.85,81.06,38,2464.2999999999997,3080.28,37.88346,0.19618988037109375
2023-08-28,S004,P0020,1,48.23,33.761,48.23,60.29,97,4678.3099999999995,5848.13,97.00625,-0.0203399658203125
2023-08-28,S004,P0019,1,44.41,31.087,0.0,55.51,337,0.0,18706.87,337.72543,-0.86785888671875
2023-08-28,S004,P0018,3,87.22,61.054,0.0,109.02,33,0.0,3597.66,32.41161,0.3262825012207031
2023-08-28,S005,P0009,0,82.6,57.82,82.6,103.25,159,13133.4,16416.75,158.8771,-0.04022216796875
2023-08-28,S005,P0020,2,50.73,35.511,0.0,63.41,123,0.0,7799.429999999999,123.060295,0.04864501953125
2023-08-28,S003,P0010,1,37.59,26.313,37.59,46.99,276,10374.84,12969.24,274.88623,0.711029052734375
2023-08-28,S003,P0008,3,66.03,46.221,0.0,82.54,105,0.0,8666.7,105.165184,0.3554534912109375
2023-08-28,S002,P0001,0,51.03,35.721,0.0,63.79,422,0.0,26919.38,420.86017,1.24127197265625
2023-08-28,S001,P0020,1,45.57,31.899,0.0,56.96,38,0.0,2164.48,37.966293,0.2595863342285156
2023-08-28,S001,P0019,1,44.94,31.458,0.0,56.18,158,0.0,8876.44,157.84833,0.3966217041015625
2023-08-28,S001,P0018,0,88.36,61.852,0.0,110.45,298,0.0,32914.1,298.34134,-0.379425048828125
2023-08-28,S001,P0017,3,51.9,36.33,51.9,64.88,67,3477.2999999999997,4346.96,67.31795,-0.13578033447265625
2023-08-28,S001,P0016,3,12.86,9.002,0.0,16.08,131,0.0,2106.4799999999996,130.87308,0.045867919921875
2023-08-28,S001,P0015,4,56.15,39.305,0.0,70.19,108,0.0,7580.5199999999995,108.60156,-0.41304779052734375
2023-08-28,S001,P0014,0,79.28,55.496,0.0,99.1,341,0.0,33793.1,340.66968,0.6334228515625
2023-08-28,S001,P0013,1,55.79,39.053,55.79,69.74,7,390.53,488.17999999999995,7.091594,-0.15654802322387695
2023-08-28,S001,P0011,0,16.64,11.648,0.0,20.8,27,0.0,561.6,27.187916,-0.027868270874023438
2023-08-28,S001,P0010,0,39.73,27.811,0.0,49.66,33,0.0,1638.78,33.19475,0.16644287109375
2023-08-28,S001,P0009,0,63.19,44.233,63.19,78.99,306,19336.14,24170.94,304.88882,1.375213623046875
2023-08-28,S001,P0008,1,77.79,54.453,0.0,97.24,63,0.0,6126.12,63.467384,0.11736679077148438
2023-08-28,S001,P0007,0,73.52,51.464,0.0,91.9,49,0.0,4503.1,48.69375,0.2920494079589844
2023-08-28,S001,P0006,4,70.0,49.0,0.0,87.5,43,0.0,3762.5,43.53536,-0.3443489074707031
2023-08-28,S001,P0005,1,50.77,35.539,0.0,63.46,143,0.0,9074.78,143.72223,-0.73687744140625
2023-08-28,S001,P0004,2,84.91,59.437,0.0,106.14,13,0.0,1379.82,12.969643,-0.022718429565429688
2023-08-28,S001,P0003,4,49.62,34.734,0.0,62.02,226,0.0,14016.52,226.74336,-0.7429962158203125
2023-08-28,S001,P0002,1,62.05,43.435,62.05,77.56,5,310.25,387.8,4.9279943,0.1605381965637207
2023-08-28,S001,P0001,1,94.51,66.157,0.0,118.14,189,0.0,22328.46,188.91414,0.1793212890625
2023-08-28,S003,P0009,0,13.54,9.478,0.0,16.92,323,0.0,5465.160000000001,324.36093,-1.91717529296875
2023-08-28,S002,P0002,4,49.93,34.951,0.0,62.41,124,0.0,7738.839999999999,123.665985,-0.27593994140625
2023-08-28,S002,P0003,0,29.18,20.426,29.18,36.48,318,9279.24,11600.64,318.08118,0.226287841796875
2023-08-28,S001,P0012,2,78.98,55.286,0.0,98.72,78,0.0,7700.16,77.86847,-0.15460205078125
2023-08-28,S002,P0005,3,91.45,64.015,0.0,114.31,267,0.0,30520.77,266.46338,0.3480224609375
2023-08-28,S003,P0007,3,95.06,66.542,0.0,118.82,3,0.0,356.46,2.979558,-0.031951904296875
2023-08-28,S002,P0004,0,70.18,49.126,70.18,87.72,51,3579.1800000000003,4473.72,50.330387,0.8771209716796875
2023-08-28,S003,P0006,0,26.18,18.326,0.0,32.72,132,0.0,4319.04,132.0684,-0.0838470458984375
2023-08-28,S003,P0005,3,35.98,25.186,0.0,44.97,67,0.0,3012.99,66.96199,0.22458648681640625
2023-08-28,S003,P0004,0,72.68,50.876,0.0,90.85,26,0.0,2362.1,25.874346,0.08991050720214844
2023-08-28,S003,P0003,2,80.28,56.196,80.28,100.35,15,1204.2,1505.25,14.946316,0.41595935821533203
2023-08-28,S003,P0002,3,51.77,36.239,0.0,64.71,49,0.0,3170.7899999999995,49.279503,-0.10536956787109375
2023-08-28,S002,P0020,4,63.3,44.31,0.0,79.12,367,0.0,29037.04,364.96814,1.91168212890625
2023-08-28,S002,P0019,4,97.25,68.075,0.0,121.56,59,0.0,7172.04,58.99613,0.3830413818359375
2023-08-28,S002,P0018,3,61.33,42.931,0.0,76.66,66,0.0,5059.5599999999995,66.29228,-0.24193572998046875
2023-08-28,S002,P0017,2,21.12,14.784,0.0,26.4,58,0.0,1531.1999999999998,58.294025,-0.4758110046386719
2023-08-28,S003,P0001,0,98.0,68.6,0.0,122.5,79,0.0,9677.5,79.5584,-0.22092437744140625
2023-08-28,S002,P0007,1,93.47,65.429,0.0,116.84,130,0.0,15189.2,129.86436,0.18115234375
2023-08-28,S002,P0015,4,33.49,23.443,0.0,41.86,16,0.0,669.76,15.938584,-0.49520111083984375
2023-08-28,S002,P0014,0,44.66,31.262,0.0,55.82,35,0.0,1953.7,35.105625,-0.043109893798828125
2023-08-28,S002,P0013,1,59.16,41.412,0.0,73.95,55,0.0,4067.25,54.32653,-0.06446456909179688
2023-08-28,S002,P0012,3,39.86,27.902,0.0,49.82,349,0.0,17387.18,349.15683,1.31121826171875
2023-08-28,S002,P0011,0,90.14,63.098,0.0,112.68,333,0.0,37522.44,331.9796,1.380096435546875
2023-08-28,S002,P0010,1,14.81,10.367,0.0,18.51,17,0.0,314.67,16.868614,-0.15397262573242188
2023-08-28,S002,P0009,2,39.53,27.671,39.53,49.41,164,6482.92,8103.24,163.52794,0.8178558349609375
2023-08-28,S002,P0008,1,46.39,32.473,0.0,57.99,358,0.0,20760.420000000002,359.676,-1.518035888671875
2023-08-28,S002,P0016,4,77.72,54.404,0.0,97.15,71,0.0,6897.650000000001,71.68806,-0.3397369384765625
2023-08-28,S002,P0006,1,45.92,32.144,0.0,57.4,5,0.0,287.0,5.328911,-0.10586261749267578
2023-08-29,S004,P0006,1,35.83,25.081,35.83,44.79,98,3511.3399999999997,4389.42,98.18405,0.21270751953125
2023-08-29,S004,P0007,4,53.09,37.163,53.09,66.36,90,4778.1,5972.4,89.99934,-0.19339752197265625
2023-08-29,S004,P0008,4,40.21,28.147,0.0,50.26,172,0.0,8644.72,171.23917,0.191619873046875
2023-08-29,S004,P0009,2,29.06,20.342,0.0,36.32,1,0.0,36.32,0.5967736,0.48515355587005615
2023-08-29,S004,P0014,1,34.45,24.115,0.0,43.06,115,0.0,4951.900000000001,115.13051,0.36212921142578125
2023-08-29,S004,P0011,0,82.37,57.659,82.37,102.96,167,13755.79,17194.32,167.33118,-0.2081451416015625
2023-08-29,S004,P0012,2,91.18,63.826,0.0,113.98,300,0.0,34194.0,299.70505,0.250701904296875
2023-08-29,S004,P0013,1,99.18,69.426,0.0,123.98,239,0.0,29631.22,238.48282,0.273956298828125
2023-08-29,S004,P0005,1,55.91,39.137,0.0,69.89,133,0.0,9295.37,132.6097,0.102569580078125
2023-08-29,S004,P0010,2,22.46,15.722,0.0,28.08,55,0.0,1544.3999999999999,55.385918,-0.17139434814453125
2023-08-29,S004,P0004,3,42.23,29.561,0.0,52.79,70,0.0,3695.2999999999997,69.95432,-0.21530914306640625
2023-08-29,S003,P0013,3,82.1,57.47,0.0,102.62,205,0.0,21037.100000000002,205.97945,-1.1152191162109375
2023-08-29,S004,P0002,3,19.12,13.384,0.0,23.9,18,0.0,430.2,17.826214,-0.07703590393066406
2023-08-29,S004,P0001,4,82.78,57.946,82.78,103.48,27,2235.06,2793.96,27.238287,0.11523628234863281
2023-08-29,S003,P0020,0,95.16,66.612,0.0,118.95,8,0.0,951.6,7.94714,0.3198103904724121
2023-08-29,S003,P0019,4,45.02,31.514,0.0,56.28,6,0.0,337.68,6.310816,-0.39788246154785156
2023-08-29,S003,P0018,3,74.32,52.024,0.0,92.9,122,0.0,11333.800000000001,121.59424,0.185394287109375
2023-08-29,S003,P0017,2,93.04,65.128,0.0,116.3,19,0.0,2209.7,17.709192,1.2214546203613281
2023-08-29,S003,P0016,2,79.81,55.867,0.0,99.76,204,0.0,20351.04,204.3917,-0.519012451171875
2023-08-29,S003,P0015,1,19.3,13.51,0.0,24.12,0,0.0,0.0,0.07930833,-0.03942710533738136
2023-08-29,S003,P0014,3,87.06,60.942,0.0,108.82,69,0.0,7508.58,69.06961,0.49243927001953125
2023-08-29,S004,P0015,3,98.46,68.922,0.0,123.07,90,0.0,11076.3,90.03489,0.04700469970703125
2023-08-29,S004,P0003,2,34.56,24.192,0.0,43.2,169,0.0,7300.8,168.80173,-0.29437255859375
2023-08-29,S004,P0016,2,25.88,18.116,0.0,32.35,13,0.0,420.55,13.290728,-0.20663833618164062
2023-08-29,S005,P0020,2,12.93,9.051,12.93,16.16,152,1965.36,2456.32,152.78879,-0.27313232421875
2023-08-29,S004,P0018,1,63.79,44.653,0.0,79.74,2,0.0,159.48,2.2214847,-0.11709141731262207
2023-08-29,S003,P0012,0,40.94,28.658,0.0,51.18,214,0.0,10952.52,213.76631,0.0273284912109375
2023-08-29,S005,P0019,3,18.84,13.188,18.84,23.55,139,2618.7599999999998,3273.4500000000003,138.66206,-0.69769287109375
2023-08-29,S005,P0018,2,60.11,42.077,0.0,75.14,41,0.0,3080.7400000000002,40.82174,-0.22489166259765625
2023-08-29,S005,P0017,2,10.11,7.077,0.0,12.64,152,0.0,1921.2800000000002,152.7645,0.0647735595703125
2023-08-29,S005,P0016,4,35.9,25.13,35.9,44.88,53,1902.6999999999998,2378.6400000000003,52.801003,-0.20610427856445312
2023-08-29,S005,P0015,0,29.16,20.412,0.0,36.45,34,0.0,1239.3000000000002,34.074955,-0.022701263427734375
2023-08-29,S005,P0014,2,26.35,18.445,0.0,32.94,303,0.0,9980.82,302.65646,0.341064453125
2023-08-29,S005,P0013,2,24.68,17.276,0.0,30.85,51,0.0,1573.3500000000001,50.630276,0.3200645446777344
2023-08-29,S005,P0012,0,72.27,50.589,0.0,90.34,361,0.0,32612.74,360.2802,1.396270751953125
2023-08-29,S005,P0011,4,94.63,66.241,0.0,118.29,159,0.0,18808.11,159.05727,0.2445526123046875
2023-08-29,S004,P0017,4,27.36,19.152,0.0,34.2,271,0.0,9268.2,271.46368,-0.59600830078125
2023-08-29,S005,P0010,2,67.33,47.131,0.0,84.16,394,0.0,33159.04,394.6862,-0.46185302734375
2023-08-29,S005,P0008,2,30.57,21.399,0.0,38.21,52,0.0,1986.92,52.150925,-0.37328338623046875
2023-08-29,S005,P0007,0,98.38,68.866,0.0,122.98,86,0.0,10576.28,84.87816,0.9413070678710938
2023-08-29,S005,P0006,4,12.85,8.995,0.0,16.06,4,0.0,64.24,4.366044,-0.6447720527648926
2023-08-29,S005,P0005,0,75.9,53.13,0.0,94.88,27,0.0,2561.7599999999998,27.634588,-0.3814811706542969
2023-08-29,S005,P0004,1,52.76,36.932,0.0,65.95,63,0.0,4154.85,62.95034,0.20526123046875
2023-08-29,S005,P0003,2,70.7,49.49,0.0,88.38,18,0.0,1590.84,18.848782,-0.9481067657470703
2023-08-29,S005,P0002,3,58.67,41.069,0.0,73.34,27,0.0,1980.18,27.498058,-0.7523746490478516
2023-08-29,S005,P0001,4,63.18,44.226,0.0,78.97,11,0.0,868.67,10.383554,1.3647117614746094
2023-08-29,S004,P0020,4,15.85,11.095,15.85,19.81,11,174.35,217.91,10.913349,0.11600017547607422
2023-08-29,S004,P0019,1,16.26,11.382,0.0,20.33,26,0.0,528.5799999999999,25.608421,0.4963264465332031
2023-08-29,S005,P0009,2,96.49,67.543,0.0,120.61,124,0.0,14955.64,123.15087,0.3282623291015625
2023-08-29,S003,P0011,3,88.78,62.146,0.0,110.98,121,0.0,13428.58,120.940544,-0.45680999755859375
2023-08-29,S002,P0005,4,28.64,20.048,0.0,35.8,91,0.0,3257.7999999999997,91.99745,-1.0272369384765625
2023-08-29,S003,P0009,4,77.4,54.18,77.4,96.75,163,12616.2,15770.25,162.90097,0.3504791259765625
2023-08-29,S002,P0002,4,96.65,67.655,0.0,120.81,119,0.0,14376.39,119.15232,-0.17516326904296875
2023-08-29,S002,P0001,0,87.56,61.292,0.0,109.45,77,0.0,8427.65,76.66001,0.2565765380859375
2023-08-29,S001,P0020,0,89.6,62.72,0.0,112.0,55,0.0,6160.0,55.669804,-0.46704864501953125
2023-08-29,S001,P0019,4,94.56,66.192,0.0,118.2,308,0.0,36405.6,307.57025,1.763763427734375
2023-08-29,S001,P0018,1,39.66,27.762,0.0,49.58,162,0.0,8031.96,162.61237,-0.01025390625
2023-08-29,S001,P0017,1,55.29,38.703,0.0,69.11,243,0.0,16793.73,242.70674,0.3670196533203125
2023-08-29,S001,P0016,0,26.22,18.354,0.0,32.78,259,0.0,8490.02,259.71118,-1.040863037109375
2023-08-29,S001,P0015,4,59.7,41.79,0.0,74.62,319,0.0,23803.780000000002,318.62582,0.329254150390625
2023-08-29,S001,P0014,0,81.45,57.015,0.0,101.81,239,0.0,24332.59,239.26834,0.003692626953125
2023-08-29,S001,P0012,0,61.44,43.008,0.0,76.8,14,0.0,1075.2,14.758716,-0.6364908218383789
2023-08-29,S001,P0011,1,15.86,11.102,0.0,19.82,402,0.0,7967.64,398.91403,4.27972412109375
2023-08-29,S001,P0010,1,54.6,38.22,0.0,68.25,290,0.0,19792.5,290.00995,-0.0023193359375
2023-08-29,S001,P0009,0,32.04,22.428,0.0,40.05,150,0.0,6007.5,150.42125,-0.723541259765625
