date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday_promotion,competitor_pricing,seasonality,visitors,cost
2022-03-17,S002,P0018,Electronics,East,497,429,79,443.36,19.26,0,Rainy,0,17.63,Autumn,626,11.69
2022-03-17,S002,P0019,Toys,East,225,33,109,37.72,37.87,1,Snowy,0,35.28,Summer,182,20.45
2022-03-17,S002,P0020,Electronics,East,270,163,90,159.12,22.6,1,Rainy,0,25.28,Winter,375,17.37
2022-03-17,S003,P0001,Toys,East,169,148,65,146.12,70.19,1,Sunny,0,70.93,Autumn,357,36.1
2022-03-17,S003,P0002,Furniture,West,423,271,99,279.13,99.67,0,Rainy,1,95.94,Summer,442,52.37
2022-03-17,S003,P0003,Electronics,East,220,14,164,25.8,55.38,1,Rainy,1,50.55,Winter,239,31.1
2022-03-17,S003,P0004,Electronics,West,318,26,74,36.79,19.85,0,Rainy,1,18.17,Spring,119,15.08
2022-03-17,S003,P0005,Electronics,West,438,42,82,37.38,74.8,0,Snowy,1,79.23,Winter,195,56.81
2022-03-17,S003,P0006,Toys,East,134,24,32,25.99,55.88,1,Cloudy,1,60.32,Autumn,225,37.15
2022-03-17,S003,P0007,Clothing,South,380,352,129,358.37,92.01,1,Sunny,1,93.18,Spring,462,54.87
2022-03-17,S003,P0008,Groceries,South,483,105,80,113.29,46.35,1,Sunny,1,45.16,Summer,279,29.53
2022-03-17,S003,P0009,Electronics,West,157,16,93,6.87,15.03,1,Cloudy,0,18.4,Summer,210,11.23
2022-03-17,S003,P0010,Electronics,West,134,60,93,76.23,30.04,1,Rainy,1,33.68,Summer,180,20.47
2022-03-17,S003,P0011,Groceries,West,239,138,84,141.3,84.72,1,Rainy,1,83.83,Summer,294,61.27
2022-03-17,S003,P0012,Electronics,South,299,195,152,190.31,75.69,1,Snowy,1,75.49,Winter,294,40.31
2022-03-17,S003,P0013,Electronics,South,338,139,26,135.12,71.84,0,Sunny,0,73.21,Autumn,253,44.82
2022-03-17,S003,P0014,Furniture,East,428,294,141,293.3,87.33,1,Snowy,1,84.26,Winter,442,55.32
2022-03-17,S003,P0015,Groceries,East,479,171,59,186.39,31.01,1,Sunny,0,26.11,Winter,252,17.91
2022-03-17,S003,P0016,Furniture,North,86,71,32,81.67,16.32,1,Cloudy,1,19.78,Winter,284,11.47
2022-03-17,S003,P0017,Electronics,South,109,37,142,27.56,64.77,1,Rainy,1,69.11,Winter,227,44.55
2022-03-17,S003,P0018,Groceries,West,288,222,60,217.25,29.35,1,Rainy,0,31.57,Winter,469,15.33
2022-03-17,S003,P0019,Electronics,North,323,317,162,317.89,44.54,1,Sunny,0,48.84,Spring,424,27.51
2022-03-17,S003,P0020,Electronics,West,391,360,130,351.23,49.13,1,Cloudy,0,52.77,Winter,537,38.83
2022-03-17,S004,P0001,Furniture,East,311,114,36,124.09,11.18,1,Snowy,0,12.98,Autumn,305,6.63
2022-03-17,S004,P0002,Electronics,East,400,226,48,225.44,47.49,1,Cloudy,0,44.08,Spring,440,32.26
2022-03-17,S004,P0003,Groceries,East,154,77,127,95.53,65.95,1,Snowy,0,63.12,Spring,238,37.94
2022-03-17,S004,P0004,Groceries,South,399,141,192,146.61,96.38,1,Sunny,1,99.12,Winter,397,49.63
2022-03-17,S004,P0005,Toys,North,398,226,169,233.52,33.88,1,Sunny,0,30.53,Winter,514,22.61
2022-03-17,S004,P0006,Toys,North,441,210,187,208.69,79.99,1,Rainy,0,84.43,Summer,327,63.91
2022-03-17,S004,P0007,Clothing,East,404,183,147,175.3,41.49,1,Snowy,1,38.27,Summer,272,23.36
2022-03-17,S004,P0008,Toys,North,123,106,114,106.75,69.42,1,Snowy,1,73.65,Summer,342,50.36
2022-03-17,S004,P0009,Clothing,West,311,41,116,49.93,71.28,0,Snowy,1,75.1,Summer,298,55.19
2022-03-17,S004,P0010,Clothing,East,117,83,125,92.53,36.63,0,Rainy,1,37.34,Winter,352,26.13
2022-03-17,S004,P0011,Groceries,West,455,105,122,109.03,30.59,1,Sunny,0,31.26,Summer,298,21.22
2022-03-17,S004,P0012,Groceries,North,429,187,24,189.15,12.75,1,Rainy,1,16.87,Spring,426,8.53
2022-03-17,S004,P0013,Groceries,West,151,87,48,92.54,76.63,1,Sunny,1,77.15,Summer,268,46.62
2022-03-17,S004,P0014,Toys,East,217,38,180,44.1,51.72,1,Snowy,1,50.17,Spring,260,28.07
2022-03-17,S004,P0015,Groceries,South,212,171,95,184.96,90.09,1,Cloudy,1,87.85,Summer,310,57.15
2022-03-17,S004,P0016,Clothing,East,284,196,175,200.17,41.27,1,Cloudy,1,42.45,Autumn,273,26.15
2022-03-17,S004,P0017,Groceries,South,341,272,96,275.96,61.82,0,Sunny,0,66.35,Spring,417,33.83
2022-03-17,S004,P0018,Groceries,East,131,130,73,134.75,43.36,1,Cloudy,0,44.9,Summer,416,23.33
2022-03-17,S004,P0019,Groceries,North,250,135,156,153.68,71.86,1,Cloudy,0,68.64,Spring,378,52.88
2022-03-17,S004,P0020,Clothing,West,50,48,132,59.0,46.26,0,Sunny,0,47.64,Spring,128,24.28
2022-03-17,S005,P0001,Toys,East,248,191,55,208.4,69.0,1,Sunny,1,65.1,Spring,243,35.11
2022-03-17,S005,P0002,Toys,North,278,104,47,95.39,74.18,1,Cloudy,1,74.59,Autumn,399,41.82
2022-03-17,S005,P0003,Electronics,North,236,103,195,108.17,78.46,1,Snowy,1,82.28,Summer,288,46.71
2022-03-17,S005,P0004,Groceries,East,189,122,35,129.96,10.05,0,Snowy,1,11.94,Autumn,195,5.05
2022-03-17,S005,P0005,Clothing,South,204,114,127,109.83,27.97,1,Rainy,1,27.56,Summer,178,20.48
2022-03-17,S005,P0006,Toys,South,113,67,39,81.46,44.18,1,Rainy,0,39.29,Autumn,287,33.61
2022-03-17,S005,P0007,Electronics,West,176,79,155,78.02,87.8,1,Cloudy,0,91.7,Spring,287,45.3
2022-03-17,S005,P0008,Furniture,South,66,0,119,1.35,33.36,1,Sunny,1,33.36,Spring,250,24.48
2022-03-17,S005,P0009,Furniture,West,119,87,22,91.67,18.71,1,Rainy,1,18.44,Summer,367,12.81
2022-03-17,S005,P0010,Clothing,South,77,8,158,-0.11,66.79,1,Snowy,1,63.92,Winter,102,45.56
2022-03-17,S005,P0011,Electronics,West,300,289,127,284.64,63.12,1,Snowy,0,68.1,Summer,532,47.99
2022-03-17,S005,P0012,Furniture,West,313,283,188,301.65,53.72,1,Snowy,1,58.61,Spring,340,27.16
2022-03-17,S005,P0013,Groceries,East,327,313,53,329.31,82.73,1,Snowy,1,82.35,Summer,433,51.09
2022-03-17,S005,P0014,Electronics,West,390,290,163,301.65,88.48,1,Snowy,0,88.81,Winter,587,51.24
2022-03-17,S005,P0015,Groceries,East,52,14,57,9.12,92.57,1,Snowy,0,89.71,Summer,171,51.11
2022-03-17,S005,P0016,Furniture,West,392,67,73,80.98,10.23,1,Sunny,1,11.42,Summer,231,8.14
2022-03-17,S005,P0017,Toys,South,228,85,172,93.87,69.67,1,Sunny,1,69.56,Spring,237,52.26
2022-03-17,S005,P0018,Furniture,North,250,206,64,214.22,43.17,1,Snowy,0,45.41,Spring,489,30.65
2022-03-17,S005,P0019,Clothing,East,269,92,24,85.76,56.86,1,Sunny,0,52.52,Spring,266,44.96
2022-03-17,S005,P0020,Toys,North,236,236,144,227.98,88.49,1,Rainy,1,89.36,Autumn,342,65.21
2022-03-18,S001,P0001,Electronics,North,282,150,41,142.21,47.2,1,Snowy,0,43.88,Autumn,407,27.95
2022-03-18,S001,P0002,Groceries,South,139,126,188,138.1,50.22,1,Cloudy,1,46.13,Summer,402,30.41
2022-03-18,S001,P0003,Furniture,North,87,81,156,83.88,28.03,1,Snowy,1,23.16,Winter,160,15.47
2022-03-18,S001,P0004,Groceries,West,264,41,77,31.97,18.97,1,Rainy,1,18.99,Winter,292,12.25
2022-03-18,S001,P0005,Groceries,South,193,139,161,133.4,65.39,1,Snowy,1,68.29,Summer,418,48.61
2022-03-18,S001,P0006,Groceries,East,415,119,136,113.79,56.81,0,Sunny,1,56.37,Autumn,314,43.22
2022-03-18,S001,P0007,Toys,South,219,124,148,115.12,68.19,1,Cloudy,0,63.4,Autumn,287,39.28
2022-03-18,S001,P0008,Clothing,South,174,172,117,167.98,33.67,1,Cloudy,0,31.19,Spring,418,21.12
2022-03-18,S001,P0009,Furniture,East,104,60,33,52.57,13.17,1,Cloudy,1,16.14,Summer,226,10.22
2022-03-18,S001,P0010,Clothing,South,330,291,90,310.11,51.92,1,Rainy,1,47.11,Autumn,561,28.48
2022-03-18,S001,P0011,Groceries,East,464,453,143,454.02,35.29,1,Snowy,0,34.21,Winter,669,19.67
2022-03-18,S001,P0012,Electronics,South,370,311,145,319.52,26.34,1,Rainy,1,21.76,Spring,420,13.17
2022-03-18,S001,P0013,Groceries,West,365,77,113,81.61,45.72,1,Cloudy,1,42.42,Winter,224,35.28
2022-03-18,S001,P0014,Clothing,North,287,54,187,72.75,30.46,1,Sunny,1,32.62,Spring,274,19.37
2022-03-18,S001,P0015,Furniture,North,404,266,169,261.6,49.53,1,Cloudy,1,53.64,Spring,441,26.4
2022-03-18,S001,P0016,Groceries,East,51,44,182,36.75,30.17,1,Cloudy,1,32.52,Autumn,266,17.69
2022-03-18,S001,P0017,Furniture,North,379,351,130,349.12,25.96,1,Sunny,1,27.39,Winter,551,16.85
2022-03-18,S001,P0018,Clothing,South,79,50,185,48.34,12.77,1,Rainy,0,11.09,Summer,296,6.99
2022-03-18,S001,P0019,Clothing,East,370,35,179,38.56,41.33,1,Sunny,1,44.37,Summer,178,22.93
2022-03-18,S001,P0020,Groceries,South,90,89,23,83.97,71.95,0,Rainy,0,71.63,Summer,272,57.25
2022-03-18,S002,P0001,Clothing,North,198,87,75,86.22,95.02,1,Rainy,0,95.4,Autumn,320,66.22
2022-03-18,S002,P0002,Electronics,North,252,93,184,111.64,39.34,1,Cloudy,0,41.88,Spring,264,23.41
2022-03-18,S002,P0003,Furniture,South,449,228,55,236.37,65.02,0,Cloudy,0,66.67,Winter,515,34.19
2022-03-18,S002,P0004,Toys,East,54,38,87,54.9,64.75,1,Cloudy,1,67.54,Autumn,195,51.49
2022-03-18,S002,P0005,Furniture,South,410,260,140,258.05,39.17,1,Sunny,1,36.6,Summer,313,20.62
2022-03-18,S002,P0006,Electronics,West,430,150,190,144.51,21.13,1,Sunny,0,17.0,Autumn,292,11.95
2022-03-18,S002,P0007,Electronics,North,351,29,119,28.76,32.55,1,Sunny,1,29.7,Summer,229,17.22
2022-03-18,S002,P0008,Toys,East,197,163,114,165.46,23.77,0,Rainy,0,25.05,Autumn,218,14.42
2022-03-18,S002,P0009,Toys,East,119,84,76,97.61,64.57,1,Snowy,1,64.05,Summer,165,46.7
2022-03-18,S002,P0010,Electronics,North,411,89,49,108.21,80.15,0,Cloudy,0,85.13,Autumn,244,61.65
2022-03-18,S002,P0011,Clothing,East,220,147,150,142.49,27.77,1,Rainy,1,31.57,Spring,342,15.14
2022-03-18,S002,P0012,Toys,North,362,328,184,335.35,79.43,0,Cloudy,1,81.49,Spring,392,41.95
2022-03-18,S002,P0013,Groceries,East,454,376,47,385.87,26.95,1,Snowy,1,23.55,Autumn,593,17.72
2022-03-18,S002,P0014,Furniture,South,184,25,164,36.4,27.65,1,Rainy,1,25.32,Autumn,196,19.41
2022-03-18,S002,P0015,Furniture,North,302,17,108,22.74,78.7,1,Rainy,1,81.68,Winter,162,59.38
2022-03-18,S002,P0016,Electronics,South,350,172,106,181.33,94.11,1,Rainy,0,93.18,Spring,422,49.66
2022-03-18,S002,P0017,Clothing,East,163,66,72,59.47,86.24,1,Sunny,1,89.57,Spring,344,53.78
2022-03-18,S002,P0018,Electronics,West,336,150,34,161.24,37.49,1,Rainy,0,35.83,Spring,401,26.12
2022-03-18,S002,P0019,Clothing,East,464,370,136,372.31,97.56,1,Snowy,1,99.73,Autumn,631,51.46
2022-03-18,S002,P0020,Toys,North,340,207,120,213.89,32.08,1,Rainy,1,27.61,Autumn,262,24.16
2022-03-18,S003,P0001,Electronics,North,494,44,150,38.5,98.02,1,Sunny,1,97.34,Winter,205,74.47
2022-03-18,S003,P0002,Furniture,East,263,174,99,187.83,40.26,1,Cloudy,0,43.42,Autumn,343,23.55
2022-03-18,S003,P0003,Furniture,South,134,121,136,119.85,27.12,1,Snowy,0,29.54,Autumn,293,17.03
2022-03-18,S003,P0004,Furniture,North,253,42,144,41.57,88.16,0,Sunny,0,86.24,Summer,282,63.7
2022-03-18,S003,P0005,Clothing,South,209,94,61,87.1,81.19,0,Snowy,0,83.85,Winter,210,57.47
2022-03-18,S003,P0006,Toys,North,344,324,21,337.02,26.03,1,Snowy,1,22.99,Spring,479,16.0
2022-03-18,S003,P0007,Furniture,North,67,30,101,35.73,37.79,1,Snowy,1,35.98,Summer,218,23.53
2022-03-18,S003,P0008,Clothing,South,304,31,37,30.2,47.6,1,Rainy,1,42.84,Autumn,123,32.08
2022-03-18,S003,P0009,Groceries,North,151,84,109,101.42,73.71,1,Sunny,0,71.19,Summer,278,49.47
2022-03-18,S003,P0010,Toys,South,357,187,117,192.49,81.56,1,Cloudy,0,81.69,Winter,332,62.65
2022-03-18,S003,P0011,Electronics,East,387,186,68,199.92,40.45,1,Sunny,0,42.04,Spring,367,24.11
2022-03-18,S003,P0012,Toys,South,234,67,125,69.62,58.19,0,Rainy,0,53.88,Spring,307,30.98
2022-03-18,S003,P0013,Groceries,North,458,126,155,117.61,31.01,1,Sunny,0,28.09,Winter,371,19.47
2022-03-18,S003,P0014,Toys,South,163,86,87,102.32,43.46,1,Sunny,0,47.17,Spring,216,22.63
2022-03-18,S003,P0015,Clothing,South,268,217,92,219.38,96.5,1,Rainy,1,101.38,Spring,307,68.89
2022-03-18,S003,P0016,Groceries,South,202,171,103,173.36,58.5,1,Rainy,1,57.47,Autumn,431,40.83
2022-03-18,S003,P0017,Clothing,South,379,285,98,280.8,98.53,1,Cloudy,1,99.65,Winter,467,63.13
2022-03-18,S003,P0018,Groceries,North,56,7,44,14.05,92.46,1,Sunny,1,87.74,Winter,216,66.16
2022-03-18,S003,P0019,Toys,West,242,33,44,52.23,93.95,0,Cloudy,1,94.13,Spring,296,65.43
2022-03-18,S003,P0020,Electronics,North,84,75,98,77.17,92.27,1,Rainy,0,91.52,Summer,372,71.67
2022-03-18,S004,P0001,Clothing,South,226,56,131,52.58,90.59,1,Cloudy,1,87.72,Winter,303,69.16
2022-03-18,S004,P0002,Clothing,West,477,353,146,353.19,28.37,1,Rainy,0,23.92,Winter,437,18.88
2022-03-18,S004,P0003,Electronics,West,313,269,39,286.81,48.41,1,Rainy,0,49.67,Summer,340,32.19
2022-03-18,S004,P0004,Toys,West,397,306,172,322.74,61.19,1,Cloudy,0,58.57,Spring,548,46.99
2022-03-18,S004,P0005,Clothing,South,172,72,152,78.5,72.85,1,Snowy,0,69.39,Winter,333,49.33
2022-03-18,S004,P0006,Toys,South,449,308,53,313.7,51.67,1,Rainy,0,51.68,Spring,507,26.4
2022-03-18,S004,P0007,Toys,East,98,17,58,27.81,68.02,1,Sunny,0,72.31,Winter,178,46.52
2022-03-18,S004,P0008,Toys,West,406,247,80,258.61,79.35,1,Rainy,1,78.59,Winter,543,40.78
2022-03-18,S004,P0009,Toys,South,258,138,70,144.66,25.41,1,Cloudy,1,27.84,Spring,198,18.56
2022-03-18,S004,P0010,Toys,West,322,216,117,226.62,42.28,1,Cloudy,1,39.32,Summer,470,26.59
2022-03-18,S004,P0011,Electronics,West,350,289,184,281.57,33.72,1,Cloudy,1,28.89,Winter,572,25.32
2022-03-18,S004,P0012,Toys,West,368,316,129,322.74,37.21,0,Rainy,1,37.97,Autumn,368,26.66
2022-03-18,S004,P0013,Groceries,North,312,193,97,195.1,24.38,1,Sunny,0,22.88,Autumn,379,17.62
2022-03-18,S004,P0014,Furniture,North,144,32,173,35.56,28.4,1,Sunny,0,31.52,Summer,141,15.19
2022-03-18,S004,P0015,Clothing,South,228,121,187,138.44,27.17,1,Snowy,0,27.51,Winter,246,17.27
2022-03-18,S004,P0016,Toys,East,405,82,120,101.27,64.81,1,Sunny,0,59.91,Autumn,218,51.74
2022-03-18,S004,P0017,Furniture,West,326,230,156,241.42,28.67,1,Snowy,0,30.49,Winter,293,19.82
2022-03-18,S004,P0018,Clothing,West,119,55,134,74.71,16.63,1,Snowy,1,15.89,Spring,329,10.37
2022-03-18,S004,P0019,Groceries,South,69,40,101,53.69,97.6,1,Cloudy,1,93.35,Spring,107,68.85
2022-03-18,S004,P0020,Electronics,South,170,61,118,68.49,21.6,1,Cloudy,1,18.07,Winter,223,16.17
2022-03-18,S005,P0001,Clothing,East,134,115,85,121.66,54.59,1,Snowy,0,54.97,Spring,397,41.27
2022-03-18,S005,P0002,Furniture,West,73,54,25,48.95,62.54,0,Snowy,1,63.33,Spring,176,38.04
2022-03-18,S005,P0003,Groceries,North,392,291,115,296.0,63.8,0,Snowy,0,62.51,Spring,363,32.75
2022-03-18,S005,P0004,Clothing,West,276,132,64,132.72,30.0,1,Rainy,1,26.84,Spring,383,21.49
2022-03-18,S005,P0005,Furniture,North,104,50,175,69.55,60.08,1,Snowy,1,59.68,Winter,182,35.52
2022-03-18,S005,P0006,Clothing,South,427,159,153,167.45,38.36,1,Sunny,0,42.53,Summer,333,28.33
2022-03-18,S005,P0007,Clothing,South,244,155,59,171.39,55.2,1,Cloudy,1,50.84,Autumn,379,29.21
2022-03-18,S005,P0008,Groceries,East,75,53,117,71.99,79.72,1,Sunny,0,84.28,Summer,171,47.85
2022-03-18,S005,P0009,Clothing,South,287,42,22,50.58,27.62,1,Rainy,0,32.61,Winter,138,14.86
2022-03-18,S005,P0010,Groceries,East,331,299,114,300.53,45.71,0,Sunny,1,49.12,Spring,464,29.27
2022-03-18,S005,P0011,Groceries,West,211,1,185,13.4,62.07,1,Sunny,0,57.62,Spring,265,35.56
2022-03-18,S005,P0012,Clothing,North,227,124,86,120.8,68.51,0,Cloudy,0,69.12,Winter,203,42.59
2022-03-18,S005,P0013,Electronics,North,155,70,114,71.2,60.31,1,Cloudy,0,65.05,Summer,144,47.81
2022-03-18,S005,P0014,Toys,South,253,177,192,185.71,81.47,1,Rainy,0,77.82,Summer,382,51.01
2022-03-18,S005,P0015,Furniture,East,85,40,188,32.22,92.66,1,Snowy,1,88.65,Winter,315,62.57
2022-03-18,S005,P0016,Clothing,West,117,55,79,55.76,29.33,1,Rainy,0,27.4,Autumn,341,15.51
2022-03-18,S005,P0017,Electronics,South,64,42,110,53.12,98.76,0,Sunny,1,100.14,Autumn,339,59.76
2022-03-18,S005,P0018,Electronics,East,215,176,164,195.11,28.18,1,Sunny,1,28.99,Winter,337,16.67
2022-03-18,S005,P0019,Groceries,South,189,123,166,138.36,31.88,0,Snowy,1,34.83,Spring,411,19.4
2022-03-18,S005,P0020,Toys,North,286,269,114,280.3,22.39,1,Snowy,1,24.38,Spring,343,17.5
2022-03-19,S001,P0001,Clothing,South,388,285,28,285.57,17.8,1,Rainy,0,20.76,Summer,408,8.91
2022-03-19,S001,P0002,Clothing,East,110,89,167,106.68,16.61,1,Cloudy,1,15.36,Autumn,344,8.62
2022-03-19,S001,P0003,Groceries,East,127,69,49,66.28,86.65,0,Snowy,0,85.19,Winter,352,56.02
2022-03-19,S001,P0004,Toys,South,354,199,87,207.27,30.52,1,Snowy,0,30.61,Autumn,497,23.0
2022-03-19,S001,P0005,Groceries,East,337,32,50,24.27,83.23,1,Cloudy,0,82.48,Summer,319,42.62
2022-03-19,S001,P0006,Furniture,East,394,258,82,252.76,15.16,0,Snowy,0,16.15,Winter,365,11.06
2022-03-19,S001,P0007,Clothing,South,291,236,33,226.48,61.94,1,Snowy,1,60.89,Summer,379,49.04
2022-03-19,S001,P0008,Electronics,West,367,83,71,75.2,16.62,1,Snowy,1,16.27,Winter,251,12.54
2022-03-19,S001,P0009,Toys,East,222,66,30,71.67,88.12,1,Rainy,1,87.74,Summer,242,69.33
2022-03-19,S001,P0010,Toys,West,348,203,134,194.18,16.21,1,Cloudy,0,12.34,Autumn,421,11.22
2022-03-19,S001,P0011,Furniture,West,187,185,73,193.28,41.16,1,Cloudy,1,39.35,Winter,259,28.18
2022-03-19,S001,P0012,Furniture,West,348,318,114,320.07,64.97,1,Sunny,1,65.32,Autumn,445,51.67
2022-03-19,S001,P0013,Clothing,North,241,72,81,80.71,50.45,0,Cloudy,0,53.38,Autumn,220,30.57
2022-03-19,S001,P0014,Clothing,East,113,46,54,37.0,76.29,1,Snowy,0,74.97,Spring,211,49.08
2022-03-19,S001,P0015,Clothing,North,326,260,141,276.14,36.34,1,Rainy,0,39.87,Summer,357,19.37
2022-03-19,S001,P0016,Groceries,West,180,50,126,63.43,56.69,1,Snowy,0,52.17,Winter,325,36.5
2022-03-19,S001,P0017,Clothing,North,251,15,84,20.6,48.5,1,Rainy,1,44.54,Autumn,74,36.96
2022-03-19,S001,P0018,Clothing,East,164,35,56,28.09,10.58,0,Rainy,0,13.97,Summer,183,7.22
2022-03-19,S001,P0019,Electronics,South,436,283,83,292.08,92.52,1,Snowy,1,93.77,Autumn,535,63.19
2022-03-19,S001,P0020,Groceries,North,199,194,73,195.29,71.5,0,Sunny,0,68.25,Summer,254,42.39
2022-03-19,S002,P0001,Toys,North,86,83,64,95.81,63.1,1,Rainy,1,63.24,Autumn,217,32.19
2022-03-19,S002,P0002,Electronics,West,65,22,106,35.38,70.87,1,Rainy,1,71.26,Summer,220,47.86
2022-03-19,S002,P0003,Clothing,East,190,54,164,69.48,30.53,0,Rainy,1,34.7,Autumn,317,18.71
2022-03-19,S002,P0004,Furniture,North,63,13,60,24.06,12.36,0,Cloudy,1,8.35,Summer,235,9.65
2022-03-19,S002,P0005,Electronics,East,322,291,130,301.25,51.94,1,Snowy,0,48.99,Autumn,475,29.75
2022-03-19,S002,P0006,Toys,East,133,104,112,102.95,95.94,1,Rainy,1,98.4,Autumn,400,49.12
2022-03-19,S002,P0007,Clothing,South,245,93,131,85.28,63.61,0,Sunny,1,58.76,Autumn,351,50.14
2022-03-19,S002,P0008,Electronics,West,102,92,117,93.09,74.73,1,Snowy,1,76.26,Summer,333,52.99
2022-03-19,S002,P0009,Furniture,North,166,154,175,165.29,27.44,1,Sunny,1,25.59,Winter,329,15.68
2022-03-19,S002,P0010,Toys,North,483,388,75,400.6,37.86,1,Snowy,1,41.06,Winter,501,23.83
2022-03-19,S002,P0011,Electronics,South,244,171,79,163.26,94.02,0,Cloudy,1,97.69,Spring,222,73.13
2022-03-19,S002,P0012,Furniture,West,111,42,87,36.6,26.92,1,Snowy,0,26.48,Summer,167,16.66
2022-03-19,S002,P0013,Electronics,South,467,158,70,161.63,62.17,1,Rainy,1,61.45,Summer,328,44.07
2022-03-19,S002,P0014,Groceries,North,363,212,28,225.26,72.81,1,Snowy,0,77.07,Summer,303,39.07
2022-03-19,S002,P0015,Clothing,East,266,26,28,32.12,62.88,1,Rainy,1,58.52,Winter,285,38.04
2022-03-19,S002,P0016,Groceries,North,390,255,26,260.88,78.16,1,Snowy,0,76.69,Spring,358,45.86
2022-03-19,S002,P0017,Furniture,South,219,9,23,0.81,91.64,1,Cloudy,1,91.33,Spring,133,53.98
2022-03-19,S002,P0018,Groceries,South,377,49,36,63.92,10.75,1,Snowy,0,10.08,Winter,114,6.68
2022-03-19,S002,P0019,Electronics,East,121,58,120,52.3,88.97,0,Cloudy,1,85.84,Spring,348,69.19
2022-03-19,S002,P0020,Electronics,East,206,142,122,135.81,37.58,0,Snowy,1,33.47,Autumn,434,23.12
2022-03-19,S003,P0001,Clothing,South,99,85,95,88.02,46.53,1,Sunny,0,47.49,Spring,152,24.93
2022-03-19,S003,P0002,Furniture,North,103,30,84,39.16,59.55,1,Snowy,0,55.47,Summer,306,44.58
2022-03-19,S003,P0003,Groceries,North,491,267,192,281.21,25.45,1,Snowy,0,30.15,Spring,561,16.02
2022-03-19,S003,P0004,Clothing,West,465,187,55,178.89,36.83,1,Snowy,1,40.87,Summer,423,28.99
2022-03-19,S003,P0005,Furniture,South,256,66,185,58.87,29.39,1,Sunny,0,31.42,Winter,205,15.53
2022-03-19,S003,P0006,Electronics,East,405,54,54,62.36,47.1,1,Sunny,0,45.69,Summer,247,28.94
2022-03-19,S003,P0007,Electronics,South,224,167,23,165.63,10.44,1,Snowy,1,8.52,Summer,222,6.64
2022-03-19,S003,P0008,Furniture,North,128,21,158,28.14,39.45,1,Sunny,1,39.81,Autumn,255,27.64
2022-03-19,S003,P0009,Clothing,East,193,185,147,187.27,41.29,1,Sunny,0,36.48,Autumn,342,20.95
2022-03-19,S003,P0010,Furniture,East,60,19,131,34.09,26.78,1,Snowy,1,24.49,Summer,303,19.92
2022-03-19,S003,P0011,Toys,East,113,79,46,97.87,59.09,0,Sunny,0,54.82,Winter,303,35.95
2022-03-19,S003,P0012,Toys,South,167,58,63,49.03,90.52,0,Snowy,1,95.45,Spring,346,71.84
2022-03-19,S003,P0013,Clothing,West,95,86,172,87.86,97.96,1,Sunny,1,102.82,Autumn,183,56.21
2022-03-19,S003,P0014,Furniture,West,255,103,185,117.21,94.59,1,Sunny,1,91.68,Summer,194,55.03
2022-03-19,S003,P0015,Groceries,East,220,2,86,11.32,39.29,0,Sunny,0,36.75,Summer,127,28.03
2022-03-19,S003,P0016,Furniture,South,321,241,153,245.99,53.49,1,Sunny,1,50.03,Spring,478,42.22
2022-03-19,S003,P0017,Groceries,West,371,301,85,291.24,38.93,1,Sunny,0,42.79,Autumn,427,26.87
2022-03-19,S003,P0018,Toys,South,413,103,38,112.34,26.82,0,Sunny,0,24.64,Spring,284,18.54
2022-03-19,S003,P0019,Furniture,East,207,33,119,25.95,47.96,1,Snowy,1,44.31,Summer,313,38.19
2022-03-19,S003,P0020,Toys,East,272,111,155,107.77,69.52,1,Sunny,0,66.64,Spring,406,37.11
2022-03-19,S004,P0001,Electronics,North,151,81,160,90.36,10.7,1,Cloudy,0,14.68,Summer,260,5.63
2022-03-19,S004,P0002,Clothing,West,275,235,47,252.34,41.21,1,Cloudy,1,40.8,Autumn,502,28.73
2022-03-19,S004,P0003,Electronics,South,263,83,170,75.23,79.91,1,Rainy,0,74.97,Summer,191,42.89
2022-03-19,S004,P0004,Electronics,North,352,306,196,301.46,75.12,1,Snowy,1,76.17,Summer,510,39.81
2022-03-19,S004,P0005,Toys,North,316,99,176,92.0,39.28,1,Rainy,1,37.24,Spring,175,25.24
2022-03-19,S004,P0006,Groceries,South,116,76,71,67.48,35.97,0,Rainy,1,35.46,Summer,204,28.36
2022-03-19,S004,P0007,Electronics,South,422,138,170,153.27,61.49,1,Sunny,1,61.58,Autumn,259,42.84
2022-03-19,S004,P0008,Toys,North,189,4,89,4.52,49.15,1,Sunny,0,48.5,Spring,60,26.89
2022-03-19,S004,P0009,Toys,South,169,78,162,87.4,84.19,1,Snowy,1,88.24,Spring,318,53.49
2022-03-19,S004,P0010,Clothing,East,394,299,64,301.77,51.49,1,Rainy,0,53.59,Summer,459,35.31
2022-03-19,S004,P0011,Electronics,East,87,43,181,46.6,18.17,1,Snowy,1,15.36,Summer,211,13.31
2022-03-19,S004,P0012,Furniture,West,330,295,144,296.03,85.5,1,Sunny,1,81.98,Winter,518,63.35
2022-03-19,S004,P0013,Groceries,South,473,165,59,184.73,93.14,1,Cloudy,1,93.83,Winter,277,58.02
2022-03-19,S004,P0014,Furniture,West,189,77,176,85.46,18.35,0,Snowy,0,20.28,Spring,358,12.45
2022-03-19,S004,P0015,Groceries,East,334,59,187,72.99,62.77,0,Snowy,0,67.49,Autumn,232,39.34
2022-03-19,S004,P0016,Furniture,West,450,320,57,312.8,39.96,1,Cloudy,1,43.62,Autumn,381,21.06
