Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Visitors,Cost,Profit Margine,Margine Percentage,Demand Ratio,Inventory Pressure,Competitor Price Gap,Discounted Price,Revenue,Conversion Ratio,Price-Demand Ratio,Stock Remaining,Traffic Intensity,Time-Based Feature,Last Sale Feature
01-07-2022,S002,P0008,Toys,South,253,159,127,167.16,69.24,10,Cloudy,0,69.37,Winter,277,51.77,0.252310803,25.2310803,0.204624506,0.203818898,-0.13,62.316,11009.16,0.57400722,0.435471698,94,1.09486166,7,#NAME?
01-07-2022,S002,P0009,Electronics,North,416,100,23,115.25,58.75,5,Sunny,1,57.78,Winter,213,43.97,0.251574468,25.15744681,0.105697115,0.105443645,0.97,55.8125,5875,0.469483568,0.5875,316,0.512019231,7,#NAME?
01-07-2022,S002,P0010,Groceries,South,428,141,114,148.83,74.42,10,Sunny,0,76.13,Summer,440,51.46,0.308519215,30.85192153,0.120233645,0.11995338,-1.71,66.978,10493.22,0.320454545,0.527801418,287,1.028037383,7,#NAME?
01-07-2022,S002,P0011,Clothing,South,134,79,85,96.75,41.4,20,Snowy,0,45.13,Spring,142,27.31,0.340338164,34.03381643,0.20380597,0.202296296,-3.73,33.12,3270.6,0.556338028,0.524050633,55,1.059701493,7,#NAME?
01-07-2022,S002,P0012,Electronics,North,209,180,103,172.67,71.68,5,Sunny,0,74.58,Spring,279,53.67,0.25125558,25.12555804,0.256794258,0.255571429,-2.9,68.096,12902.4,0.64516129,0.398222222,29,1.33492823,7,#NAME?
01-07-2022,S002,P0013,Clothing,South,271,42,181,44.97,38.13,5,Cloudy,1,36.55,Winter,245,23.04,0.395751377,39.57513769,0.08501845,0.084705882,1.58,36.2235,1601.46,0.171428571,0.907857143,229,0.904059041,7,#NAME?
01-07-2022,S002,P0014,Furniture,West,420,106,168,104.34,89.22,5,Rainy,0,88.98,Spring,227,59.4,0.334229993,33.42299933,0.141428571,0.141092637,0.24,84.759,9457.32,0.466960352,0.841698113,314,0.54047619,7,#NAME?
01-07-2022,S002,P0015,Toys,South,109,11,72,13.46,19.02,10,Rainy,0,20.16,Autumn,129,14.47,0.239221872,23.92218717,0.132752294,0.131545455,-1.14,17.118,209.22,0.085271318,1.729090909,98,1.183486239,7,#NAME?
01-07-2022,S002,P0016,Furniture,East,457,261,147,276.7,62.51,10,Snowy,0,61.3,Spring,445,33.23,0.468405055,46.84050552,0.072713348,0.072554585,1.21,56.259,16315.11,0.586516854,0.239501916,196,0.973741794,7,#NAME?
01-07-2022,S002,P0017,Furniture,East,449,110,98,109.42,63.55,0,Cloudy,0,61.91,Spring,286,32.34,0.491109363,49.11093627,0.072026726,0.071866667,1.64,63.55,6990.5,0.384615385,0.577727273,339,0.636971047,7,#NAME?
01-07-2022,S002,P0018,Groceries,East,209,4,51,3.2,92.1,10,Sunny,1,89.55,Autumn,69,71.1,0.228013029,22.80130293,0.340191388,0.338571429,2.55,82.89,368.4,0.057971014,23.025,205,0.330143541,7,#NAME?
01-07-2022,S002,P0019,Electronics,East,348,71,123,77.47,77.96,0,Snowy,1,76.95,Spring,303,55.73,0.285146229,28.51462288,0.160143678,0.159684814,1.01,77.96,5535.16,0.234323432,1.098028169,277,0.870689655,7,#NAME?
01-07-2022,S002,P0020,Electronics,North,466,186,156,187.43,50.35,0,Rainy,0,54.33,Autumn,313,33.85,0.327706058,32.77060576,0.072639485,0.07248394,-3.98,50.35,9365.1,0.594249201,0.270698925,280,0.67167382,7,#NAME?
01-07-2022,S003,P0001,Toys,North,354,192,80,182.35,15.22,0,Sunny,0,12.31,Autumn,342,8.25,0.457950066,45.79500657,0.023305085,0.023239437,2.91,15.22,2922.24,0.561403509,0.079270833,162,0.966101695,7,#NAME?
01-07-2022,S003,P0002,Groceries,East,152,152,178,163.17,40.37,10,Rainy,1,39.42,Summer,257,32.23,0.201634877,20.16348774,0.212039474,0.210653595,0.95,36.333,6136.24,0.591439689,0.265592105,0,1.690789474,7,#NAME?
01-07-2022,S003,P0003,Toys,West,113,62,190,68.9,85.35,15,Rainy,1,80.52,Summer,216,50.82,0.40456942,40.456942,0.449734513,0.445789474,4.83,72.5475,5291.7,0.287037037,1.376612903,51,1.911504425,7,#NAME?
01-07-2022,S003,P0004,Groceries,North,439,380,56,386.15,38.96,0,Snowy,1,38.13,Summer,561,20.22,0.48100616,48.10061602,0.046059226,0.045954545,0.83,38.96,14804.8,0.677361854,0.102526316,59,1.277904328,7,#NAME?
01-07-2022,S003,P0005,Clothing,West,88,27,77,34.81,49,15,Rainy,0,48.38,Autumn,304,30.85,0.370408163,37.04081633,0.350568182,0.346629213,0.62,41.65,1323,0.088815789,1.814814815,61,3.454545455,7,#NAME?
01-07-2022,S003,P0006,Electronics,North,334,248,77,251.2,99.21,15,Cloudy,1,94.53,Summer,345,51.55,0.480395121,48.03951215,0.154341317,0.153880597,4.68,84.3285,24604.08,0.71884058,0.400040323,86,1.032934132,7,#NAME?
01-07-2022,S003,P0007,Toys,North,237,58,64,52.94,69.28,15,Rainy,0,72.58,Summer,355,45.15,0.348296767,34.82967667,0.190506329,0.189705882,-3.3,58.888,4018.24,0.163380282,1.194482759,179,1.497890295,7,#NAME?
01-07-2022,S003,P0008,Groceries,North,236,176,59,192.39,67.03,20,Sunny,1,70.15,Autumn,242,41.85,0.375652693,37.56526928,0.177330508,0.176582278,-3.12,53.624,11797.28,0.727272727,0.380852273,60,1.025423729,7,#NAME?
01-07-2022,S003,P0009,Clothing,South,261,242,142,257.53,51.58,15,Snowy,0,51.43,Autumn,402,36.89,0.28480031,28.48003102,0.141340996,0.140801527,0.15,43.843,12482.36,0.60199005,0.213140496,19,1.540229885,7,#NAME?
01-07-2022,S003,P0010,Toys,South,142,130,106,144.1,95.88,0,Snowy,0,91.59,Winter,343,61.77,0.355757196,35.57571965,0.435,0.431958042,4.29,95.88,12464.4,0.379008746,0.737538462,12,2.415492958,7,#NAME?
01-07-2022,S003,P0011,Furniture,North,286,188,138,204.49,17.25,0,Snowy,0,14.76,Spring,307,12.19,0.293333333,29.33333333,0.042622378,0.042473868,2.49,17.25,3243,0.61237785,0.091755319,98,1.073426573,7,#NAME?
01-07-2022,S003,P0012,Furniture,West,372,75,161,84.59,46.64,5,Snowy,1,45.17,Winter,204,27.46,0.411234991,41.12349914,0.073817204,0.073619303,1.47,44.308,3498,0.367647059,0.621866667,297,0.548387097,7,#NAME?
01-07-2022,S003,P0013,Groceries,South,404,371,168,363.72,95.91,10,Cloudy,1,93.61,Winter,513,52.75,0.450005213,45.00052132,0.130569307,0.130246914,2.3,86.319,35582.61,0.723196881,0.25851752,33,1.26980198,7,#NAME?
01-07-2022,S003,P0014,Toys,West,132,6,43,21.47,86.41,10,Snowy,0,86.44,Winter,283,60.44,0.300543919,30.05439185,0.457878788,0.45443609,-0.03,77.769,518.46,0.021201413,14.40166667,126,2.143939394,7,#NAME?
01-07-2022,S003,P0015,Toys,East,203,173,99,166.41,73.12,5,Snowy,0,73.28,Summer,260,54.07,0.260530635,26.05306346,0.26635468,0.26504902,-0.16,69.464,12649.76,0.665384615,0.42265896,30,1.280788177,7,#NAME?
01-07-2022,S003,P0016,Toys,South,376,271,37,286.22,39.28,15,Rainy,1,41.51,Spring,421,24.44,0.377800407,37.78004073,0.065,0.064827586,-2.23,33.388,10644.88,0.643705463,0.144944649,105,1.119680851,7,#NAME?
01-07-2022,S003,P0017,Furniture,South,172,151,170,165.5,78.91,0,Cloudy,0,78.6,Spring,440,39.83,0.495247751,49.52477506,0.231569767,0.230231214,0.31,78.91,11915.41,0.343181818,0.522582781,21,2.558139535,7,#NAME?
01-07-2022,S003,P0018,Toys,East,472,35,109,45.54,55.32,10,Rainy,1,52.19,Winter,146,33.55,0.393528561,39.35285611,0.071080508,0.070930233,3.13,49.788,1936.2,0.239726027,1.580571429,437,0.309322034,7,#NAME?
01-07-2022,S003,P0019,Clothing,South,231,190,138,184.03,97.08,20,Sunny,1,97.51,Spring,360,50.18,0.483106716,48.31067161,0.217229437,0.216293103,-0.43,77.664,18445.2,0.527777778,0.510947368,41,1.558441558,7,#NAME?
01-07-2022,S003,P0020,Clothing,West,272,131,176,126.88,34.38,10,Rainy,0,30.13,Spring,228,25.18,0.26759744,26.75974404,0.092573529,0.092234432,4.25,30.942,4503.78,0.574561404,0.262442748,141,0.838235294,7,#NAME?
01-07-2022,S004,P0001,Clothing,West,267,242,107,232.9,77.96,20,Rainy,1,82.64,Autumn,301,40.17,0.484735762,48.47357619,0.150449438,0.14988806,-4.68,62.368,18866.32,0.803986711,0.32214876,25,1.127340824,7,#NAME?
01-07-2022,S004,P0002,Groceries,North,276,198,101,192.06,55.94,10,Sunny,0,57.97,Spring,480,30.16,0.460850912,46.08509117,0.109275362,0.108880866,-2.03,50.346,11076.12,0.4125,0.282525253,78,1.739130435,7,#NAME?
01-07-2022,S004,P0003,Furniture,East,205,137,42,143.7,26.9,10,Sunny,0,29.54,Winter,222,17.44,0.351672862,35.16728625,0.085073171,0.084660194,-2.64,24.21,3685.3,0.617117117,0.196350365,68,1.082926829,7,#NAME?
01-07-2022,S004,P0004,Electronics,North,302,153,69,153.84,67.25,15,Snowy,0,69.52,Summer,359,41.34,0.38527881,38.52788104,0.136887417,0.136435644,-2.27,57.1625,10289.25,0.426183844,0.439542484,149,1.188741722,7,#NAME?
01-07-2022,S004,P0005,Electronics,East,445,55,74,52.89,15.07,10,Cloudy,1,12.1,Autumn,310,11.24,0.254147313,25.41473125,0.025258427,0.025201794,2.97,13.563,828.85,0.177419355,0.274,390,0.696629213,7,#NAME?
01-07-2022,S004,P0006,Furniture,West,66,65,83,78.39,36.98,15,Rainy,1,39.99,Summer,118,27.67,0.251757707,25.17577069,0.419242424,0.412985075,-3.01,31.433,2403.7,0.550847458,0.568923077,1,1.787878788,7,#NAME?
01-07-2022,S004,P0007,Electronics,North,299,90,102,91.6,51.75,10,Snowy,0,54.12,Autumn,183,29.77,0.4247343,42.47342995,0.099565217,0.099233333,-2.37,46.575,4657.5,0.491803279,0.575,209,0.612040134,7,#NAME?
01-07-2022,S004,P0008,Electronics,East,53,1,173,8.73,56.41,0,Snowy,0,51.55,Autumn,106,42.21,0.251728417,25.17284169,0.796415094,0.781666667,4.86,56.41,56.41,0.009433962,56.41,52,2,7,#NAME?
01-07-2022,S004,P0009,Electronics,West,211,105,110,108.48,11.71,0,Rainy,1,10.02,Autumn,196,6.21,0.469684031,46.96840307,0.02943128,0.029292453,1.69,11.71,1229.55,0.535714286,0.11152381,106,0.928909953,7,#NAME?
01-07-2022,S004,P0010,Toys,South,215,5,69,4.36,53.94,10,Snowy,0,50.29,Summer,282,35.84,0.335558027,33.55580274,0.166697674,0.165925926,3.65,48.546,269.7,0.017730496,10.788,210,1.311627907,7,#NAME?
01-07-2022,S004,P0011,Toys,South,141,42,97,58.84,30.62,20,Cloudy,1,29.6,Summer,205,17.64,0.423905944,42.39059438,0.125106383,0.124225352,1.02,24.496,1286.04,0.204878049,0.729047619,99,1.453900709,7,#NAME?
01-07-2022,S004,P0012,Furniture,West,52,24,107,16.08,60.07,10,Rainy,1,63.32,Spring,310,48.02,0.200599301,20.05993008,0.923461538,0.906037736,-3.25,54.063,1441.68,0.077419355,2.502916667,28,5.961538462,7,#NAME?
01-07-2022,S004,P0013,Electronics,North,342,157,123,147.72,25.08,5,Rainy,1,27.05,Summer,347,18.67,0.255582137,25.55821372,0.054590643,0.054431487,-1.97,23.826,3937.56,0.452449568,0.159745223,185,1.014619883,7,#NAME?
01-07-2022,S004,P0014,Clothing,West,255,78,171,86.75,24.78,20,Sunny,0,20.18,Summer,301,13.97,0.436238902,43.62389023,0.054784314,0.054570313,4.6,19.824,1932.84,0.259136213,0.317692308,177,1.180392157,7,#NAME?
01-07-2022,S004,P0015,Electronics,South,71,57,20,63.65,92.52,10,Snowy,0,93.4,Winter,316,54.25,0.413640294,41.3640294,0.764084507,0.753472222,-0.88,83.268,5273.64,0.180379747,1.623157895,14,4.450704225,7,#NAME?
01-07-2022,S004,P0016,Toys,East,445,351,90,354.59,71.41,20,Rainy,0,68.81,Winter,561,50.6,0.291415768,29.14157681,0.113707865,0.113452915,2.6,57.128,25064.91,0.625668449,0.203447293,94,1.260674157,7,#NAME?
01-07-2022,S004,P0017,Toys,South,341,149,102,160.34,13.06,5,Sunny,0,9.17,Autumn,219,10,0.234303216,23.43032159,0.029325513,0.029239766,3.89,12.407,1945.94,0.680365297,0.087651007,192,0.642228739,7,#NAME?
01-07-2022,S004,P0018,Groceries,West,306,72,31,71.56,46.99,0,Cloudy,1,48.11,Autumn,329,31.47,0.330283039,33.02830389,0.102843137,0.102508143,-1.12,46.99,3383.28,0.218844985,0.652638889,234,1.075163399,7,#NAME?
01-07-2022,S004,P0019,Clothing,North,223,163,177,168.08,77.5,10,Rainy,0,77.08,Winter,291,53.24,0.313032258,31.30322581,0.238744395,0.237678571,0.42,69.75,12632.5,0.560137457,0.475460123,60,1.304932735,7,#NAME?
01-07-2022,S004,P0020,Clothing,West,103,76,125,90.45,31.67,10,Sunny,0,36.34,Spring,371,17.34,0.452478686,45.24786865,0.168349515,0.166730769,-4.67,28.503,2406.92,0.204851752,0.416710526,27,3.601941748,7,#NAME?
01-07-2022,S005,P0001,Furniture,West,249,238,114,237.15,47.2,20,Snowy,1,43.29,Winter,472,37.1,0.213983051,21.39830508,0.148995984,0.1484,3.91,37.76,11233.6,0.504237288,0.198319328,11,1.895582329,7,#NAME?
01-07-2022,S005,P0002,Groceries,East,408,396,123,402.62,50.46,5,Rainy,1,54.84,Summer,514,37.7,0.252873563,25.28735632,0.092401961,0.092176039,-4.38,47.937,19982.16,0.770428016,0.127424242,12,1.259803922,7,#NAME?
01-07-2022,S005,P0003,Toys,East,323,104,75,102.75,97.65,5,Rainy,1,102.48,Summer,223,57.97,0.406349206,40.63492063,0.179473684,0.178919753,-4.83,92.7675,10155.6,0.466367713,0.938942308,219,0.690402477,7,#NAME?
01-07-2022,S005,P0004,Furniture,South,490,244,82,260.46,87.27,10,Sunny,1,88,Winter,523,45.66,0.47679615,47.67961499,0.093183673,0.09299389,-0.73,78.543,21293.88,0.466539197,0.357663934,246,1.067346939,7,#NAME?
01-07-2022,S005,P0005,Clothing,West,64,25,134,24.87,46.25,0,Snowy,1,42.16,Spring,141,26.02,0.437405405,43.74054054,0.4065625,0.400307692,4.09,46.25,1156.25,0.177304965,1.85,39,2.203125,7,#NAME?
01-07-2022,S005,P0006,Electronics,West,262,128,139,146.83,95.22,0,Sunny,1,93.32,Winter,225,67.38,0.292375551,29.23755514,0.257175573,0.256197719,1.9,95.22,12188.16,0.568888889,0.74390625,134,0.858778626,7,#NAME?
01-07-2022,S005,P0007,Furniture,South,58,44,178,35.89,15.83,5,Sunny,0,19.07,Autumn,297,10.42,0.341756159,34.17561592,0.179655172,0.176610169,-3.24,15.0385,696.52,0.148148148,0.359772727,14,5.120689655,7,#NAME?
01-07-2022,S005,P0008,Toys,South,238,106,51,98.93,12.56,20,Snowy,1,11.54,Spring,383,6.68,0.468152866,46.81528662,0.028067227,0.027949791,1.02,10.048,1331.36,0.276762402,0.118490566,132,1.609243697,7,#NAME?
01-07-2022,S005,P0009,Toys,East,240,172,194,185.81,53.05,5,Sunny,0,50.35,Autumn,382,34.13,0.356644675,35.66446748,0.142208333,0.141618257,2.7,50.3975,9124.6,0.45026178,0.308430233,68,1.591666667,7,#NAME?
01-07-2022,S005,P0010,Furniture,South,344,220,75,223.04,85.06,20,Snowy,1,84.79,Summer,305,58.34,0.314131202,31.41312015,0.169593023,0.169101449,0.27,68.048,18713.2,0.721311475,0.386636364,124,0.886627907,7,#NAME?
01-07-2022,S005,P0011,Furniture,North,301,208,145,222.05,34.56,20,Snowy,1,34.37,Spring,418,23.46,0.321180556,32.11805556,0.077940199,0.077682119,0.19,27.648,7188.48,0.497607656,0.166153846,93,1.388704319,7,#NAME?
01-07-2022,S005,P0012,Clothing,West,184,100,193,95.26,55.05,15,Snowy,0,59.15,Autumn,308,39.85,0.276112625,27.61126249,0.216576087,0.215405405,-4.1,46.7925,5505,0.324675325,0.5505,84,1.673913043,7,#NAME?
01-07-2022,S005,P0013,Furniture,East,170,53,30,51.67,25.83,10,Cloudy,0,28.41,Spring,251,16.37,0.366240805,36.62408053,0.096294118,0.095730994,-2.58,23.247,1368.99,0.211155378,0.487358491,117,1.476470588,7,#NAME?
01-07-2022,S005,P0014,Groceries,North,318,79,95,90.85,17.62,0,Sunny,0,17.6,Summer,155,12.21,0.307037457,30.70374574,0.038396226,0.038275862,0.02,17.62,1391.98,0.509677419,0.223037975,239,0.487421384,7,#NAME?
01-07-2022,S005,P0015,Groceries,East,328,77,70,92.71,49.01,20,Rainy,1,48.32,Winter,345,31.11,0.365231585,36.52315854,0.094847561,0.094559271,0.69,39.208,3773.77,0.223188406,0.636493506,251,1.051829268,7,#NAME?
01-07-2022,S005,P0016,Clothing,East,260,225,185,219.79,42.93,10,Sunny,0,46.82,Winter,346,30.46,0.290472863,29.04728628,0.117153846,0.116704981,-3.89,38.637,9659.25,0.650289017,0.1908,35,1.330769231,7,#NAME?
01-07-2022,S005,P0017,Electronics,East,222,88,98,99.84,88.04,10,Sunny,1,90.71,Winter,385,69.36,0.212176284,21.21762835,0.312432432,0.31103139,-2.67,79.236,7747.52,0.228571429,1.000454545,134,1.734234234,7,#NAME?
01-07-2022,S005,P0018,Groceries,North,263,143,200,152.88,65.76,0,Cloudy,0,70.4,Summer,293,38.28,0.417883212,41.78832117,0.145551331,0.145,-4.64,65.76,9403.68,0.488054608,0.45986014,120,1.114068441,7,#NAME?
01-07-2022,S005,P0019,Electronics,South,187,15,44,20.77,65.85,20,Cloudy,1,63.42,Autumn,254,48.4,0.264996203,26.49962035,0.258823529,0.257446809,2.43,52.68,987.75,0.059055118,4.39,172,1.35828877,7,#NAME?
01-07-2022,S005,P0020,Toys,East,452,21,54,16.46,84.25,20,Sunny,0,81.02,Autumn,166,61.52,0.269792285,26.97922849,0.136106195,0.13580574,3.23,67.4,1769.25,0.126506024,4.011904762,431,0.367256637,7,#NAME?
02-07-2022,S001,P0001,Groceries,East,61,8,20,-1.43,42.42,0,Cloudy,0,40.55,Autumn,185,27.6,0.349363508,34.93635078,0.452459016,0.44516129,1.87,42.42,339.36,0.043243243,5.3025,53,3.032786885,7,#NAME?
02-07-2022,S001,P0002,Groceries,South,279,62,63,80.68,27.39,15,Sunny,1,30.82,Winter,137,17.94,0.345016429,34.50164294,0.064301075,0.064071429,-3.43,23.2815,1698.18,0.452554745,0.441774194,217,0.491039427,7,#NAME?
02-07-2022,S001,P0003,Clothing,South,324,190,173,208.85,48.31,20,Rainy,0,50.14,Winter,305,25.47,0.472779963,47.27799627,0.078611111,0.078369231,-1.83,38.648,9178.9,0.62295082,0.254263158,134,0.941358025,7,#NAME?
02-07-2022,S001,P0004,Toys,North,497,210,31,224.6,27.04,15,Sunny,0,23.95,Autumn,399,17.09,0.367973373,36.79733728,0.034386318,0.034317269,3.09,22.984,5678.4,0.526315789,0.128761905,287,0.802816901,7,#NAME?
02-07-2022,S001,P0005,Electronics,South,310,201,142,209.45,47.5,0,Sunny,0,45.62,Winter,272,37.23,0.216210526,21.62105263,0.120096774,0.119710611,1.88,47.5,9547.5,0.738970588,0.236318408,109,0.877419355,7,#NAME?
02-07-2022,S001,P0006,Groceries,East,121,63,164,81.01,90.17,5,Rainy,0,89.74,Winter,129,65.53,0.273261617,27.32616169,0.541570248,0.537131148,0.43,85.6615,5680.71,0.488372093,1.431269841,58,1.066115702,7,#NAME?
02-07-2022,S001,P0007,Toys,East,222,142,134,134.96,72.67,5,Sunny,0,69.84,Summer,198,43.08,0.407183157,40.71831567,0.194054054,0.193183857,2.83,69.0365,10319.14,0.717171717,0.511760563,80,0.891891892,7,#NAME?
02-07-2022,S001,P0008,Toys,West,121,45,30,58.36,97.55,0,Rainy,1,93.54,Winter,201,53.68,0.449718093,44.97180933,0.443636364,0.44,4.01,97.55,4389.75,0.223880597,2.167777778,76,1.661157025,7,#NAME?
02-07-2022,S001,P0009,Furniture,East,257,163,79,169.8,27.2,20,Snowy,1,26.11,Summer,280,15.12,0.444117647,44.41176471,0.058832685,0.058604651,1.09,21.76,4433.6,0.582142857,0.166871166,94,1.089494163,7,#NAME?
02-07-2022,S001,P0010,Electronics,South,351,285,26,295.96,18.32,10,Cloudy,1,22.04,Winter,462,9.88,0.46069869,46.069869,0.028148148,0.028068182,-3.72,16.488,5221.2,0.616883117,0.064280702,66,1.316239316,7,#NAME?
02-07-2022,S001,P0011,Groceries,South,171,49,127,45.8,34.8,15,Cloudy,1,32.79,Summer,135,27.08,0.22183908,22.18390805,0.158362573,0.15744186,2.01,29.58,1705.2,0.362962963,0.710204082,122,0.789473684,7,#NAME?
02-07-2022,S001,P0012,Furniture,West,361,86,42,89.69,48.1,20,Sunny,1,49.05,Spring,173,33.74,0.298544699,29.85446985,0.093462604,0.09320442,-0.95,38.48,4136.6,0.497109827,0.559302326,275,0.479224377,7,#NAME?
02-07-2022,S001,P0013,Toys,East,66,12,87,25.9,77.77,5,Sunny,1,77.77,Spring,157,57.15,0.2651408,26.51407998,0.865909091,0.852985075,0,73.8815,933.24,0.076433121,6.480833333,54,2.378787879,7,#NAME?
02-07-2022,S001,P0014,Electronics,South,178,82,142,98.07,13.85,5,Rainy,1,15.81,Winter,270,7.51,0.457761733,45.77617329,0.042191011,0.041955307,-1.96,13.1575,1135.7,0.303703704,0.168902439,96,1.516853933,7,#NAME?
02-07-2022,S001,P0015,Groceries,East,119,64,110,58.6,70.47,0,Snowy,0,74.29,Summer,114,49.66,0.295302966,29.53029658,0.417310924,0.413833333,-3.82,70.47,4510.08,0.561403509,1.10109375,55,0.957983193,7,#NAME?
02-07-2022,S001,P0016,Toys,East,287,246,184,247.32,90.85,5,Sunny,0,95.04,Summer,448,67.43,0.257787562,25.77875619,0.234947735,0.234131944,-4.19,86.3075,22349.1,0.549107143,0.369308943,41,1.56097561,7,#NAME?
02-07-2022,S001,P0017,Groceries,West,66,64,174,59.04,91.85,10,Cloudy,1,87.15,Summer,155,47.98,0.477626565,47.76265651,0.726969697,0.716119403,4.7,82.665,5878.4,0.412903226,1.43515625,2,2.348484848,7,#NAME?
02-07-2022,S001,P0018,Clothing,North,363,276,25,285.25,78.07,20,Rainy,1,75.01,Winter,505,54.18,0.306007429,30.60074292,0.149256198,0.148846154,3.06,62.456,21547.32,0.546534653,0.282862319,87,1.391184573,7,#NAME?
02-07-2022,S001,P0019,Groceries,North,351,263,42,255.71,74.7,10,Sunny,1,72.91,Summer,464,54.11,0.275635877,27.56358768,0.154159544,0.153721591,1.79,67.23,19646.1,0.566810345,0.284030418,88,1.321937322,7,#NAME?
02-07-2022,S001,P0020,Clothing,West,283,137,20,129.29,80.49,15,Sunny,1,82.01,Autumn,367,45.62,0.433221518,43.32215182,0.161201413,0.160633803,-1.52,68.4165,11027.13,0.373297003,0.587518248,146,1.296819788,7,#NAME?
02-07-2022,S002,P0001,Electronics,South,124,5,149,8.65,20.52,15,Cloudy,1,17.74,Autumn,289,11.39,0.444931774,44.49317739,0.091854839,0.09112,2.78,17.442,102.6,0.017301038,4.104,119,2.330645161,7,#NAME?
02-07-2022,S002,P0002,Groceries,West,240,85,46,81.45,84.28,15,Sunny,1,83.37,Summer,318,54.81,0.349667774,34.96677741,0.228375,0.227427386,0.91,71.638,7163.8,0.267295597,0.991529412,155,1.325,7,#NAME?
02-07-2022,S002,P0003,Toys,North,314,161,125,180.08,97.29,15,Snowy,0,100.45,Winter,273,66.93,0.312056738,31.20567376,0.213152866,0.21247619,-3.16,82.6965,15663.69,0.58974359,0.604285714,153,0.869426752,7,#NAME?
02-07-2022,S002,P0004,Clothing,East,281,201,141,194.66,64.49,10,Snowy,1,64.63,Summer,331,37.47,0.418979687,41.89796868,0.133345196,0.13287234,-0.14,58.041,12962.49,0.607250755,0.320845771,80,1.177935943,7,#NAME?
02-07-2022,S002,P0005,Toys,North,281,101,68,92.17,76.69,10,Rainy,1,76.4,Spring,158,53.79,0.298604772,29.86047725,0.191423488,0.190744681,0.29,69.021,7745.69,0.639240506,0.759306931,180,0.56227758,7,#NAME?
02-07-2022,S002,P0006,Clothing,South,364,56,36,53.79,99.01,10,Sunny,0,97.46,Spring,292,73.91,0.253509746,25.35097465,0.203049451,0.202493151,1.55,89.109,5544.56,0.191780822,1.768035714,308,0.802197802,7,#NAME?
02-07-2022,S002,P0007,Electronics,East,178,4,120,4.12,91.54,0,Snowy,0,96.27,Spring,226,72.78,0.204937732,20.49377321,0.408876404,0.406592179,-4.73,91.54,366.16,0.017699115,22.885,174,1.269662921,7,#NAME?
02-07-2022,S002,P0008,Groceries,North,151,87,24,78.52,21.34,10,Sunny,1,16.65,Winter,163,15.21,0.287253983,28.72539831,0.100728477,0.100065789,4.69,19.206,1856.58,0.533742331,0.245287356,64,1.079470199,7,#NAME?
02-07-2022,S002,P0009,Furniture,South,336,132,86,150.71,98.53,0,Rainy,1,102.74,Autumn,233,74.46,0.244291079,24.42910789,0.221607143,0.220949555,-4.21,98.53,13005.96,0.566523605,0.746439394,204,0.693452381,7,#NAME?
02-07-2022,S002,P0010,Furniture,North,74,1,178,10.12,93.96,10,Snowy,0,95.65,Spring,196,53.36,0.432098765,43.20987654,0.721081081,0.711466667,-1.69,84.564,93.96,0.005102041,93.96,73,2.648648649,7,#NAME?
02-07-2022,S002,P0011,Toys,North,410,119,163,134.98,11.75,20,Sunny,0,9.8,Winter,259,6.62,0.436595745,43.65957447,0.016146341,0.016107056,1.95,9.4,1398.25,0.459459459,0.098739496,291,0.631707317,7,#NAME?
02-07-2022,S002,P0012,Clothing,East,208,139,98,157.22,79.6,5,Snowy,1,75.02,Autumn,274,62.65,0.212939698,21.29396985,0.301201923,0.299760766,4.58,75.62,11064.4,0.50729927,0.572661871,69,1.317307692,7,#NAME?
02-07-2022,S002,P0013,Groceries,South,275,165,35,161.89,88.69,10,Sunny,1,85.09,Autumn,230,63.47,0.284361258,28.43612583,0.2308,0.229963768,3.6,79.821,14633.85,0.717391304,0.537515152,110,0.836363636,7,#NAME?
02-07-2022,S002,P0014,Toys,North,342,40,183,58.72,42.44,20,Snowy,1,38.6,Spring,155,22.69,0.465362865,46.53628652,0.066345029,0.066151603,3.84,33.952,1697.6,0.258064516,1.061,302,0.453216374,7,#NAME?
02-07-2022,S002,P0015,Groceries,South,419,10,125,29.71,66.98,10,Sunny,0,69.92,Spring,64,42.02,0.372648552,37.26485518,0.100286396,0.100047619,-2.94,60.282,669.8,0.15625,6.698,409,0.15274463,7,#NAME?
02-07-2022,S002,P0016,Toys,South,485,149,111,140.39,63.78,10,Rainy,0,61.1,Autumn,280,42.62,0.331765444,33.17654437,0.087876289,0.087695473,2.68,57.402,9503.22,0.532142857,0.428053691,336,0.577319588,7,#NAME?
02-07-2022,S002,P0017,Groceries,East,86,8,169,3.03,81.47,5,Rainy,0,80.26,Winter,188,46.28,0.431938137,43.19381367,0.538139535,0.531954023,1.21,77.3965,651.76,0.042553191,10.18375,78,2.186046512,7,#NAME?
02-07-2022,S002,P0018,Clothing,West,405,400,166,397.06,96.35,20,Sunny,0,98.73,Spring,668,57.79,0.400207577,40.02075765,0.142691358,0.142339901,-2.38,77.08,38540,0.598802395,0.240875,5,1.649382716,7,#NAME?
02-07-2022,S002,P0019,Electronics,South,137,89,185,98.7,32.24,20,Snowy,1,37.05,Autumn,256,21.23,0.341501241,34.15012407,0.154963504,0.15384058,-4.81,25.792,2869.36,0.34765625,0.362247191,48,1.868613139,7,#NAME?
