date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday_promotion,competitor_pricing,seasonality,visitors,cost,profit_margin,margin_percent,demand_ratio,inventory_pressure,competitor_gap,discounted_price,revenue,conversion_rate,price_demand_ratio,stock_remaining,traffic_intensity,day_of_week,month,is_weekend
2022-03-01,S003,P0004,Furniture,East,168,13,51,29.18,43.0,1,Snowy,0,46.24,Autumn,128,28.52,14.48,0.33674418604651163,0.43074884029158383,0.07692307692307693,-3.240000000000002,0.0,0.0,0.10077519379844961,3.0714285714285716,155,0.757396449704142,1,3,0
2022-03-01,S003,P0005,Furniture,East,375,157,88,158.78,30.17,1,Snowy,0,26.7,Spring,212,22.75,7.420000000000002,0.24593967517401397,0.9826010764801603,0.4175531914893617,3.4700000000000024,0.0,0.0,0.7370892018779343,0.1909493670886076,218,0.5638297872340425,1,3,0
2022-03-01,S003,P0006,Clothing,South,438,426,92,419.68,85.74,1,Cloudy,1,88.98,Summer,533,46.65,39.089999999999996,0.4559132260321903,1.0126461918798135,0.9703872437357631,-3.240000000000009,0.0,0.0,0.797752808988764,0.20079625292740044,12,1.214123006833713,1,3,0
2022-03-01,S003,P0007,Furniture,West,114,27,128,35.43,66.19,0,Sunny,1,69.98,Winter,145,42.91,23.28,0.3517147605378456,0.741147405984079,0.23478260869565218,-3.7900000000000063,66.19,1787.1299999999999,0.18493150684931506,2.363928571428571,87,1.2608695652173914,1,3,0
2022-03-01,S003,P0008,Toys,East,470,69,184,73.56,41.7,0,Cloudy,1,44.07,Autumn,274,33.13,8.57,0.205515587529976,0.9254291845493562,0.1464968152866242,-2.3699999999999974,41.7,2877.3,0.2509090909090909,0.5957142857142858,401,0.5817409766454352,1,3,0
2022-03-01,S003,P0009,Toys,East,479,382,176,397.4,90.88,1,Snowy,1,90.46,Spring,493,58.18,32.699999999999996,0.3598151408450704,0.9588353413654619,0.7958333333333333,0.4200000000000017,0.0,0.0,0.7732793522267206,0.23728459530026108,97,1.0270833333333333,1,3,0
2022-03-01,S003,P0010,Groceries,North,376,284,91,300.85,55.95,1,Snowy,1,57.87,Autumn,502,32.12,23.830000000000005,0.42591599642537986,0.940864667881398,0.753315649867374,-1.9199999999999946,0.0,0.0,0.5646123260437376,0.19631578947368422,92,1.3315649867374004,1,3,0
2022-03-01,S003,P0011,Groceries,East,217,97,123,93.15,92.31,1,Rainy,0,96.79,Spring,343,72.16,20.150000000000006,0.21828620951142894,1.0302708443972384,0.44495412844036697,-4.480000000000004,0.0,0.0,0.2819767441860465,0.9419387755102041,120,1.573394495412844,1,3,0
2022-03-01,S003,P0012,Groceries,East,405,41,107,36.23,25.62,1,Sunny,0,27.54,Spring,172,20.16,5.460000000000001,0.21311475409836067,1.1012624227773302,0.10098522167487685,-1.9199999999999982,0.0,0.0,0.23699421965317918,0.61,364,0.4236453201970443,1,3,0
2022-03-01,S003,P0013,Groceries,South,446,427,78,425.5,63.81,1,Cloudy,0,60.33,Winter,694,47.88,15.93,0.24964739069111422,1.0011723329425557,0.9552572706935123,3.480000000000004,0.0,0.0,0.6143884892086331,0.14908878504672898,19,1.552572706935123,1,3,0
2022-03-01,S003,P0014,Toys,South,387,52,80,43.97,25.87,0,Cloudy,1,23.81,Autumn,313,14.78,11.090000000000002,0.4286818708929262,1.156326439848788,0.13402061855670103,2.0600000000000023,25.87,1345.24,0.16560509554140126,0.4881132075471698,335,0.8067010309278351,1,3,0
2022-03-01,S003,P0015,Furniture,East,190,169,30,177.12,99.36,1,Sunny,0,103.85,Summer,387,53.42,45.94,0.46235909822866345,0.9487985627666742,0.8848167539267016,-4.489999999999995,0.0,0.0,0.43556701030927836,0.5844705882352941,21,2.026178010471204,1,3,0
2022-03-01,S003,P0016,Furniture,West,490,272,25,281.88,35.59,1,Rainy,1,33.09,Winter,498,19.06,16.530000000000005,0.4644563079516719,0.9615384615384616,0.5539714867617108,2.5,0.0,0.0,0.5450901803607214,0.13036630036630037,218,1.0142566191446027,1,3,0
2022-03-01,S003,P0017,Clothing,South,438,193,46,205.9,70.94,1,Rainy,1,65.98,Spring,461,42.94,28.0,0.39469974626444887,0.9328177863702272,0.4396355353075171,4.959999999999994,0.0,0.0,0.41774891774891776,0.36567010309278347,245,1.0501138952164009,1,3,0
2022-03-01,S003,P0018,Electronics,South,162,143,179,160.82,98.0,1,Rainy,0,101.97,Winter,369,76.95,21.049999999999997,0.2147959183673469,0.8836979359782474,0.8773006134969326,-3.969999999999999,0.0,0.0,0.3864864864864865,0.6805555555555556,19,2.263803680981595,1,3,0
2022-03-01,S003,P0019,Toys,West,352,272,73,290.43,57.7,1,Rainy,0,57.54,Spring,525,36.47,21.230000000000004,0.3679376083188909,0.9333287581923618,0.7705382436260623,0.1600000000000037,0.0,0.0,0.5171102661596958,0.21135531135531135,80,1.4872521246458923,1,3,0
2022-03-01,S003,P0020,Furniture,North,451,294,172,294.99,34.13,1,Rainy,0,32.91,Autumn,414,27.02,7.110000000000003,0.20832112510987408,0.9932767998918882,0.6504424778761062,1.220000000000006,0.0,0.0,0.708433734939759,0.1156949152542373,157,0.915929203539823,1,3,0
2022-03-01,S004,P0001,Groceries,North,222,219,128,228.39,86.75,1,Rainy,1,85.88,Summer,399,51.98,34.77,0.400806916426513,0.9547059592833167,0.9820627802690582,0.8700000000000045,0.0,0.0,0.5475,0.39431818181818185,3,1.789237668161435,1,3,0
2022-03-01,S004,P0002,Toys,West,404,390,100,399.61,75.39,1,Cloudy,1,75.58,Summer,449,42.2,33.19,0.4402440641994959,0.9735153890317266,0.9629629629629629,-0.18999999999999773,0.0,0.0,0.8666666666666667,0.19281329923273657,14,1.108641975308642,1,3,0
2022-03-01,S004,P0003,Toys,East,285,263,128,273.51,97.13,1,Cloudy,0,94.88,Summer,410,51.48,45.65,0.46998867497168745,0.9580707442351827,0.9195804195804196,2.25,0.0,0.0,0.6399026763990268,0.36791666666666667,22,1.4335664335664335,1,3,0
2022-03-01,S004,P0004,Electronics,East,144,73,125,68.7,28.43,1,Sunny,0,27.12,Autumn,211,20.05,8.379999999999999,0.2947590573338023,1.0473457675753228,0.503448275862069,1.3099999999999987,0.0,0.0,0.3443396226415094,0.3841891891891892,71,1.4551724137931035,1,3,0
2022-03-01,S004,P0005,Clothing,West,257,227,165,219.02,72.68,1,Rainy,1,68.45,Spring,311,45.43,27.250000000000007,0.3749312052834343,1.031724388691937,0.8798449612403101,4.230000000000004,0.0,0.0,0.7275641025641025,0.31877192982456143,30,1.2054263565891472,1,3,0
2022-03-01,S004,P0006,Groceries,South,327,121,198,113.36,38.32,1,Snowy,0,41.47,Autumn,378,28.14,10.18,0.26565762004175364,1.0580622595313047,0.36890243902439024,-3.1499999999999986,0.0,0.0,0.31926121372031663,0.3140983606557377,206,1.1524390243902438,1,3,0
2022-03-01,S004,P0007,Clothing,West,178,68,176,77.34,28.16,0,Snowy,1,26.15,Autumn,119,19.56,8.600000000000001,0.30539772727272735,0.8680112330865458,0.37988826815642457,2.0100000000000016,28.16,1914.88,0.5666666666666667,0.4081159420289855,110,0.664804469273743,1,3,0
2022-03-01,S004,P0008,Electronics,West,211,18,164,37.0,87.52,1,Sunny,1,90.76,Winter,191,54.64,32.879999999999995,0.37568555758683725,0.47368421052631576,0.08490566037735849,-3.240000000000009,0.0,0.0,0.09375,4.606315789473684,193,0.9009433962264151,1,3,0
2022-03-01,S004,P0009,Toys,East,134,4,163,13.38,97.06,1,Snowy,1,101.76,Spring,77,69.13,27.930000000000007,0.2877601483618381,0.27816411682892905,0.02962962962962963,-4.700000000000003,0.0,0.0,0.05128205128205128,19.412,130,0.5703703703703704,1,3,0
2022-03-01,S004,P0010,Furniture,North,212,13,51,9.21,31.91,1,Sunny,1,29.62,Summer,136,21.17,10.739999999999998,0.33657160764650573,1.2732615083251713,0.06103286384976526,2.289999999999999,0.0,0.0,0.0948905109489051,2.2792857142857144,199,0.6384976525821596,1,3,0
2022-03-01,S004,P0011,Toys,East,458,319,57,337.32,92.74,1,Sunny,1,88.03,Winter,534,50.11,42.629999999999995,0.45967220185464736,0.9428943012532514,0.6949891067538126,4.709999999999994,0.0,0.0,0.5962616822429907,0.2898125,139,1.1633986928104576,1,3,0
2022-03-01,S004,P0012,Electronics,West,162,124,37,126.04,72.66,1,Snowy,0,71.07,Spring,195,52.1,20.559999999999995,0.2829617396091384,0.9760705289672543,0.7607361963190185,1.5900000000000034,0.0,0.0,0.6326530612244898,0.58128,38,1.196319018404908,1,3,0
2022-03-01,S004,P0013,Electronics,East,308,133,180,134.8,80.51,1,Rainy,1,78.17,Summer,336,40.91,39.60000000000001,0.4918643646751957,0.979381443298969,0.43042071197411,2.3400000000000034,0.0,0.0,0.39465875370919884,0.600820895522388,175,1.087378640776699,1,3,0
2022-03-01,S004,P0014,Furniture,West,439,20,120,20.96,24.72,0,Sunny,0,20.03,Winter,240,15.81,8.909999999999998,0.36043689320388345,0.9107468123861566,0.045454545454545456,4.689999999999998,24.72,494.4,0.08298755186721991,1.177142857142857,419,0.5454545454545454,1,3,0
2022-03-01,S004,P0015,Clothing,East,400,29,67,25.95,88.76,1,Rainy,0,92.19,Winter,261,59.09,29.67,0.3342721946822893,1.0760667903525047,0.07231920199501247,-3.4299999999999926,0.0,0.0,0.11068702290076336,2.958666666666667,371,0.6508728179551122,1,3,0
2022-03-01,S004,P0016,Furniture,West,127,41,190,51.54,76.84,1,Sunny,0,79.01,Autumn,129,57.86,18.980000000000004,0.24700676730869342,0.7803578226113438,0.3203125,-2.1700000000000017,0.0,0.0,0.3153846153846154,1.8295238095238096,86,1.0078125,1,3,0
2022-03-01,S004,P0017,Electronics,West,148,79,150,82.11,77.65,1,Snowy,0,75.69,Winter,347,50.57,27.080000000000005,0.34874436574372186,0.9505474672121285,0.5302013422818792,1.960000000000008,0.0,0.0,0.22701149425287356,0.9706250000000001,69,2.3288590604026846,1,3,0
2022-03-01,S004,P0018,Groceries,West,321,256,157,249.25,10.04,0,Cloudy,1,13.82,Winter,462,6.68,3.3599999999999994,0.3346613545816733,1.022977022977023,0.7950310559006211,-3.780000000000001,10.04,2570.24,0.5529157667386609,0.03906614785992218,65,1.434782608695652,1,3,0
2022-03-01,S004,P0019,Groceries,South,477,389,91,387.19,34.25,0,Sunny,1,35.63,Summer,677,22.14,12.11,0.3535766423357664,1.0020866070738557,0.8138075313807531,-1.3800000000000026,34.25,13323.25,0.5737463126843658,0.08782051282051281,88,1.4163179916317992,1,3,0
2022-03-01,S004,P0020,Groceries,South,233,44,47,55.52,36.87,1,Rainy,0,39.37,Summer,323,24.83,12.04,0.32655275291564956,0.778485491861288,0.18803418803418803,-2.5,0.0,0.0,0.13580246913580246,0.8193333333333332,189,1.3803418803418803,1,3,0
2022-03-01,S005,P0001,Furniture,East,263,105,53,98.03,44.78,1,Snowy,0,43.44,Winter,174,31.43,13.350000000000001,0.29812416257257707,1.0602847621932747,0.3977272727272727,1.3400000000000034,0.0,0.0,0.6,0.42245283018867924,158,0.6590909090909091,1,3,0
2022-03-01,S005,P0002,Furniture,West,413,222,93,240.31,29.02,1,Cloudy,0,31.38,Spring,490,15.82,13.2,0.4548587181254307,0.9199784509552028,0.5362318840579711,-2.3599999999999994,0.0,0.0,0.45213849287169044,0.13013452914798207,191,1.183574879227053,1,3,0
2022-03-01,S005,P0003,Electronics,North,133,63,47,64.72,95.53,1,Cloudy,1,94.51,Winter,153,70.51,25.019999999999996,0.2619072542656757,0.9586122945830797,0.4701492537313433,1.019999999999996,0.0,0.0,0.4090909090909091,1.49265625,70,1.1417910447761195,1,3,0
2022-03-01,S005,P0004,Toys,South,77,47,124,39.7,44.91,1,Rainy,1,48.12,Summer,278,27.81,17.099999999999998,0.3807615230460922,1.1547911547911547,0.6025641025641025,-3.210000000000001,0.0,0.0,0.16845878136200718,0.9356249999999999,30,3.5641025641025643,1,3,0
2022-03-01,S005,P0005,Electronics,East,193,83,169,76.42,15.0,1,Rainy,1,10.62,Spring,280,8.31,6.6899999999999995,0.44599999999999995,1.072074399380005,0.42783505154639173,4.380000000000001,0.0,0.0,0.29537366548042704,0.17857142857142858,110,1.443298969072165,1,3,0
2022-03-01,S005,P0006,Groceries,West,146,43,193,42.05,38.85,1,Sunny,1,34.35,Summer,200,27.89,10.96,0.28211068211068213,0.9988385598141697,0.2925170068027211,4.5,0.0,0.0,0.21393034825870647,0.8829545454545454,103,1.3605442176870748,1,3,0
2022-03-01,S005,P0007,Clothing,South,452,411,133,412.03,48.57,1,Sunny,1,46.14,Autumn,607,34.95,13.619999999999997,0.28042001235330444,0.9950851027770381,0.9072847682119205,2.4299999999999997,0.0,0.0,0.6759868421052632,0.1178883495145631,41,1.3399558498896247,1,3,0
2022-03-01,S005,P0008,Clothing,West,437,259,191,269.67,48.19,1,Rainy,0,52.75,Spring,392,31.53,16.659999999999997,0.34571487860551975,0.9568847674289724,0.591324200913242,-4.560000000000002,0.0,0.0,0.6590330788804071,0.18534615384615383,178,0.8949771689497716,1,3,0
2022-03-01,S005,P0009,Groceries,North,127,69,107,69.26,49.02,1,Cloudy,1,45.84,Spring,345,29.03,19.990000000000002,0.40779273765809876,0.9820666097352689,0.5390625,3.1799999999999997,0.0,0.0,0.1994219653179191,0.7002857142857143,58,2.6953125,1,3,0
2022-03-01,S005,P0010,Toys,East,484,234,39,236.15,97.98,0,Snowy,0,98.45,Winter,394,67.85,30.13000000000001,0.307511737089202,0.9867172675521821,0.4824742268041237,-0.46999999999999886,97.98,22927.32,0.5924050632911393,0.41693617021276597,250,0.8123711340206186,1,3,0
2022-03-01,S005,P0011,Electronics,North,338,163,181,175.91,79.87,0,Sunny,1,80.42,Summer,278,54.07,25.800000000000004,0.3230249154876675,0.9213724492679894,0.4808259587020649,-0.5499999999999972,79.87,13018.810000000001,0.5842293906810035,0.48701219512195126,175,0.8200589970501475,1,3,0
2022-03-01,S005,P0012,Electronics,North,104,12,175,25.02,53.98,0,Rainy,0,53.31,Summer,219,37.35,16.629999999999995,0.3080770655798443,0.46118370484242893,0.11428571428571428,0.6699999999999946,53.98,647.76,0.05454545454545454,4.1523076923076925,92,2.085714285714286,1,3,0
2022-03-01,S005,P0013,Toys,North,251,218,111,232.55,50.15,1,Snowy,1,49.47,Spring,320,36.35,13.799999999999997,0.2751744765702891,0.933418968101049,0.8650793650793651,0.6799999999999997,0.0,0.0,0.6791277258566978,0.22899543378995432,33,1.2698412698412698,1,3,0
2022-03-01,S005,P0014,Furniture,East,415,140,109,137.24,97.23,1,Rainy,0,97.18,Spring,223,66.22,31.010000000000005,0.31893448524118073,1.0127314814814814,0.33653846153846156,0.04999999999999716,0.0,0.0,0.625,0.6895744680851064,275,0.5360576923076923,1,3,0
2022-03-01,S005,P0015,Clothing,East,193,179,173,191.48,37.82,1,Cloudy,1,38.87,Spring,378,21.02,16.8,0.44420941300899,0.9299667497921863,0.9226804123711341,-1.0499999999999972,0.0,0.0,0.47229551451187335,0.2101111111111111,14,1.9484536082474226,1,3,0
2022-03-01,S005,P0016,Groceries,West,190,64,94,81.45,18.54,1,Snowy,0,16.17,Spring,180,9.48,9.059999999999999,0.488673139158576,0.7762280169799879,0.33507853403141363,2.3699999999999974,0.0,0.0,0.35359116022099446,0.28523076923076923,126,0.9424083769633508,1,3,0
2022-03-01,S005,P0017,Furniture,West,350,292,132,293.05,59.66,1,Cloudy,0,62.19,Autumn,475,31.63,28.029999999999998,0.46982903117666774,0.9930283965312021,0.8319088319088319,-2.530000000000001,0.0,0.0,0.6134453781512605,0.20361774744027303,58,1.3532763532763532,1,3,0
2022-03-01,S005,P0018,Clothing,South,368,310,142,305.67,95.89,1,Rainy,0,98.1,Spring,566,68.2,27.689999999999998,0.2887683804359161,1.010858577624156,0.8401084010840109,-2.2099999999999937,0.0,0.0,0.54673721340388,0.3083279742765273,58,1.5338753387533874,1,3,0
2022-03-01,S005,P0019,Electronics,West,303,23,150,24.98,50.26,1,Sunny,0,45.31,Autumn,99,37.92,12.339999999999996,0.24552327894946274,0.8852963818321786,0.0756578947368421,4.949999999999996,0.0,0.0,0.23,2.0941666666666667,280,0.3256578947368421,1,3,0
2022-03-01,S005,P0020,Toys,South,276,274,52,266.33,93.35,1,Sunny,0,88.82,Spring,333,46.75,46.599999999999994,0.499196572040707,1.02495043579097,0.9891696750902527,4.530000000000001,0.0,0.0,0.8203592814371258,0.33945454545454545,2,1.2021660649819494,1,3,0
2022-03-02,S001,P0001,Groceries,South,216,93,120,105.56,58.52,1,Snowy,1,58.92,Winter,215,35.96,22.560000000000002,0.3855092276144908,0.8727477477477478,0.42857142857142855,-0.3999999999999986,0.0,0.0,0.4305555555555556,0.6225531914893617,123,0.9907834101382489,2,3,0
2022-03-02,S001,P0002,Clothing,East,230,44,73,46.92,11.31,1,Sunny,0,7.21,Winter,318,7.89,3.420000000000001,0.3023872679045093,0.9181969949916527,0.19047619047619047,4.1000000000000005,0.0,0.0,0.13793103448275862,0.25133333333333335,186,1.3766233766233766,2,3,0
2022-03-02,S001,P0003,Groceries,East,60,50,173,56.52,89.13,1,Sunny,0,90.55,Winter,195,68.3,20.83,0.233703579041849,0.8692628650904033,0.819672131147541,-1.4200000000000017,0.0,0.0,0.25510204081632654,1.7476470588235293,10,3.19672131147541,2,3,0
2022-03-02,S001,P0004,Furniture,North,118,46,155,46.12,17.17,1,Snowy,0,14.24,Summer,143,8.83,8.340000000000002,0.4857309260337799,0.9762308998302207,0.3865546218487395,2.9300000000000015,0.0,0.0,0.3194444444444444,0.36531914893617023,72,1.2016806722689075,2,3,0
2022-03-02,S001,P0005,Furniture,East,476,12,127,27.43,96.11,1,Sunny,1,98.67,Winter,131,66.94,29.17,0.3035063989179066,0.4220893422441083,0.025157232704402517,-2.5600000000000023,0.0,0.0,0.09090909090909091,7.393076923076923,464,0.2746331236897275,2,3,0
2022-03-02,S001,P0006,Clothing,West,153,121,46,121.02,52.38,1,Cloudy,1,56.43,Spring,403,33.14,19.240000000000002,0.36731576937762506,0.9916407146369448,0.7857142857142857,-4.049999999999997,0.0,0.0,0.2995049504950495,0.429344262295082,32,2.616883116883117,2,3,0
2022-03-02,S001,P0007,Groceries,South,383,256,187,259.53,65.17,1,Rainy,0,66.87,Summer,492,34.39,30.78,0.47230320699708456,0.9826123670978392,0.6666666666666666,-1.7000000000000028,0.0,0.0,0.5192697768762677,0.253579766536965,127,1.28125,2,3,0
2022-03-02,S001,P0008,Furniture,West,309,250,196,268.31,14.42,1,Sunny,0,11.52,Spring,399,10.65,3.7699999999999996,0.26144244105409153,0.928298243659723,0.8064516129032258,2.9000000000000004,0.0,0.0,0.625,0.05745019920318725,59,1.2870967741935484,2,3,0
2022-03-02,S001,P0009,Electronics,North,340,157,152,150.53,10.21,1,Sunny,1,9.6,Summer,265,7.27,2.9400000000000013,0.287952987267385,1.0360984623506897,0.4604105571847507,0.6100000000000012,0.0,0.0,0.5902255639097744,0.06462025316455697,183,0.7771260997067448,2,3,0
2022-03-02,S001,P0010,Clothing,North,361,22,147,28.38,35.54,1,Snowy,0,34.73,Autumn,73,19.42,16.119999999999997,0.45357343837929087,0.7488087134104834,0.06077348066298342,0.8100000000000023,0.0,0.0,0.2972972972972973,1.5452173913043479,339,0.20165745856353592,2,3,0
2022-03-02,S001,P0011,Electronics,West,196,108,198,124.3,23.66,0,Cloudy,1,19.66,Spring,314,17.49,6.170000000000002,0.260777683854607,0.8619313647246608,0.5482233502538071,4.0,23.66,2555.28,0.34285714285714286,0.21706422018348623,88,1.5939086294416243,2,3,0
2022-03-02,S001,P0012,Furniture,East,340,122,70,112.2,95.92,1,Rainy,0,94.37,Winter,367,74.34,21.58,0.22497914929107588,1.07773851590106,0.35777126099706746,1.5499999999999972,0.0,0.0,0.33152173913043476,0.7798373983739838,218,1.0762463343108504,2,3,0
2022-03-02,S001,P0013,Groceries,North,500,302,65,321.57,31.84,1,Sunny,0,36.36,Winter,416,17.75,14.09,0.4425251256281407,0.9362308956195554,0.6027944111776448,-4.52,0.0,0.0,0.7242206235011991,0.10508250825082509,198,0.8303393213572854,2,3,0
2022-03-02,S001,P0014,Furniture,West,358,219,73,238.27,79.65,1,Sunny,1,82.82,Autumn,351,53.64,26.010000000000005,0.3265536723163842,0.9152839887992644,0.6100278551532033,-3.1699999999999875,0.0,0.0,0.6221590909090909,0.36204545454545456,139,0.9777158774373259,2,3,0
2022-03-02,S001,P0015,Electronics,West,429,254,156,256.99,93.96,1,Cloudy,1,98.07,Autumn,457,52.62,41.339999999999996,0.4399744572158365,0.9845342842745842,0.5906976744186047,-4.109999999999999,0.0,0.0,0.5545851528384279,0.3684705882352941,175,1.0627906976744186,2,3,0
2022-03-02,S001,P0016,Toys,West,183,20,96,37.51,72.75,0,Cloudy,1,74.6,Winter,286,45.01,27.740000000000002,0.38130584192439865,0.5193456245131135,0.10869565217391304,-1.8499999999999943,72.75,1455.0,0.06968641114982578,3.4642857142857144,163,1.5543478260869565,2,3,0
2022-03-02,S001,P0017,Clothing,North,268,106,137,99.62,64.44,1,Sunny,1,61.35,Summer,165,33.57,30.869999999999997,0.4790502793296089,1.0534684953289604,0.3940520446096654,3.0899999999999963,0.0,0.0,0.6385542168674698,0.6022429906542056,162,0.6133828996282528,2,3,0
2022-03-02,S001,P0018,Clothing,South,248,242,47,251.32,54.07,1,Rainy,0,52.25,Summer,344,40.05,14.020000000000003,0.25929350841501764,0.9590995561192137,0.9718875502008032,1.8200000000000003,0.0,0.0,0.7014492753623188,0.2225102880658436,6,1.3815261044176708,2,3,0
2022-03-02,S001,P0019,Groceries,East,126,115,131,118.4,14.25,1,Rainy,0,17.8,Autumn,243,7.18,7.07,0.496140350877193,0.9631490787269681,0.905511811023622,-3.5500000000000007,0.0,0.0,0.4713114754098361,0.12284482758620689,11,1.9133858267716535,2,3,0
2022-03-02,S001,P0020,Electronics,West,389,89,136,92.17,39.88,0,Cloudy,1,37.57,Summer,197,29.37,10.510000000000002,0.2635406218655968,0.9552431040034346,0.2282051282051282,2.3100000000000023,39.88,3549.32,0.4494949494949495,0.4431111111111111,300,0.5051282051282051,2,3,0
2022-03-02,S002,P0001,Toys,North,294,210,127,206.98,17.16,1,Cloudy,1,21.13,Autumn,409,8.91,8.25,0.4807692307692308,1.009712472353111,0.711864406779661,-3.969999999999999,0.0,0.0,0.5121951219512195,0.08132701421800947,84,1.3864406779661016,2,3,0
2022-03-02,S002,P0002,Furniture,North,468,382,38,388.98,91.49,1,Cloudy,0,87.12,Winter,610,62.68,28.809999999999995,0.3148978030385834,0.9795374121749832,0.814498933901919,4.36999999999999,0.0,0.0,0.6252045826513911,0.23887728459530025,86,1.300639658848614,2,3,0
2022-03-02,S002,P0003,Furniture,West,459,334,20,330.82,12.86,1,Rainy,0,16.97,Winter,431,8.8,4.059999999999999,0.31570762052877127,1.0065698270146466,0.7260869565217392,-4.109999999999999,0.0,0.0,0.7731481481481481,0.03838805970149253,125,0.9369565217391305,2,3,0
2022-03-02,S002,P0004,Clothing,East,233,104,79,110.33,38.83,1,Snowy,0,37.29,Spring,302,25.83,13.0,0.33479268606747364,0.9341597053804006,0.4444444444444444,1.5399999999999991,0.0,0.0,0.3432343234323432,0.3698095238095238,129,1.2905982905982907,2,3,0
2022-03-02,S002,P0005,Groceries,North,162,42,194,53.81,55.3,1,Snowy,1,59.75,Spring,214,29.68,25.619999999999997,0.4632911392405063,0.7662835249042145,0.25766871165644173,-4.450000000000003,0.0,0.0,0.19534883720930232,1.286046511627907,120,1.312883435582822,2,3,0
2022-03-02,S002,P0006,Clothing,East,257,171,69,170.92,63.0,1,Rainy,1,60.14,Summer,468,50.26,12.740000000000002,0.20222222222222225,0.9946486738017684,0.6627906976744186,2.8599999999999994,0.0,0.0,0.3646055437100213,0.36627906976744184,86,1.813953488372093,2,3,0
2022-03-02,S002,P0007,Groceries,East,309,20,133,27.87,94.73,0,Rainy,1,92.29,Autumn,91,72.08,22.650000000000006,0.23910060171012357,0.6927606511950121,0.06451612903225806,2.4399999999999977,94.73,1894.6000000000001,0.21739130434782608,4.510952380952381,289,0.29354838709677417,2,3,0
2022-03-02,S002,P0008,Furniture,North,206,19,115,37.4,81.06,1,Snowy,1,82.49,Spring,168,49.24,31.82,0.3925487293362941,0.4947916666666667,0.09178743961352658,-1.4299999999999926,0.0,0.0,0.11242603550295859,4.053,187,0.8115942028985508,2,3,0
2022-03-02,S002,P0009,Electronics,North,326,265,199,281.23,23.52,0,Sunny,0,23.32,Spring,412,15.3,8.219999999999999,0.3494897959183673,0.9389505013641356,0.8103975535168195,0.1999999999999993,23.52,6232.8,0.6416464891041163,0.08842105263157894,61,1.2599388379204892,2,3,0
2022-03-02,S002,P0010,Groceries,East,316,257,196,256.97,42.27,1,Snowy,1,44.31,Winter,464,27.32,14.950000000000003,0.35367873196120186,0.9962398728534325,0.8107255520504731,-2.039999999999999,0.0,0.0,0.5526881720430108,0.1638372093023256,59,1.4637223974763407,2,3,0
2022-03-02,S002,P0011,Toys,South,73,62,20,74.38,66.5,1,Snowy,0,66.65,Spring,136,41.41,25.090000000000003,0.3772932330827068,0.8224993366940834,0.8378378378378378,-0.15000000000000568,0.0,0.0,0.45255474452554745,1.0555555555555556,11,1.837837837837838,2,3,0
2022-03-02,S002,P0012,Clothing,West,412,146,89,149.39,82.64,1,Cloudy,1,86.08,Winter,432,61.46,21.18,0.2562923523717328,0.970809229337057,0.35351089588377727,-3.4399999999999977,0.0,0.0,0.3371824480369515,0.5621768707482994,266,1.0460048426150121,2,3,0
2022-03-02,S002,P0013,Electronics,West,459,337,108,338.09,46.62,1,Sunny,0,46.1,Autumn,414,31.0,15.619999999999997,0.33504933504933504,0.9938364446017283,0.7326086956521739,0.519999999999996,0.0,0.0,0.8120481927710843,0.13792899408284023,122,0.9,2,3,0
2022-03-02,S002,P0014,Toys,West,127,87,189,87.69,28.49,1,Cloudy,0,32.8,Winter,329,17.1,11.389999999999997,0.3997893997893997,0.9809448641334987,0.6796875,-4.309999999999999,0.0,0.0,0.2636363636363636,0.32375,40,2.5703125,2,3,0
2022-03-02,S002,P0015,Groceries,North,290,162,129,177.86,90.75,1,Sunny,0,92.14,Summer,324,69.27,21.480000000000004,0.2366942148760331,0.9057363300905735,0.5567010309278351,-1.3900000000000006,0.0,0.0,0.49846153846153846,0.5567484662576687,128,1.1134020618556701,2,3,0
2022-03-02,S002,P0016,Groceries,West,357,207,185,212.17,50.88,1,Snowy,1,49.26,Autumn,301,36.16,14.720000000000006,0.28930817610062903,0.971055964722991,0.5782122905027933,1.6200000000000045,0.0,0.0,0.6854304635761589,0.24461538461538462,150,0.840782122905028,2,3,0
2022-03-02,S002,P0017,Groceries,East,170,78,42,76.68,79.77,0,Rainy,1,81.14,Autumn,195,61.56,18.209999999999994,0.22828130876269268,1.004119464469619,0.45614035087719296,-1.3700000000000045,79.77,6222.0599999999995,0.3979591836734694,1.009746835443038,92,1.1403508771929824,2,3,0
2022-03-02,S002,P0018,Toys,East,208,81,93,96.39,93.92,1,Cloudy,0,98.9,Spring,137,68.58,25.340000000000003,0.2698040885860307,0.8317075675120649,0.3875598086124402,-4.980000000000004,0.0,0.0,0.5869565217391305,1.1453658536585367,127,0.6555023923444976,2,3,0
2022-03-02,S002,P0019,Clothing,East,58,14,92,4.65,13.57,1,Rainy,1,17.95,Spring,112,6.88,6.69,0.49299926308032427,2.47787610619469,0.23728813559322035,-4.379999999999999,0.0,0.0,0.12389380530973451,0.9046666666666667,44,1.8983050847457628,2,3,0
