date,store_id,product_id,category,region,price,cost,static_price,dynamic_price,units_sold,static_revenue,dynamic_revenue,price_change_pct,inventory_pressure,demand_ratio,competitor_gap,seasonality,weather_condition,holiday/promotion,is_weekend
2022-05-25,S004,P0018,Furniture,North,99.58,65.57,94.601,107.55,283,26772.083,30436.649999999998,13.688015982917726,0.641723356,0.992529723,-1.27,Autumn,Cloudy,0,0
2022-05-25,S004,P0019,Electronics,East,63.99,44.06,63.99,72.31,292,18685.08,21114.52,13.002031567432413,0.592292089,0.977864104,-3.2,Summer,Sunny,1,0
2022-05-25,S004,P0020,Toys,South,39.29,24.72,35.361,37.33,65,2298.4649999999997,2426.45,5.568281440004529,0.177595628,0.926982316,2.42,Winter,Cloudy,0,0
2022-05-25,S005,P0001,Toys,North,24.59,18.23,22.131,21.89,11,243.441,240.79000000000002,-1.0889702227644464,0.037414966,0.399274047,1.59,Winter,Sunny,0,0
2022-05-25,S005,P0002,Furniture,South,85.55,55.63,81.2725,88.12,179,14547.777499999998,15773.480000000001,8.425359131317494,0.360887097,1.031581374,-1.66,Summer,Rainy,1,0
2022-05-25,S005,P0003,Toys,West,88.8,54.19,88.8,79.03,16,1420.8,1264.48,-11.002252252252248,0.065306122,0.565371025,-2.7,Summer,Rainy,1,0
2022-05-25,S005,P0004,Electronics,East,75.58,44.74,68.022,62.73,13,884.2860000000001,815.49,-7.779835935432667,0.041935484,1.04,-2.1,Autumn,Rainy,0,0
2022-05-25,S005,P0005,Furniture,West,65.16,47.44,61.902,63.86,11,680.922,702.46,3.1630641982488426,0.2,0.825825826,-1.7,Summer,Rainy,0,0
2022-05-25,S005,P0006,Electronics,West,49.78,26.7,39.824,45.8,62,2469.0879999999997,2839.6,15.006026516673362,0.270742358,0.836933045,-1.81,Autumn,Snowy,1,0
2022-05-25,S005,P0007,Furniture,East,13.97,8.39,12.573,13.55,246,3092.958,3333.3,7.7706195816432055,0.532467532,0.925194629,1.56,Spring,Snowy,0,0
2022-05-25,S005,P0008,Furniture,North,17.24,12.88,15.516,15.52,16,248.256,248.32,0.02577984016498814,0.116788321,0.892857143,1.6,Autumn,Sunny,0,0
2022-05-25,S005,P0009,Toys,East,30.05,20.08,30.05,32.45,144,4327.2,4672.8,7.986688851913485,0.730964467,0.917840525,0.46,Autumn,Cloudy,0,0
2022-05-25,S005,P0010,Groceries,South,93.5,66.16,88.825,95.37,37,3286.525,3528.69,7.368421052631581,0.637931034,0.659889424,-3.9,Spring,Cloudy,1,0
2022-05-25,S005,P0011,Electronics,West,65.13,50.79,52.104,75.55,248,12921.792,18736.399999999998,44.99846460924305,0.685082873,0.939856748,3.81,Summer,Rainy,0,0
2022-05-25,S005,P0012,Electronics,South,97.06,49.73,82.501,109.68,70,5775.070000000001,7677.6,32.943843104932064,0.240549828,0.927766733,0.28,Summer,Sunny,1,0
2022-05-25,S005,P0013,Groceries,South,80.6,51.99,72.54,75.76,99,7181.460000000001,7500.240000000001,4.438930245381856,0.240291262,0.831723095,-1.29,Summer,Rainy,0,0
2022-05-25,S005,P0014,Groceries,West,86.32,43.63,69.056,89.77,235,16228.16,21095.95,29.995945319740503,0.705705706,0.980514875,-1.68,Autumn,Rainy,0,0
2022-05-25,S005,P0015,Electronics,North,28.11,18.57,28.11,24.74,72,2023.92,1781.28,-11.988616150836005,0.195121951,0.783630823,3.94,Spring,Snowy,0,0
2022-05-25,S005,P0016,Clothing,North,52.62,26.34,47.358,62.09,270,12786.66,16764.3,31.107732590058717,0.694087404,0.93971878,2.52,Winter,Snowy,1,0
2022-05-25,S005,P0017,Toys,West,66.32,38.65,53.056,63.67,26,1379.456,1655.42,20.00527744270206,0.180555556,1.257253385,-4.54,Winter,Snowy,0,0
2022-05-25,S005,P0018,Clothing,West,47.7,25.68,45.315,41.5,0,0.0,0.0,-8.41884585678031,0.0,0.0,-1.59,Summer,Rainy,0,0
2022-05-25,S005,P0019,Toys,South,65.97,35.8,62.6715,69.93,63,3948.3045,4405.59,11.581819487326783,0.851351351,0.763081395,-3.36,Spring,Cloudy,0,0
2022-05-25,S005,P0020,Electronics,South,84.17,47.16,84.17,93.43,47,3955.9900000000002,4391.21,11.001544493287401,0.229268293,1.080956762,-1.86,Summer,Cloudy,1,0
2022-05-26,S001,P0001,Clothing,East,14.76,11.44,14.022,17.86,200,2804.4,3572.0,27.37127371273712,0.943396226,0.960891708,0.73,Autumn,Sunny,1,0
2022-05-26,S001,P0002,Clothing,South,46.19,33.36,41.571,45.73,15,623.5649999999999,685.9499999999999,10.004570493853887,0.208333333,0.919117647,1.54,Spring,Rainy,1,0
2022-05-26,S001,P0003,Electronics,North,10.7,8.12,8.56,11.66,232,1985.92,2705.12,36.21495327102803,0.511013216,1.012702431,4.0,Autumn,Sunny,1,0
2022-05-26,S001,P0004,Toys,South,72.53,53.76,58.024,84.13,100,5802.4,8413.0,44.99172756100923,0.8,0.907935355,-2.83,Summer,Cloudy,0,0
2022-05-26,S001,P0005,Toys,South,92.3,49.89,73.84,98.76,94,6940.96,9283.44,33.7486457204767,0.309210526,1.04793757,3.49,Summer,Rainy,1,0
2022-05-26,S001,P0006,Clothing,East,61.58,33.96,52.343,63.43,95,4972.585,6025.85,21.18143782358672,0.353159851,0.972663049,1.88,Winter,Sunny,0,0
2022-05-26,S001,P0007,Furniture,South,75.11,46.28,67.599,97.64,162,10951.038,15817.68,44.44000650897202,0.993865031,0.986481549,3.9,Winter,Cloudy,1,0
2022-05-26,S001,P0008,Groceries,East,19.91,11.52,17.919,22.9,317,5680.323,7259.299999999999,27.797310117752094,0.847593583,1.012747197,0.62,Spring,Sunny,0,0
2022-05-26,S001,P0009,Toys,East,81.39,42.25,81.39,91.97,47,3825.33,4322.59,12.999139943482,0.28313253,0.974295191,-0.58,Winter,Sunny,1,0
2022-05-26,S001,P0010,Toys,West,20.83,14.66,19.7885,22.7,128,2532.928,2905.6,14.71309093665513,0.836601307,0.939725424,-3.23,Spring,Cloudy,0,0
2022-05-26,S001,P0011,Toys,South,85.32,56.86,68.256,73.38,26,1774.656,1907.8799999999999,7.507032348804493,0.067010309,0.786686838,0.8,Autumn,Sunny,0,0
2022-05-26,S001,P0012,Furniture,West,76.89,49.61,73.0455,86.89,75,5478.4125,6516.75,18.953255162877927,0.742574257,1.117901327,3.52,Autumn,Rainy,0,0
2022-05-26,S001,P0013,Groceries,South,90.94,66.34,90.94,95.49,49,4456.0599999999995,4679.009999999999,5.003298878381347,0.23902439,1.062676209,-2.65,Summer,Cloudy,0,0
2022-05-26,S001,P0014,Toys,North,60.13,44.46,60.13,58.33,138,8297.94,8049.54,-2.993514052885422,0.536964981,0.947541884,-3.23,Autumn,Cloudy,0,0
2022-05-26,S001,P0015,Groceries,East,12.54,7.78,10.032,12.92,90,902.88,1162.8,28.787878787878785,0.303030303,1.017064075,0.67,Summer,Snowy,1,0
2022-05-26,S001,P0016,Toys,North,90.55,49.18,81.495,105.94,147,11979.765000000001,15573.18,29.99570525799128,0.548507463,0.906567993,2.62,Summer,Sunny,1,0
2022-05-26,S001,P0017,Electronics,North,14.78,9.05,13.302,18.77,209,2780.118,3922.93,41.10660051120132,0.904761905,1.02335602,4.02,Summer,Rainy,1,0
2022-05-26,S001,P0018,Groceries,South,29.44,16.01,26.496,33.86,187,4954.7519999999995,6331.82,27.792874396135268,0.806034483,1.03480715,1.35,Autumn,Rainy,1,0
2022-05-26,S001,P0019,Groceries,South,14.23,11.2,12.0955,13.52,26,314.483,351.52,11.77710718862387,0.09122807,1.013250195,-4.78,Spring,Sunny,1,0
2022-05-26,S001,P0020,Groceries,East,53.93,37.61,48.537,62.56,269,13056.453,16828.64,28.891361229577445,0.659313725,1.004856182,-2.07,Spring,Sunny,1,0
2022-05-26,S002,P0001,Clothing,North,30.29,18.47,30.29,28.78,18,545.22,518.04,-4.985143611753047,0.230769231,0.563027839,4.22,Spring,Sunny,0,0
2022-05-26,S002,P0002,Electronics,East,84.21,66.4,84.21,102.74,67,5642.07,6883.58,22.004512528203303,0.917808219,1.108720834,-1.56,Winter,Rainy,0,0
2022-05-26,S002,P0003,Toys,East,82.79,45.58,82.79,91.07,65,5381.35,5919.549999999999,10.001207875347246,0.670103093,0.909345271,2.52,Spring,Sunny,0,0
2022-05-26,S002,P0004,Electronics,South,67.25,53.71,57.1625,62.54,101,5773.4125,6316.54,9.40739120927181,0.213983051,0.972462931,3.56,Autumn,Rainy,0,0
2022-05-26,S002,P0005,Groceries,West,57.92,31.18,49.232,60.24,29,1427.728,1746.96,22.359441013974656,0.071078431,0.739795918,3.4,Summer,Sunny,1,0
2022-05-26,S002,P0006,Groceries,West,94.42,54.3,89.699,90.64,58,5202.5419999999995,5257.12,1.0490640921303498,0.141463415,1.100987092,-1.67,Winter,Snowy,0,0
2022-05-26,S002,P0007,Groceries,East,80.56,64.31,76.532,70.74,1,76.532,70.74,-7.568076098886743,0.016666667,-0.161550889,2.89,Autumn,Cloudy,0,0
2022-05-26,S002,P0008,Clothing,South,69.11,45.69,55.288,84.31,216,11942.207999999999,18210.96,52.49240341484591,0.692307692,0.947700948,-2.92,Winter,Cloudy,1,0
2022-05-26,S002,P0009,Toys,South,98.37,57.26,93.4515,121.0,112,10466.568,13552.0,29.4789275720561,0.868217054,0.956039266,2.82,Summer,Snowy,1,0
2022-05-26,S002,P0010,Toys,West,77.01,58.84,77.01,90.1,437,33653.37,39373.7,16.99779249448122,0.96043956,0.955420976,-5.0,Winter,Cloudy,0,0
2022-05-26,S002,P0011,Groceries,North,15.25,11.53,13.725,15.86,228,3129.2999999999997,3616.08,15.555555555555554,0.611260054,0.982462188,-2.4,Spring,Snowy,0,0
2022-05-26,S002,P0012,Furniture,West,17.93,13.63,16.137,22.05,196,3162.852,4321.8,36.642498605688786,0.803278689,0.982062331,1.0,Winter,Rainy,1,0
2022-05-26,S002,P0013,Clothing,East,36.78,20.23,36.78,36.04,43,1581.54,1549.72,-2.0119630233822785,0.186956522,0.845957112,2.72,Winter,Snowy,1,0
2022-05-26,S002,P0014,Electronics,East,74.44,47.63,63.274,91.56,281,17779.994,25728.36,44.7039858393653,0.86196319,0.932130299,-4.01,Winter,Cloudy,1,0
2022-05-26,S002,P0015,Groceries,West,39.89,29.55,31.912,32.51,1,31.912,32.51,1.8739032338932031,0.002066116,0.046772685,-2.31,Autumn,Rainy,0,0
2022-05-26,S002,P0016,Groceries,East,30.48,18.57,24.384,27.13,13,316.992,352.69,11.26148293963254,0.066326531,0.471185212,1.98,Spring,Cloudy,1,0
2022-05-26,S002,P0017,Furniture,North,11.45,7.43,9.16,13.17,131,1199.96,1725.27,43.777292576419214,0.97761194,0.97746605,-1.54,Spring,Rainy,1,0
2022-05-26,S002,P0018,Clothing,East,57.82,35.22,52.038,62.45,161,8378.117999999999,10054.45,20.00845535954496,0.752336449,0.932198483,-3.22,Winter,Snowy,0,0
2022-05-26,S002,P0019,Toys,South,98.69,50.73,88.821,103.62,121,10747.341,12538.02,16.661600297227015,0.542600897,0.945681907,-4.49,Summer,Cloudy,0,0
2022-05-26,S002,P0020,Clothing,East,52.92,33.21,42.336,49.74,150,6350.4,7461.0,17.488662131519284,0.316455696,0.883236177,-3.5,Winter,Cloudy,0,0
2022-05-26,S003,P0001,Clothing,South,78.28,60.75,62.624,86.11,125,7828.0,10763.75,37.50319366377107,0.506072874,0.867031976,3.62,Spring,Sunny,1,0
2022-05-26,S003,P0002,Toys,West,95.51,52.19,81.1835,102.2,92,7468.882,9402.4,25.8876495839672,0.575,0.997398092,-3.42,Summer,Rainy,1,0
2022-05-26,S003,P0003,Groceries,North,65.48,42.15,58.932,63.52,269,15852.708,17086.88,7.785244010045478,0.547861507,0.947717024,1.43,Autumn,Snowy,0,0
2022-05-26,S003,P0004,Furniture,South,73.52,42.97,62.492,87.49,180,11248.56,15748.199999999999,40.00192024579146,0.504201681,1.008008064,4.08,Summer,Cloudy,1,0
2022-05-26,S003,P0005,Toys,North,99.15,71.77,84.2775,104.11,299,25198.9725,31128.89,23.532378155498197,0.92,1.014281353,-3.86,Spring,Rainy,0,0
2022-05-26,S003,P0006,Furniture,North,20.75,15.43,19.7125,26.98,364,7175.349999999999,9820.72,36.86746987951808,0.823529412,0.995541941,4.11,Winter,Sunny,1,0
2022-05-26,S003,P0007,Clothing,South,44.77,33.43,44.77,41.64,46,2059.42,1915.44,-6.991288809470634,0.225490196,0.918346975,-2.87,Spring,Snowy,0,0
2022-05-26,S003,P0008,Groceries,East,79.51,50.91,75.5345,87.46,56,4229.932,4897.759999999999,15.788149785859442,0.56,0.886216173,-3.69,Winter,Sunny,1,0
2022-05-26,S003,P0009,Furniture,South,21.89,12.97,21.89,23.42,132,2889.48,3091.44,6.989492919141166,0.372881356,0.901023891,4.33,Spring,Cloudy,1,0
2022-05-26,S003,P0010,Clothing,West,25.68,16.97,20.544,27.99,160,3287.04,4478.4,36.24415887850466,0.444444444,0.927536232,-2.75,Spring,Sunny,1,0
2022-05-26,S003,P0011,Groceries,East,80.04,59.4,80.04,97.65,171,13686.840000000002,16698.15,22.00149925037481,0.63099631,0.951162532,4.77,Winter,Snowy,1,0
2022-05-26,S003,P0012,Electronics,West,95.29,64.85,85.761,108.63,289,24784.929,31394.07,26.665967047958866,0.618843683,0.984030781,-4.26,Winter,Sunny,0,0
2022-05-26,S003,P0013,Toys,West,49.05,25.02,39.24,54.45,254,9966.960000000001,13830.300000000001,38.76146788990826,0.583908046,0.987942435,1.19,Summer,Sunny,0,0
2022-05-26,S003,P0014,Clothing,West,60.06,39.33,48.048,61.86,135,6486.4800000000005,8351.1,28.746253746253743,0.548780488,1.066687737,-0.6,Spring,Snowy,1,0
2022-05-26,S003,P0015,Toys,North,66.78,36.3,66.78,78.8,89,5943.42,7013.2,17.999401018268937,0.626760563,0.939809926,-1.7,Summer,Sunny,0,0
2022-05-26,S003,P0016,Clothing,North,96.9,70.04,92.055,117.25,359,33047.745,42092.75,27.369507359730587,0.879901961,0.981732662,-1.98,Summer,Cloudy,0,0
2022-05-26,S003,P0017,Toys,East,59.69,35.8,56.7055,63.27,263,14913.5465,16640.010000000002,11.576478472105885,0.718579235,0.959748933,-4.47,Autumn,Rainy,1,0
2022-05-26,S003,P0018,Groceries,West,48.4,27.77,38.72,53.72,80,3097.6,4297.6,38.739669421487605,0.32,0.948654097,4.45,Winter,Snowy,1,0
2022-05-26,S003,P0019,Clothing,South,53.46,41.49,50.787,62.01,263,13356.981,16308.63,22.098174729753676,0.662468514,0.976424726,3.69,Summer,Snowy,0,0
2022-05-26,S003,P0020,Groceries,North,33.09,19.27,26.472,26.8,4,105.888,107.2,1.2390450287095778,0.012383901,0.182898948,2.43,Spring,Sunny,0,0
2022-05-26,S004,P0001,Electronics,East,58.41,40.26,52.569,63.67,296,15560.424,18846.32,21.117008122657836,0.95483871,0.953884825,2.2,Spring,Rainy,0,0
2022-05-26,S004,P0002,Clothing,South,16.43,12.28,16.43,20.54,316,5191.88,6490.639999999999,25.015216068167984,0.840425532,0.941512976,4.25,Autumn,Sunny,1,0
2022-05-26,S004,P0003,Clothing,South,77.9,50.57,74.005,66.22,20,1480.1,1324.4,-10.519559489223697,0.045558087,0.509164969,-1.32,Autumn,Cloudy,1,0
2022-05-26,S004,P0004,Electronics,West,16.78,10.72,13.424,15.61,38,510.11199999999997,593.18,16.284266984505365,0.228915663,0.663755459,-3.03,Summer,Cloudy,0,0
2022-05-26,S004,P0005,Furniture,North,80.35,64.02,80.35,92.4,372,29890.199999999997,34372.8,14.99688861232111,0.981530343,0.969633781,-0.82,Autumn,Sunny,0,0
2022-05-26,S004,P0006,Clothing,South,99.6,56.84,94.62,106.57,227,21478.74,24191.39,12.629465229338393,0.525462963,1.022983326,0.1,Autumn,Cloudy,1,0
2022-05-26,S004,P0007,Electronics,North,49.34,31.98,41.939,45.89,33,1383.987,1514.3700000000001,9.420825484632443,0.458333333,0.680833505,0.44,Spring,Cloudy,0,0
2022-05-26,S004,P0008,Toys,South,50.89,31.08,48.3455,57.0,159,7686.9345,9063.0,17.901355865592453,0.795,0.974025974,2.53,Winter,Rainy,0,0
2022-05-26,S004,P0009,Clothing,West,21.39,12.48,20.3205,22.03,192,3901.536,4229.76,8.412686695701396,0.398340249,0.928972324,3.59,Autumn,Snowy,1,0
2022-05-26,S004,P0010,Toys,East,76.86,39.63,76.86,71.48,23,1767.78,1644.0400000000002,-6.999739786625027,0.063013699,1.354534747,-3.49,Autumn,Snowy,0,0
2022-05-26,S004,P0011,Furniture,South,28.84,18.91,28.84,31.44,124,3576.16,3898.56,9.015256588072127,0.320413437,0.905969168,-2.47,Winter,Sunny,1,0
2022-05-26,S004,P0012,Toys,North,26.68,18.84,24.012,32.55,234,5618.808,7616.699999999999,35.55722138930533,0.609375,1.03224668,3.03,Winter,Rainy,1,0
2022-05-26,S004,P0013,Electronics,West,89.11,57.05,71.288,95.35,80,5703.04,7628.0,33.75322634945573,0.365296804,1.046983379,4.13,Spring,Cloudy,1,0
2022-05-26,S004,P0014,Furniture,East,88.54,47.25,84.113,90.31,50,4205.65,4515.5,7.3674699511371635,0.204081633,0.79138968,-1.17,Spring,Sunny,1,0
2022-05-26,S004,P0015,Groceries,East,89.82,49.01,76.347,97.01,147,11223.009,14260.470000000001,27.064586689719324,0.469648562,0.875208383,0.19,Summer,Cloudy,1,0
2022-05-26,S004,P0016,Clothing,East,94.77,57.67,75.816,88.14,98,7429.968,8637.72,16.25514403292181,0.203742204,1.03212217,-2.02,Spring,Snowy,0,0
2022-05-26,S004,P0017,Clothing,East,92.24,65.29,78.404,101.46,135,10584.539999999999,13697.099999999999,29.406662925360948,0.72972973,0.916994974,-2.71,Spring,Snowy,1,0
2022-05-26,S004,P0018,Furniture,West,37.65,26.71,33.885,44.05,79,2676.915,3479.95,29.998524420835178,0.205729167,0.917005223,4.76,Summer,Sunny,1,0
2022-05-26,S004,P0019,Toys,East,47.63,34.09,40.4855,56.2,214,8663.897,12026.800000000001,38.815131343320445,0.783882784,0.957408733,-2.15,Summer,Rainy,1,0
2022-05-26,S004,P0020,Clothing,East,61.26,39.76,61.26,70.45,86,5268.36,6058.7,15.001632386549144,0.50887574,0.905072616,-2.18,Winter,Cloudy,1,0
2022-05-26,S005,P0001,Furniture,West,57.4,43.59,48.79,68.88,277,13514.83,19079.76,41.17647058823529,0.704834606,1.009217765,4.5,Spring,Sunny,1,0
2022-05-26,S005,P0002,Furniture,North,39.74,22.66,35.766,35.37,47,1681.002,1662.3899999999999,-1.1071967790639177,0.261111111,0.902457757,-4.28,Autumn,Snowy,0,0
2022-05-26,S005,P0003,Clothing,South,57.85,43.97,49.1725,67.68,459,22570.177499999998,31065.120000000003,37.63790736692258,0.96835443,1.00990099,-3.42,Autumn,Sunny,1,0
2022-05-26,S005,P0004,Toys,West,53.01,36.41,50.3595,59.37,85,4280.5575,5046.45,17.892353974920326,0.904255319,0.84125099,-1.56,Autumn,Sunny,0,0
2022-05-26,S005,P0005,Clothing,West,77.59,48.52,77.59,85.35,313,24285.670000000002,26714.55,10.001288825879612,0.684901532,0.958623013,1.07,Autumn,Snowy,1,0
2022-05-26,S005,P0006,Groceries,West,63.15,46.41,50.52,54.31,110,5557.200000000001,5974.1,7.501979414093427,0.239651416,0.842976473,0.41,Autumn,Snowy,0,0
2022-05-26,S005,P0007,Furniture,East,84.48,59.74,84.48,91.24,77,6504.96,7025.48,8.001893939393929,0.44,0.830905363,0.14,Winter,Rainy,1,0
2022-05-26,S005,P0008,Toys,South,94.23,61.98,75.384,95.17,29,2186.136,2759.93,26.246948954685344,0.172619048,1.082493468,-2.25,Winter,Cloudy,1,0
2022-05-26,S005,P0009,Furniture,South,20.08,14.21,18.072,23.29,340,6144.48,7918.599999999999,28.873395307658257,0.778032037,0.97398877,3.29,Summer,Snowy,0,0
2022-05-26,S005,P0010,Electronics,East,23.27,13.95,19.7795,27.46,157,3105.3815,4311.22,38.830607447104335,0.762135922,0.997395337,-0.27,Winter,Snowy,1,0
2022-05-26,S005,P0011,Electronics,South,37.67,21.55,33.903,37.67,103,3492.009,3880.01,11.11111111111112,0.436440678,0.862213293,1.2,Autumn,Rainy,1,0
2022-05-26,S005,P0012,Clothing,East,61.96,32.52,61.96,66.3,101,6257.96,6696.299999999999,7.004519044544861,0.647435897,0.873551289,-1.35,Autumn,Rainy,1,0
2022-05-26,S005,P0013,Groceries,West,41.45,24.78,39.3775,34.4,4,157.51,137.6,-12.640467271919242,0.011627907,0.208768267,-1.25,Summer,Snowy,0,0
2022-05-26,S005,P0014,Electronics,West,86.94,51.08,86.94,72.16,15,1304.1,1082.3999999999999,-17.000230043708306,0.144230769,0.950570342,-4.95,Autumn,Rainy,0,0
2022-05-26,S005,P0015,Electronics,South,32.96,17.64,32.96,41.86,221,7284.16,9251.06,27.002427184466015,0.917012448,0.944242683,-0.02,Summer,Cloudy,1,0
2022-05-26,S005,P0016,Electronics,West,75.78,47.61,68.202,84.12,215,14663.43,18085.8,23.339491510512897,0.452631579,0.94389323,-0.28,Summer,Sunny,0,0
2022-05-26,S005,P0017,Clothing,North,66.72,49.52,60.048,65.39,104,6244.992,6800.56,8.896216360245134,0.302325581,0.870511425,-4.71,Spring,Sunny,1,0
2022-05-26,S005,P0018,Groceries,West,88.39,66.02,83.9705,110.49,363,30481.2915,40107.869999999995,31.58192460447418,0.981081081,0.961487525,4.23,Winter,Cloudy,0,0
2022-05-26,S005,P0019,Electronics,South,92.01,48.44,78.2085,106.73,172,13451.862000000001,18357.56,36.46854242185952,0.679841897,0.909090909,-1.12,Winter,Cloudy,0,0
2022-05-26,S005,P0020,Clothing,North,62.03,44.21,49.624,67.61,170,8436.08,11493.7,36.244559084314034,0.434782609,0.963664191,-3.49,Winter,Sunny,1,0
2022-05-27,S001,P0001,Furniture,South,19.35,14.89,18.3825,20.12,32,588.24,643.84,9.451924384604927,0.336842105,0.766100072,-4.83,Summer,Cloudy,1,0
2022-05-27,S001,P0002,Toys,North,15.56,7.83,14.782,18.05,103,1522.546,1859.15,22.107969151670957,0.66025641,0.905176202,4.45,Winter,Rainy,0,0
2022-05-27,S001,P0003,Groceries,East,43.5,30.53,41.325,41.76,31,1281.075,1294.56,1.0526315789473566,0.072941176,1.282051282,-1.94,Winter,Snowy,0,0
2022-05-27,S001,P0004,Groceries,North,32.41,25.9,27.5485,35.0,162,4462.857,5670.0,27.04865963664083,0.580645161,0.886990802,3.8,Spring,Cloudy,1,0
2022-05-27,S001,P0005,Electronics,South,75.31,51.7,75.31,79.83,158,11898.98,12613.14,6.001858982870796,0.669491525,0.941541029,-3.68,Autumn,Rainy,1,0
2022-05-27,S001,P0006,Furniture,South,84.21,46.2,84.21,74.95,123,10357.83,9218.85,-10.996318726992033,0.322834646,0.97279342,-4.75,Spring,Cloudy,0,0
2022-05-27,S001,P0007,Clothing,West,21.33,13.27,19.197,20.26,91,1746.927,1843.66,5.537323540136492,0.205882353,0.949004067,1.85,Autumn,Sunny,0,0
2022-05-27,S001,P0008,Groceries,South,36.48,18.41,29.184,39.03,54,1575.9360000000001,2107.62,33.73766447368421,0.65060241,0.773860705,-2.67,Autumn,Rainy,1,0
2022-05-27,S001,P0009,Furniture,North,98.82,67.74,83.997,97.83,210,17639.37,20544.3,16.468445301617912,0.495283019,0.974839848,-4.42,Spring,Rainy,1,0
2022-05-27,S001,P0010,Groceries,North,64.01,49.92,51.208,64.01,40,2048.3199999999997,2560.4,25.00000000000001,0.103626943,1.154734411,-3.76,Spring,Sunny,1,0
2022-05-27,S001,P0011,Groceries,North,30.53,21.16,30.53,28.39,1,30.53,28.39,-7.009498853586638,0.018867925,0.108108108,3.87,Spring,Cloudy,1,0
2022-05-27,S001,P0012,Furniture,East,30.55,19.65,29.0225,28.11,46,1335.035,1293.06,-3.1441123266431266,0.096638655,0.834542816,0.83,Summer,Cloudy,0,0
2022-05-27,S001,P0013,Furniture,South,79.28,45.56,79.28,80.87,136,10782.08,10998.32,2.0055499495459173,0.385269122,0.88836632,4.17,Winter,Cloudy,0,0
2022-05-27,S001,P0014,Groceries,East,27.57,16.79,23.4345,28.67,151,3538.6095,4329.17,22.340992980434837,0.729468599,0.998809366,-2.69,Autumn,Rainy,0,0
2022-05-27,S001,P0015,Clothing,South,43.01,21.74,40.8595,34.84,19,776.3304999999999,661.96,-14.73219202388672,0.075098814,0.55393586,-4.69,Spring,Cloudy,1,0
2022-05-27,S001,P0016,Toys,West,82.02,51.02,65.616,76.28,11,721.776,839.08,16.252133625944897,0.080291971,0.586041556,-0.78,Winter,Rainy,1,0
2022-05-27,S001,P0017,Electronics,East,39.27,21.38,37.3065,42.8,382,14251.083,16349.599999999999,14.72531596370605,0.913875598,0.972034912,-3.25,Spring,Cloudy,0,0
2022-05-27,S001,P0018,Groceries,East,94.26,64.1,94.26,83.89,26,2450.76,2181.14,-11.001485253554003,0.073446328,0.557939914,1.05,Summer,Snowy,1,0
2022-05-27,S001,P0019,Toys,North,50.17,34.1,47.6615,58.7,147,7006.2405,8628.9,23.16020267931141,0.835227273,0.918348223,2.05,Summer,Snowy,0,0
2022-05-27,S001,P0020,Toys,West,62.64,37.99,53.244,53.24,5,266.22,266.2,-0.007512583577488136,0.012690355,0.275027503,-3.47,Winter,Sunny,0,0
2022-05-27,S002,P0001,Toys,South,26.92,19.73,21.536,30.96,69,1485.9840000000002,2136.2400000000002,43.759286775631494,0.711340206,0.806923167,-0.59,Summer,Sunny,0,0
2022-05-27,S002,P0002,Clothing,South,17.42,12.94,14.807,18.29,30,444.21000000000004,548.6999999999999,23.52265820220165,0.32967033,1.023890785,-1.76,Spring,Sunny,1,0
2022-05-27,S002,P0003,Electronics,South,62.14,38.69,55.926,68.35,138,7717.7880000000005,9432.3,22.21506991381467,0.627272727,0.934579439,-1.75,Autumn,Snowy,1,0
2022-05-27,S002,P0004,Toys,West,42.96,23.13,38.664,41.24,145,5606.280000000001,5979.8,6.662528450237949,0.525362319,0.883499878,-4.76,Spring,Snowy,1,0
2022-05-27,S002,P0005,Groceries,East,92.14,66.77,78.319,83.85,45,3524.355,3773.2499999999995,7.0621432857927084,0.105140187,1.027162748,-4.37,Autumn,Sunny,1,0
2022-05-27,S002,P0006,Furniture,South,95.11,61.71,76.088,109.38,150,11413.199999999999,16407.0,43.754599936915156,0.438596491,0.968304177,3.34,Summer,Sunny,0,0
2022-05-27,S002,P0007,Groceries,North,93.59,69.27,88.9105,120.73,209,18582.2945,25232.57,35.78823648500459,0.937219731,0.96902819,2.82,Summer,Sunny,1,0
2022-05-27,S002,P0008,Groceries,East,18.82,10.78,15.056,22.4,405,6097.679999999999,9072.0,48.777895855472906,0.859872611,0.959920362,4.02,Spring,Sunny,0,0
2022-05-27,S002,P0009,Toys,West,55.6,37.02,47.26,64.5,34,1606.84,2193.0,36.47905205247567,0.653846154,0.699013158,-1.62,Summer,Sunny,1,0
2022-05-27,S002,P0010,Furniture,East,42.09,22.63,33.672,44.19,279,9394.488,12329.01,31.236635780470422,0.894230769,0.960611486,-3.9,Spring,Rainy,0,0
2022-05-27,S002,P0011,Electronics,West,86.12,59.45,81.814,83.54,112,9163.168,9356.480000000001,2.109663382795137,0.502242152,0.940070505,0.8,Spring,Rainy,0,0
2022-05-27,S002,P0012,Groceries,South,56.31,39.69,47.8635,64.76,175,8376.112500000001,11333.0,35.30143010853783,0.760869565,0.896562324,-2.93,Summer,Rainy,1,0
2022-05-27,S002,P0013,Electronics,West,39.01,30.62,35.109,33.68,77,2703.393,2593.36,-4.070181434959703,0.209809264,0.808908499,-3.92,Spring,Cloudy,0,0
2022-05-27,S002,P0014,Furniture,West,95.68,71.43,81.328,93.77,27,2195.856,2531.79,15.298544166830602,0.09540636,0.821167883,4.7,Summer,Snowy,1,0
