date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday/promotion,competitor_pricing,seasonality,visitors,cost,profit_margin,margin_percent,demand_ratio,inventory_pressure,competitor_gap,discounted_price,revenue,conversion_rate,price_demand_ratio,stock_remaining,traffic_intensity,day_of_week,month,is_weekend,rule_price,rule_revenue,baseline_revenue
2022-01-28,S001,P0012,Toys,South,80,15,125,11.88,64.74,0.1,Snowy,1,66.05,Spring,95,43.74,21.0,0.324374421,1.164596273,0.185185185,-1.31,58.266,873.99,0.15625,4.04625,65,1.172839506,4,1,0,55.35269999999999,830.2904999999998,971.0999999999999
2022-01-28,S001,P0010,Clothing,South,291,12,167,23.96,86.53,0.2,Sunny,0,90.93,Spring,212,68.98,17.55,0.202819831,0.480769231,0.04109589,-4.4,69.224,830.688,0.056338028,6.656153846,279,0.726027397,4,1,0,73.98315,887.7977999999999,1038.3600000000001
2022-01-28,S001,P0009,Groceries,North,254,86,105,103.36,87.24,0.15,Sunny,1,84.09,Autumn,180,51.0,36.24,0.415405777,0.824070525,0.337254902,3.15,74.154,6377.244,0.475138122,1.002758621,168,0.705882353,4,1,0,74.5902,6414.7572,7502.639999999999
2022-01-28,S001,P0008,Furniture,North,439,30,92,36.77,18.27,0.15,Rainy,0,17.06,Spring,243,11.54,6.73,0.368363437,0.794281176,0.068181818,1.21,15.5295,465.885,0.12295082,0.589354839,409,0.552272727,4,1,0,16.443,493.29,548.1
2022-01-28,S001,P0007,Furniture,West,419,30,161,29.58,50.71,0.15,Sunny,1,50.6,Spring,263,30.69,20.02,0.394793926,0.981033355,0.071428571,0.11,43.1035,1293.105,0.113636364,1.635806452,389,0.626190476,4,1,0,43.35705,1300.7115000000001,1521.3
2022-01-28,S001,P0006,Furniture,North,73,3,46,4.75,92.48,0.1,Snowy,1,87.82,Winter,256,63.92,28.56,0.308823529,0.52173913,0.040540541,4.66,83.232,249.696,0.011673152,23.12,70,3.459459459,4,1,0,81.442512,244.32753599999998,277.44
2022-01-28,S001,P0005,Groceries,South,492,366,97,366.09,24.27,0.15,Snowy,1,25.97,Winter,583,17.93,6.34,0.261227853,0.997030701,0.742393509,-1.7,20.6295,7550.397,0.626712329,0.06613079,126,1.182555781,4,1,0,26.248005,9606.76983,8882.82
2022-01-28,S001,P0004,Groceries,East,276,117,40,118.4,19.29,0.05,Cloudy,0,18.92,Summer,359,10.5,8.79,0.455676516,0.979899497,0.422382671,0.37,18.3255,2144.0835,0.325,0.163474576,159,1.296028881,4,1,0,18.593631000000002,2175.454827,2256.93
2022-01-28,S001,P0003,Furniture,East,426,286,104,281.95,14.56,0.0,Rainy,1,11.98,Spring,340,8.42,6.14,0.421703297,1.01077929,0.669789227,2.58,14.56,4164.16,0.838709677,0.050731707,140,0.796252927,4,1,0,15.288000000000002,4372.368,4164.16
2022-01-28,S001,P0002,Furniture,West,284,45,185,50.15,73.32,0.15,Sunny,1,73.86,Spring,323,46.52,26.8,0.365521004,0.879765396,0.157894737,-0.54,62.322,2804.49,0.138888889,1.593913043,239,1.133333333,4,1,0,62.6886,2820.987,3299.3999999999996
2022-01-28,S001,P0001,Furniture,East,158,97,82,115.96,53.25,0.2,Cloudy,1,49.95,Autumn,309,27.95,25.3,0.475117371,0.829343365,0.610062893,3.3,42.6,4132.2,0.312903226,0.543367347,61,1.943396226,4,1,0,53.25,5165.25,5165.25
2022-01-28,S001,P0011,Electronics,East,252,20,136,27.89,56.72,0.1,Cloudy,0,55.92,Autumn,116,32.46,24.26,0.427715092,0.692281066,0.079051383,0.8,51.048,1020.96,0.170940171,2.700952381,232,0.458498024,4,1,0,48.495599999999996,969.9119999999999,1134.4
2022-01-28,S002,P0004,Groceries,East,452,360,86,360.9,17.32,0.0,Rainy,1,20.33,Spring,514,8.95,8.37,0.483256351,0.994749931,0.794701987,-3.01,17.32,6235.2,0.699029126,0.047977839,92,1.134657837,4,1,0,18.73158,6743.3688,6235.2
2022-01-28,S003,P0010,Toys,East,371,156,75,151.08,81.81,0.05,Sunny,1,84.35,Spring,316,61.8,20.01,0.244591126,1.025775907,0.419354839,-2.54,77.7195,12124.242,0.492113565,0.521082803,215,0.849462366,4,1,0,73.629,11486.124000000002,12762.36
2022-01-28,S002,P0006,Clothing,East,443,222,119,212.5,49.26,0.1,Cloudy,1,50.39,Spring,404,26.91,22.35,0.453714982,1.039812646,0.5,-1.13,44.334,9842.148,0.548148148,0.220896861,221,0.90990991,4,1,0,51.723,11482.506,10935.72
2022-01-28,S003,P0008,Toys,North,139,113,98,125.36,10.61,0.05,Rainy,1,9.63,Autumn,218,7.78,2.83,0.2667295,0.894270339,0.807142857,0.98,10.0795,1138.9835,0.515981735,0.093070175,26,1.557142857,4,1,0,11.1405,1258.8764999999999,1198.9299999999998
2022-01-28,S003,P0007,Groceries,East,188,106,41,115.42,60.84,0.0,Rainy,1,61.93,Winter,199,34.68,26.16,0.429980276,0.910496478,0.560846561,-1.09,60.84,6449.04,0.53,0.568598131,82,1.052910053,4,1,0,64.545156,6841.7865360000005,6449.04
2022-01-28,S003,P0006,Electronics,North,403,251,65,241.87,28.65,0.0,Rainy,1,33.32,Winter,420,22.79,5.86,0.204537522,1.033474698,0.621287129,-4.67,28.65,7191.15,0.596199525,0.113690476,152,1.03960396,4,1,0,30.984975,7777.228725,7191.15
2022-01-28,S003,P0005,Electronics,South,294,225,140,225.85,94.53,0.1,Snowy,1,97.52,Spring,515,64.32,30.21,0.319581085,0.991844831,0.762711864,-2.99,85.077,19142.325,0.436046512,0.418274336,69,1.745762712,4,1,0,99.2565,22332.7125,21269.25
2022-01-28,S003,P0004,Furniture,East,307,296,82,293.91,71.49,0.15,Cloudy,0,69.78,Winter,394,43.23,28.26,0.395300042,1.003696043,0.961038961,1.71,60.7665,17986.884,0.749367089,0.240707071,11,1.279220779,4,1,0,77.316435,22885.66476,21161.039999999997
2022-01-28,S003,P0003,Toys,South,292,30,41,22.03,88.83,0.2,Cloudy,1,84.92,Autumn,244,57.56,31.27,0.352020714,1.302648719,0.102389078,3.91,71.064,2131.92,0.12244898,2.865483871,262,0.832764505,4,1,0,75.94964999999999,2278.4894999999997,2664.9
2022-01-28,S003,P0002,Furniture,East,61,11,43,9.35,50.21,0.1,Snowy,0,53.76,Winter,264,38.15,12.06,0.240191197,1.062801932,0.177419355,-3.55,45.189,497.079,0.041509434,4.184166667,50,4.258064516,4,1,0,44.2174365,486.3918015,552.3100000000001
2022-01-28,S003,P0001,Clothing,South,291,273,107,290.88,73.65,0.1,Sunny,0,74.98,Autumn,551,37.61,36.04,0.48934148,0.935315883,0.934931507,-1.33,66.285,18095.805,0.494565217,0.26879562,18,1.886986301,4,1,0,77.33250000000001,21111.772500000003,20106.45
2022-01-28,S002,P0020,Electronics,East,108,76,78,80.09,77.88,0.05,Rainy,0,78.85,Summer,300,49.33,28.55,0.366589625,0.937230238,0.697247706,-0.97,73.986,5622.936,0.252491694,1.011428571,32,2.752293578,4,1,0,75.46571999999999,5735.394719999999,5918.879999999999
2022-01-28,S002,P0019,Groceries,South,96,33,62,50.25,67.67,0.1,Sunny,1,70.95,Autumn,247,36.33,31.34,0.463129895,0.643902439,0.340206186,-3.28,60.903,2009.799,0.133064516,1.990294118,63,2.546391753,4,1,0,57.857850000000006,1909.3090500000003,2233.11
2022-01-28,S002,P0018,Toys,North,280,209,35,220.49,93.51,0.1,Snowy,0,92.58,Autumn,365,70.92,22.59,0.241578441,0.943609192,0.743772242,0.93,84.159,17589.231,0.571038251,0.445285714,71,1.298932384,4,1,0,98.1855,20520.769500000002,19543.59
2022-01-28,S002,P0005,Clothing,South,117,92,199,86.49,23.12,0.0,Snowy,0,23.37,Summer,142,15.82,7.3,0.315743945,1.051548748,0.779661017,-0.25,23.12,2127.04,0.643356643,0.248602151,25,1.203389831,4,1,0,24.761520000000004,2278.0598400000003,2127.04
2022-01-28,S002,P0016,Groceries,North,72,19,139,27.5,38.23,0.1,Snowy,0,34.15,Spring,96,19.77,18.46,0.482866858,0.666666667,0.260273973,4.08,34.407,653.733,0.195876289,1.9115,53,1.315068493,4,1,0,32.68664999999999,621.0463499999998,726.3699999999999
2022-01-28,S002,P0015,Furniture,East,376,54,81,52.06,69.12,0.0,Snowy,0,67.92,Spring,315,48.48,20.64,0.298611111,1.017715793,0.143236074,1.2,69.12,3732.48,0.170886076,1.256727273,322,0.835543767,4,1,0,59.0976,3191.2704,3732.4800000000005
2022-01-28,S002,P0014,Toys,South,323,310,37,301.16,45.11,0.1,Sunny,0,41.92,Winter,477,27.81,17.3,0.383506983,1.025946518,0.956790123,3.19,40.599,12585.69,0.648535565,0.145048232,13,1.472222222,4,1,0,48.78646500000001,15123.804150000002,13984.1
2022-01-28,S002,P0013,Clothing,South,150,26,199,28.56,93.49,0.2,Snowy,1,90.12,Spring,139,67.36,26.13,0.279495133,0.879566982,0.17218543,3.37,74.792,1944.592,0.185714286,3.462592593,124,0.920529801,4,1,0,79.93395,2078.2826999999997,2430.74
2022-01-28,S002,P0012,Furniture,East,481,415,188,406.8,18.27,0.05,Snowy,0,20.53,Spring,521,13.36,4.91,0.268746579,1.017655714,0.860995851,-2.26,17.3565,7202.9475,0.795019157,0.043918269,66,1.080912863,4,1,0,19.1835,7961.152499999999,7582.05
2022-01-28,S002,P0011,Toys,West,373,2,49,9.8,38.11,0.15,Sunny,1,36.7,Spring,52,23.64,14.47,0.37969037,0.185185185,0.005347594,1.41,32.3935,64.787,0.037735849,12.70333333,371,0.139037433,4,1,0,32.58405,65.1681,76.22
2022-01-28,S002,P0010,Groceries,West,355,307,189,320.1,37.7,0.1,Sunny,1,39.27,Summer,560,29.75,7.95,0.210875332,0.956088446,0.862359551,-1.57,33.93,10416.51,0.547237077,0.122402597,48,1.573033708,4,1,0,40.37670000000001,12395.646900000002,11573.900000000001
2022-01-28,S002,P0009,Electronics,North,137,90,134,94.51,52.05,0.15,Cloudy,1,49.5,Winter,310,30.92,21.13,0.405955812,0.942309706,0.652173913,2.55,44.2425,3981.825,0.289389068,0.571978022,47,2.246376812,4,1,0,53.6115,4825.035,4684.5
2022-01-28,S002,P0008,Groceries,East,157,146,75,165.31,14.81,0.1,Snowy,0,11.35,Winter,203,7.49,7.32,0.494260635,0.87787866,0.924050633,3.46,13.329,1946.034,0.715686275,0.100748299,11,1.284810127,4,1,0,16.017015,2338.48419,2162.26
2022-01-28,S002,P0007,Furniture,West,331,288,61,288.53,10.85,0.0,Cloudy,0,13.45,Winter,357,7.0,3.85,0.35483871,0.994715574,0.86746988,-2.6,10.85,3124.8,0.804469274,0.037543253,43,1.075301205,4,1,0,11.734275,3379.4712,3124.7999999999997
2022-01-28,S002,P0017,Toys,South,95,71,174,64.41,25.83,0.15,Snowy,1,26.21,Summer,241,18.15,7.68,0.297328688,1.085460939,0.739583333,-0.38,21.9555,1558.8405,0.29338843,0.35875,24,2.510416667,4,1,0,27.66393,1964.13903,1833.9299999999998
2022-01-29,S004,P0006,Clothing,South,372,172,55,186.82,10.84,0.0,Snowy,1,10.88,Spring,397,8.02,2.82,0.260147601,0.915770418,0.461126005,-0.04,10.84,1864.48,0.432160804,0.06265896,200,1.064343164,5,1,1,10.2438,1761.9336,1864.48
2022-01-29,S004,P0007,Electronics,North,392,131,115,126.33,32.53,0.15,Rainy,0,28.88,Summer,193,18.89,13.64,0.419305257,1.028822744,0.333333333,3.65,27.6505,3622.2155,0.675257732,0.246439394,261,0.491094148,5,1,1,31.355667000000004,4107.592377000001,4261.43
2022-01-29,S004,P0008,Electronics,West,187,95,146,94.58,16.09,0.05,Sunny,1,12.73,Spring,217,12.29,3.8,0.236171535,0.993931785,0.505319149,3.36,15.2855,1452.1225,0.435779817,0.167604167,92,1.154255319,5,1,1,16.8945,1604.9775,1528.55
2022-01-29,S004,P0013,Furniture,West,295,283,60,298.15,58.39,0.15,Snowy,1,59.25,Winter,535,35.9,22.49,0.385168693,0.946013705,0.956081081,-0.86,49.6315,14045.7145,0.527985075,0.205598592,12,1.807432432,5,1,1,63.148785000000004,17871.106155,16524.37
2022-01-29,S004,P0010,Groceries,East,117,69,146,83.99,39.51,0.15,Sunny,1,37.13,Spring,195,24.06,15.45,0.391040243,0.811860219,0.584745763,2.38,33.5835,2317.2615,0.352040816,0.564428571,48,1.652542373,5,1,1,39.51,2726.19,2726.19
2022-01-29,S004,P0011,Toys,South,462,189,108,186.15,77.61,0.15,Sunny,0,76.52,Spring,397,59.91,17.7,0.228063394,1.009885119,0.408207343,1.09,65.9685,12468.0465,0.474874372,0.408473684,273,0.857451404,5,1,1,73.34145,13861.534049999998,14668.289999999999
2022-01-29,S004,P0012,Electronics,North,348,21,84,36.8,65.23,0.1,Rainy,1,64.29,Spring,303,43.72,21.51,0.329756247,0.555555556,0.06017192,0.94,58.707,1232.847,0.069078947,2.965,327,0.868194842,5,1,1,55.77165,1171.2046500000001,1369.8300000000002
2022-01-29,S004,P0005,Furniture,West,301,163,163,166.75,15.9,0.05,Cloudy,0,20.18,Summer,301,11.13,4.77,0.3,0.971684054,0.539735099,-4.28,15.105,2462.115,0.539735099,0.09695122,138,0.996688742,5,1,1,17.0289,2775.7107,2591.7000000000003
2022-01-29,S004,P0009,Toys,South,113,23,23,35.72,38.37,0.2,Snowy,0,42.75,Spring,317,25.41,12.96,0.337763878,0.626361656,0.201754386,-4.38,30.696,706.008,0.072327044,1.59875,90,2.780701754,5,1,1,32.806349999999995,754.5460499999999,882.51
2022-01-29,S004,P0004,Groceries,South,330,107,54,122.99,31.79,0.15,Sunny,1,29.64,Autumn,325,17.94,13.85,0.435671595,0.86297282,0.32326284,2.15,27.0215,2891.3005,0.328220859,0.294351852,223,0.981873112,5,1,1,30.04155,3214.44585,3401.5299999999997
2022-01-29,S003,P0018,Clothing,North,483,412,79,428.29,19.37,0.15,Sunny,0,17.8,Summer,703,12.24,7.13,0.368094992,0.959724196,0.851239669,1.57,16.4645,6783.374,0.585227273,0.046900726,71,1.452479339,5,1,1,20.745270000000005,8547.051240000003,7980.4400000000005
2022-01-29,S004,P0002,Clothing,North,273,22,126,13.33,89.8,0.15,Cloudy,0,86.43,Winter,144,66.7,23.1,0.257238307,1.535240754,0.080291971,3.37,76.33,1679.26,0.151724138,3.904347826,251,0.525547445,5,1,1,79.08237,1739.81214,1975.6
2022-01-29,S004,P0001,Toys,North,72,64,104,69.87,27.81,0.2,Cloudy,0,32.14,Spring,176,18.93,8.88,0.319309601,0.903061944,0.876712329,-4.33,22.248,1423.872,0.361581921,0.427846154,8,2.410958904,5,1,1,29.200499999999998,1868.8319999999999,1779.84
2022-01-29,S003,P0020,Groceries,North,330,137,61,155.51,41.94,0.05,Cloudy,1,39.55,Winter,384,28.26,13.68,0.326180258,0.875343429,0.413897281,2.39,39.843,5458.491,0.355844156,0.303913043,193,1.160120846,5,1,1,40.822299,5592.654963,5745.78
2022-01-29,S003,P0019,Toys,South,90,33,58,37.63,18.87,0.0,Sunny,1,22.49,Spring,274,11.98,6.89,0.365129836,0.854258348,0.362637363,-3.62,18.87,622.71,0.12,0.555,57,3.010989011,5,1,1,16.983,560.439,622.71
2022-01-29,S003,P0017,Clothing,North,77,39,167,52.77,23.88,0.15,Snowy,0,28.06,Winter,282,16.23,7.65,0.320351759,0.725311512,0.5,-4.18,20.298,791.622,0.137809187,0.597,38,3.615384615,5,1,1,24.5964,959.2596,931.3199999999999
2022-01-29,S003,P0016,Groceries,South,234,190,59,191.62,14.86,0.05,Sunny,1,13.24,Spring,459,9.6,5.26,0.35397039,0.98639809,0.808510638,1.62,14.117,2682.23,0.413043478,0.077801047,44,1.953191489,5,1,1,15.603,2964.57,2823.4
2022-01-29,S003,P0015,Clothing,North,273,32,129,37.24,24.14,0.15,Cloudy,1,23.7,Autumn,271,14.52,9.62,0.398508699,0.836820084,0.116788321,0.44,20.519,656.608,0.117647059,0.731515152,241,0.989051095,5,1,1,21.726000000000003,695.2320000000001,772.48
2022-01-29,S003,P0014,Toys,North,202,197,32,207.2,17.53,0.15,Cloudy,1,20.09,Autumn,336,10.47,7.06,0.402738163,0.946205572,0.97044335,-2.56,14.9005,2935.3985,0.584569733,0.088535354,5,1.655172414,5,1,1,18.4065,3626.0805,3453.4100000000003
2022-01-29,S003,P0013,Groceries,North,295,196,30,203.13,10.01,0.15,Rainy,0,8.76,Summer,350,5.25,4.76,0.475524476,0.960172439,0.662162162,1.25,8.5085,1667.666,0.558404558,0.050812183,99,1.182432432,5,1,1,11.0423313,2164.2969348,1961.96
2022-01-29,S004,P0014,Clothing,North,421,111,164,110.18,86.64,0.05,Sunny,1,91.59,Autumn,228,57.77,28.87,0.333217913,0.998381004,0.263033175,-4.95,82.308,9136.188,0.484716157,0.773571429,310,0.54028436,5,1,1,77.976,8655.336,9617.04
2022-01-29,S004,P0003,Groceries,West,362,175,78,173.83,88.31,0.0,Snowy,1,88.4,Winter,385,53.81,34.5,0.390669233,1.000972373,0.482093664,-0.09,88.31,15454.25,0.453367876,0.501761364,187,1.060606061,5,1,1,81.86337,14326.089750000001,15454.25
2022-01-29,S004,P0015,Toys,East,372,218,200,216.17,54.0,0.1,Rainy,1,55.6,Winter,365,35.19,18.81,0.348333333,1.003821891,0.584450402,-1.6,48.6,10594.8,0.595628415,0.246575342,154,0.978552279,5,1,1,58.401,12731.418000000001,11772.0
2022-01-29,S005,P0007,Toys,East,343,210,38,219.03,51.01,0.1,Cloudy,1,46.74,Summer,282,25.79,25.22,0.49441286,0.954415307,0.610465116,4.27,45.909,9640.89,0.74204947,0.241753555,133,0.819767442,5,1,1,54.63171,11472.659099999999,10712.1
2022-01-29,S004,P0017,Clothing,East,101,76,61,79.15,85.06,0.15,Snowy,0,85.88,Winter,227,49.74,35.32,0.415236304,0.948222084,0.745098039,-0.82,72.301,5494.876,0.333333333,1.104675325,25,2.225490196,5,1,1,83.23121,6325.57196,6464.56
2022-01-29,S005,P0019,Electronics,South,347,338,29,328.37,97.31,0.1,Cloudy,0,96.25,Autumn,463,63.43,33.88,0.348165656,1.026201536,0.971264368,1.06,87.579,29601.702,0.728448276,0.287050147,9,1.33045977,5,1,1,102.17550000000001,34535.319,32890.78
2022-01-29,S005,P0018,Electronics,North,283,243,149,253.86,79.51,0.1,Sunny,1,74.55,Summer,357,44.22,35.29,0.443843542,0.953464647,0.855633803,4.96,71.559,17388.837,0.67877095,0.325860656,40,1.257042254,5,1,1,85.15521,20692.71603,19320.93
2022-01-29,S005,P0017,Furniture,North,420,213,139,214.66,10.18,0.2,Rainy,1,12.26,Autumn,405,5.73,4.45,0.437131631,0.98766577,0.505938242,-2.08,8.144,1734.672,0.524630542,0.047570093,207,0.961995249,5,1,1,10.689,2276.757,2168.34
2022-01-29,S005,P0016,Groceries,East,211,145,22,137.09,58.13,0.2,Rainy,0,61.67,Autumn,407,34.53,23.6,0.405986582,1.050039829,0.683962264,-3.54,46.504,6743.08,0.355392157,0.398150685,66,1.919811321,5,1,1,62.86759500000001,9115.801275000002,8428.85
2022-01-29,S005,P0015,Electronics,South,400,225,26,227.22,13.26,0.0,Rainy,1,11.43,Spring,363,6.94,6.32,0.476621418,0.985890807,0.561097257,1.83,13.26,2983.5,0.618131868,0.058672566,175,0.905236908,5,1,1,13.923,3132.675,2983.5
2022-01-29,S005,P0014,Clothing,South,83,61,154,62.65,93.65,0.1,Cloudy,1,97.41,Summer,309,51.92,41.73,0.445595302,0.958366064,0.726190476,-3.76,84.285,5141.385,0.196774194,1.510483871,22,3.678571429,5,1,1,90.74685000000001,5535.55785,5712.650000000001
2022-01-29,S005,P0013,Toys,East,480,120,47,137.97,50.8,0.2,Rainy,1,50.97,Autumn,223,39.07,11.73,0.230905512,0.863495719,0.249480249,-0.17,40.64,4876.8,0.535714286,0.419834711,360,0.463617464,5,1,1,48.006,5760.72,6096.0
2022-01-29,S005,P0012,Electronics,East,261,136,170,131.75,91.48,0.2,Sunny,0,90.38,Autumn,273,72.19,19.29,0.210865763,1.024482109,0.519083969,1.1,73.184,9953.024,0.496350365,0.667737226,125,1.041984733,5,1,1,91.48,12441.28,12441.28
2022-01-29,S005,P0011,Furniture,East,199,120,38,116.05,47.42,0.15,Snowy,1,43.93,Summer,298,35.18,12.24,0.258118937,1.025202905,0.6,3.49,40.307,4836.84,0.401337793,0.391900826,79,1.49,5,1,1,50.786820000000006,6094.4184000000005,5690.400000000001
2022-01-29,S005,P0010,Clothing,West,331,267,125,262.4,61.15,0.05,Rainy,0,64.45,Spring,391,43.09,18.06,0.29533933,1.013667426,0.804216867,-3.3,58.0925,15510.6975,0.681122449,0.228171642,64,1.177710843,5,1,1,64.2075,17143.4025,16327.05
2022-01-29,S004,P0016,Electronics,South,227,123,52,130.7,40.86,0.1,Snowy,1,43.67,Winter,297,29.61,11.25,0.275330396,0.933940774,0.539473684,-2.81,36.774,4523.202,0.412751678,0.329516129,104,1.302631579,5,1,1,44.19009,5435.381069999999,5025.78
2022-01-29,S005,P0009,Toys,North,419,20,38,35.89,17.72,0.0,Rainy,1,17.04,Winter,178,10.87,6.85,0.386568849,0.542152345,0.047619048,0.68,17.72,354.4,0.111731844,0.843809524,399,0.423809524,5,1,1,16.42644,328.5288,354.4
2022-01-29,S003,P0012,Groceries,West,129,92,20,89.2,84.17,0.15,Rainy,0,81.27,Autumn,210,45.63,38.54,0.457882856,1.019955654,0.707692308,2.9,71.5445,6582.094,0.436018957,0.905053763,37,1.615384615,5,1,1,86.69510000000001,7975.949200000001,7743.64
2022-01-29,S005,P0006,Clothing,West,391,47,111,47.29,12.36,0.2,Sunny,0,15.15,Autumn,329,7.47,4.89,0.395631068,0.973286395,0.119897959,-2.79,9.888,464.736,0.142424242,0.2575,344,0.839285714,5,1,1,11.6802,548.9694,580.92
2022-01-29,S005,P0005,Clothing,South,201,90,42,98.48,59.41,0.05,Rainy,1,61.01,Summer,280,29.83,29.58,0.497895977,0.904704463,0.445544554,-1.6,56.4395,5079.555,0.320284698,0.652857143,111,1.386138614,5,1,1,54.538380000000004,4908.4542,5346.9
2022-01-29,S005,P0004,Toys,West,50,13,200,21.97,10.63,0.15,Rainy,1,13.25,Winter,144,8.5,2.13,0.200376294,0.565955594,0.254901961,-2.62,9.0355,117.4615,0.089655172,0.759285714,37,2.823529412,5,1,1,9.85401,128.10213000000002,138.19
2022-01-29,S005,P0003,Groceries,North,136,85,132,76.52,70.34,0.2,Snowy,0,73.33,Winter,360,53.99,16.35,0.232442423,1.096491228,0.620437956,-2.99,56.272,4783.12,0.235457064,0.817906977,51,2.627737226,5,1,1,72.45020000000001,6158.267000000001,5978.900000000001
2022-01-29,S005,P0002,Furniture,North,331,124,158,133.4,71.08,0.15,Snowy,0,70.69,Summer,371,36.52,34.56,0.486212718,0.922619048,0.373493976,0.39,60.418,7491.832,0.333333333,0.56864,207,1.11746988,5,1,1,65.25144,8091.17856,8813.92
2022-01-29,S005,P0001,Toys,North,456,40,106,53.65,73.71,0.1,Cloudy,0,72.97,Autumn,108,52.76,20.95,0.284221951,0.731930467,0.087527352,0.74,66.339,2653.56,0.366972477,1.797804878,416,0.236323851,5,1,1,63.02204999999999,2520.8819999999996,2948.3999999999996
2022-01-29,S004,P0020,Electronics,East,123,62,97,52.61,65.69,0.0,Cloudy,0,63.57,Spring,213,33.15,32.54,0.49535698,1.156500653,0.5,2.12,65.69,4072.78,0.289719626,1.042698413,61,1.717741935,5,1,1,62.405499999999996,3869.1409999999996,4072.7799999999997
2022-01-29,S004,P0019,Electronics,South,384,361,125,357.38,25.51,0.2,Snowy,1,20.55,Winter,542,16.81,8.7,0.341042728,1.007310676,0.937662338,4.96,20.408,7367.288,0.664825046,0.070469613,23,1.407792208,5,1,1,27.589065000000005,9959.652465000001,9209.11
2022-01-29,S004,P0018,Electronics,North,273,112,132,104.11,39.48,0.2,Sunny,1,36.24,Autumn,399,25.47,14.01,0.354863222,1.065550376,0.408759124,3.24,31.584,3537.408,0.28,0.349380531,161,1.45620438,5,1,1,37.3086,4178.5632,4421.759999999999
2022-01-29,S005,P0008,Toys,North,164,96,141,89.2,99.89,0.0,Rainy,0,100.27,Winter,228,77.28,22.61,0.226348984,1.064301552,0.581818182,-0.38,99.89,9589.44,0.419213974,1.029793814,68,1.381818182,5,1,1,97.742365,9383.26704,9589.44
2022-01-29,S003,P0011,Toys,West,273,227,33,226.07,67.73,0.0,Snowy,0,70.78,Autumn,324,42.32,25.41,0.375166101,0.999691725,0.828467153,-3.05,67.73,15374.71,0.698461538,0.297061404,46,1.182481752,5,1,1,71.1165,16143.4455,15374.710000000001
2022-01-29,S005,P0020,Toys,West,242,141,38,146.97,16.58,0.2,Snowy,0,20.15,Autumn,440,9.85,6.73,0.405910736,0.952895857,0.580246914,-3.57,13.264,1870.224,0.319727891,0.116760563,101,1.810699588,5,1,1,17.409,2454.669,2337.7799999999997
2022-01-29,S003,P0009,Groceries,South,109,36,189,44.31,76.54,0.05,Snowy,0,80.53,Autumn,227,40.57,35.97,0.469950353,0.794526595,0.327272727,-3.99,72.713,2617.668,0.157894737,2.068648649,73,2.063636364,5,1,1,65.44170000000001,2355.9012000000002,2755.44
2022-01-29,S002,P0002,Groceries,North,202,100,44,114.0,74.97,0.2,Snowy,1,72.5,Summer,183,54.83,20.14,0.26864079,0.869565217,0.492610837,2.47,59.976,5997.6,0.543478261,0.742277228,102,0.901477833,5,1,1,68.82246,6882.246000000001,7497.0
2022-01-29,S002,P0001,Electronics,North,283,241,111,238.93,74.33,0.05,Snowy,1,75.7,Winter,465,39.29,35.04,0.471411274,1.004459634,0.848591549,-1.37,70.6135,17017.8535,0.517167382,0.30714876,42,1.637323944,5,1,1,80.387895,19373.482695,17913.53
2022-01-29,S001,P0020,Electronics,South,427,303,135,309.44,27.7,0.15,Cloudy,0,23.15,Winter,438,16.09,11.61,0.419133574,0.976034016,0.707943925,4.55,23.545,7134.135,0.690205011,0.091118421,124,1.023364486,5,1,1,29.95755,9077.13765,8393.1
2022-01-29,S001,P0019,Electronics,West,141,0,150,18.19,93.32,0.1,Sunny,1,96.19,Winter,288,59.53,33.79,0.362087441,0.0,0.0,-2.87,83.988,0.0,0.0,93.32,141,2.028169014,5,1,1,82.182258,0.0,0.0
2022-01-29,S001,P0018,Furniture,East,460,83,45,82.41,86.5,0.0,Snowy,1,88.87,Winter,137,47.13,39.37,0.455144509,0.995084522,0.180043384,-2.37,86.5,7179.5,0.601449275,1.029761905,377,0.297180043,5,1,1,76.176225,6322.626675,7179.5
2022-01-29,S001,P0017,Toys,West,153,91,70,91.69,53.47,0.1,Snowy,0,51.49,Summer,242,41.42,12.05,0.225360015,0.981767181,0.590909091,1.98,48.123,4379.193,0.374485597,0.581195652,62,1.571428571,5,1,1,54.5394,4963.0854,4865.7699999999995
2022-01-29,S001,P0016,Furniture,North,107,34,114,39.1,65.06,0.1,Cloudy,0,60.58,Winter,179,50.68,14.38,0.221026745,0.847880299,0.314814815,4.48,58.554,1990.836,0.188888889,1.858857143,73,1.657407407,5,1,1,57.295089000000004,1948.033026,2212.04
2022-01-29,S001,P0015,Furniture,North,348,5,95,-1.04,32.31,0.15,Cloudy,1,36.92,Autumn,211,24.27,8.04,0.248839369,-125.0,0.014326648,-4.61,27.4635,137.3175,0.023584906,5.385,343,0.604584527,5,1,1,27.62505,138.12525,161.55
2022-01-29,S001,P0014,Furniture,South,283,48,95,48.16,45.28,0.1,Rainy,0,41.89,Winter,105,26.41,18.87,0.416740283,0.97640358,0.169014085,3.39,40.752,1956.096,0.452830189,0.924081633,235,0.36971831,5,1,1,41.974560000000004,2014.7788800000003,2173.44
