date,store_id,product_id,category,price,cost,discounted_price,ml_price,units_sold,static_revenue,ml_revenue,ml_pred_demand,residual
2023-09-05,S003,P0003,2,95.22,70.72,95.22,119.02,185,17615.7,22018.7,184.95049,0.3318023681640625
2023-09-05,S003,P0001,3,58.42,35.81,49.657,73.03,9,446.91299999999995,657.27,9.638435,-0.7502431869506836
2023-09-05,S002,P0020,0,94.91,47.46,94.91,118.64,6,569.46,711.84,5.9503617,0.13903379440307617
2023-09-05,S002,P0019,0,55.19,38.58,49.671,68.99,111,5513.481,7657.889999999999,111.9239,-0.8461074829101562
2023-09-05,S002,P0018,1,74.91,50.38,63.6735,93.64,15,955.1025,1404.6,14.915526,0.47922801971435547
2023-09-05,S003,P0002,3,50.99,35.26,48.4405,63.74,171,8283.3255,10899.54,171.09941,-0.188018798828125
2023-09-05,S002,P0016,0,90.28,71.26,90.28,112.85,122,11014.16,13767.699999999999,121.39028,0.29801177978515625
2023-09-05,S002,P0015,2,44.81,24.45,44.81,56.01,302,13532.62,16915.02,302.0769,0.98626708984375
2023-09-05,S002,P0014,3,73.18,55.33,69.521,91.48,75,5214.075,6861.0,74.72373,0.7338027954101562
2023-09-05,S002,P0007,4,81.34,56.58,81.34,101.68,36,2928.2400000000002,3660.4800000000005,35.821934,0.4526252746582031
2023-09-05,S002,P0013,3,93.12,70.28,93.12,116.4,321,29891.52,37364.4,319.7534,1.212554931640625
2023-09-05,S002,P0012,3,68.03,37.4,57.8255,85.04,102,5898.201,8674.08,102.335655,0.32462310791015625
2023-09-05,S002,P0011,4,49.42,27.45,42.007,61.78,116,4872.812,7166.4800000000005,115.61808,0.30004119873046875
2023-09-05,S002,P0010,3,54.44,29.43,46.274,68.05,40,1850.96,2722.0,40.044407,-0.285308837890625
2023-09-05,S002,P0009,0,15.91,12.33,15.91,19.89,150,2386.5,2983.5,150.54057,-0.46026611328125
2023-09-05,S002,P0008,3,77.69,46.83,77.69,97.11,1,77.69,97.11,1.0050762,0.03597444295883179
2023-09-05,S002,P0017,1,55.36,32.94,52.592,69.2,87,4575.504,6020.400000000001,86.82846,0.1440582275390625
2023-09-06,S004,P0007,3,35.42,23.45,31.878,44.28,59,1880.802,2612.52,58.51516,0.0689544677734375
2023-09-06,S004,P0008,0,54.97,28.74,43.976,68.71,209,9190.984,14360.39,210.07695,-1.0399627685546875
2023-09-06,S004,P0009,2,40.39,31.87,40.39,50.49,238,9612.82,12016.62,237.04436,1.2221832275390625
2023-09-06,S004,P0014,4,24.45,19.1,20.7825,30.56,139,2888.7675,4247.84,139.69283,-1.239501953125
2023-09-06,S004,P0011,0,84.82,46.38,80.579,106.02,59,4754.161,6255.179999999999,59.38459,-0.24055099487304688
2023-09-06,S004,P0012,0,32.54,23.68,27.659,40.67,228,6306.2519999999995,9272.76,227.8803,0.033538818359375
2023-09-06,S004,P0013,0,31.11,16.78,26.4435,38.89,56,1480.836,2177.84,55.9543,0.0538177490234375
2023-09-06,S004,P0006,2,21.77,12.82,17.416,27.21,139,2420.824,3782.19,139.08266,-0.1632843017578125
2023-09-06,S004,P0010,0,48.94,38.44,48.94,61.18,68,3327.92,4160.24,68.31885,-0.0904388427734375
2023-09-06,S004,P0005,0,70.07,36.28,66.5665,87.59,62,4127.1230000000005,5430.58,61.530865,0.3066749572753906
2023-09-06,S003,P0014,0,27.98,17.22,26.581,34.98,75,1993.575,2623.4999999999995,75.46944,0.30609893798828125
2023-09-06,S004,P0003,1,98.8,72.99,93.86,123.5,264,24779.04,32604.0,264.5072,0.010986328125
2023-09-06,S004,P0002,3,58.12,34.88,55.214,72.65,363,20042.682,26371.95,364.71426,-1.9036865234375
2023-09-06,S004,P0001,4,32.38,22.27,32.38,40.48,18,582.84,728.64,18.990374,-0.91937255859375
2023-09-06,S003,P0020,1,28.8,19.76,25.92,36.0,151,3913.92,5436.0,150.36948,0.7398529052734375
2023-09-06,S003,P0019,1,80.76,59.3,76.722,100.95,188,14423.735999999999,18978.600000000002,187.3782,0.3331298828125
2023-09-06,S003,P0018,2,43.2,27.21,38.88,54.0,456,17729.280000000002,24624.0,456.45453,-0.5723876953125
2023-09-06,S003,P0017,0,56.71,38.41,51.039,70.89,21,1071.819,1488.69,20.896366,0.30953025817871094
2023-09-06,S003,P0016,0,32.68,24.02,29.412,40.85,98,2882.3759999999997,4003.3,98.10865,-0.20714569091796875
2023-09-06,S003,P0015,4,99.37,53.12,79.496,124.21,142,11288.431999999999,17637.82,141.46991,0.84967041015625
2023-09-06,S004,P0015,1,51.98,35.63,44.183,64.97,45,1988.235,2923.65,44.633575,-0.1956939697265625
2023-09-06,S004,P0004,0,99.35,57.03,89.415,124.19,162,14485.230000000001,20118.78,162.19292,0.1655426025390625
2023-09-06,S004,P0016,2,86.7,46.68,73.695,108.38,320,23582.399999999998,34681.6,320.55893,-0.2010498046875
2023-09-06,S005,P0008,2,11.23,5.66,10.6685,14.04,42,448.077,589.68,42.602486,-1.2440032958984375
2023-09-06,S004,P0018,1,48.04,36.14,45.638,60.05,173,7895.374,10388.65,172.45288,0.299957275390625
2023-09-06,S003,P0013,3,57.29,32.81,51.561,71.61,236,12168.396,16899.96,235.93953,0.698699951171875
2023-09-06,S005,P0020,2,89.09,64.73,75.7265,111.36,55,4164.9575,6124.8,55.304104,-0.20320510864257812
2023-09-06,S005,P0019,2,51.34,37.92,48.773,64.18,306,14924.538,19639.08,305.30566,0.4622802734375
2023-09-06,S005,P0018,0,85.98,64.15,73.083,107.48,15,1096.245,1612.2,15.474133,0.7954750061035156
2023-09-06,S005,P0017,0,19.65,12.02,19.65,24.56,29,569.8499999999999,712.24,29.50834,-0.8683071136474609
2023-09-06,S005,P0016,3,30.82,24.38,29.279,38.52,265,7758.935,10207.800000000001,265.59824,-0.459228515625
2023-09-06,S005,P0015,3,38.74,27.13,34.866,48.42,241,8402.706,11669.220000000001,240.59537,0.522369384765625
2023-09-06,S005,P0014,2,27.08,18.39,27.08,33.85,160,4332.799999999999,5416.0,158.83577,2.56646728515625
2023-09-06,S005,P0013,3,92.83,59.28,74.264,116.04,193,14332.952,22395.72,192.75623,1.18768310546875
2023-09-06,S005,P0012,4,57.42,29.46,57.42,71.78,298,17111.16,21390.44,295.4467,1.18731689453125
2023-09-06,S004,P0017,2,75.16,44.35,75.16,93.95,88,6614.08,8267.6,87.68075,0.109100341796875
2023-09-06,S005,P0011,0,40.71,24.45,34.6035,50.89,83,2872.0905,4223.87,83.11794,-0.744598388671875
2023-09-06,S005,P0009,2,16.38,9.92,16.38,20.47,260,4258.8,5322.2,260.8585,-0.24468994140625
2023-09-06,S005,P0007,2,16.83,12.36,16.83,21.04,408,6866.639999999999,8584.32,409.435,-0.945343017578125
2023-09-06,S005,P0006,0,43.59,32.28,39.231,54.49,33,1294.623,1798.17,33.387608,0.043567657470703125
2023-09-06,S005,P0005,2,66.9,38.45,53.52,83.62,82,4388.64,6856.84,81.6686,0.06298065185546875
2023-09-06,S005,P0004,1,36.29,19.45,30.8465,45.36,187,5768.2955,8482.32,186.55956,0.7563934326171875
2023-09-06,S005,P0003,0,51.77,28.87,44.0045,64.71,33,1452.1485,2135.43,33.400055,-0.10073471069335938
2023-09-06,S005,P0002,0,73.14,43.22,69.483,91.42,129,8963.307,11793.18,128.44337,0.623748779296875
2023-09-06,S005,P0001,4,34.3,21.25,30.87,42.88,80,2469.6,3430.4,79.31651,0.05594635009765625
2023-09-06,S004,P0020,4,74.02,57.17,62.917,92.52,134,8430.878,12397.68,133.2424,0.840484619140625
2023-09-06,S004,P0019,3,98.41,70.36,88.569,123.01,108,9565.452000000001,13285.08,107.93096,0.5279006958007812
2023-09-06,S005,P0010,1,50.85,35.5,45.765,63.56,231,10571.715,14682.36,229.7361,0.011260986328125
2023-09-06,S003,P0012,4,42.09,21.7,39.9855,52.61,254,10156.317000000001,13362.94,254.23335,-0.2761993408203125
2023-09-06,S003,P0011,4,46.88,29.46,42.192,58.6,100,4219.2,5860.0,100.4267,-0.9094772338867188
2023-09-06,S001,P0001,3,54.62,40.25,54.62,68.27,127,6936.74,8670.289999999999,127.06272,-0.416961669921875
2023-09-06,S002,P0003,0,77.43,45.31,69.687,96.79,91,6341.517,8807.890000000001,90.54362,0.30489349365234375
2023-09-06,S002,P0002,2,98.89,66.71,89.001,123.61,118,10502.118,14585.98,117.472,-0.7306900024414062
2023-09-06,S002,P0001,4,61.79,33.4,61.79,77.24,128,7909.12,9886.72,128.13387,0.0801239013671875
2023-09-06,S001,P0020,3,44.09,26.79,41.8855,55.11,31,1298.4505,1708.41,30.60324,0.44788360595703125
2023-09-06,S001,P0019,3,88.62,49.5,88.62,110.78,294,26054.280000000002,32569.32,293.3465,0.038970947265625
2023-09-06,S001,P0018,0,59.08,44.19,59.08,73.85,36,2126.88,2658.6,36.22219,-0.5251426696777344
2023-09-06,S001,P0017,4,35.47,24.03,35.47,44.34,401,14223.47,17780.34,403.7205,-1.378387451171875
2023-09-06,S001,P0016,0,13.45,10.69,10.76,16.81,144,1549.44,2420.64,144.0016,0.429168701171875
2023-09-06,S001,P0015,2,33.38,17.86,26.704,41.72,22,587.488,917.8399999999999,21.44052,0.7790088653564453
2023-09-06,S001,P0013,4,83.81,58.2,83.81,104.76,171,14331.51,17913.96,171.11583,0.243072509765625
2023-09-06,S002,P0004,3,56.27,40.37,47.8295,70.34,115,5500.3925,8089.1,115.80898,-0.41241455078125
2023-09-06,S001,P0012,0,28.21,19.31,22.568,35.26,53,1196.104,1868.78,53.07264,0.4127159118652344
2023-09-06,S001,P0010,4,97.6,52.41,92.72,122.0,111,10291.92,13542.0,111.56634,0.3577423095703125
2023-09-06,S001,P0009,1,42.86,27.5,36.431,53.58,252,9180.612,13502.16,251.2641,0.5015106201171875
2023-09-06,S001,P0008,1,14.82,10.88,14.82,18.52,86,1274.52,1592.72,85.11802,0.6278076171875
2023-09-06,S001,P0007,2,77.4,44.11,61.92,96.75,20,1238.4,1935.0,19.883512,0.19916534423828125
2023-09-06,S001,P0006,2,80.52,56.87,80.52,100.65,21,1690.9199999999998,2113.65,21.21053,-0.07672309875488281
2023-09-06,S001,P0005,1,60.65,47.89,57.6175,75.81,72,4148.46,5458.32,71.49322,0.778533935546875
2023-09-06,S001,P0004,1,84.78,63.73,80.541,105.98,60,4832.46,6358.8,60.440876,0.2599372863769531
2023-09-06,S001,P0003,0,81.76,58.88,77.672,102.2,290,22524.879999999997,29638.0,290.7039,-0.29534912109375
2023-09-06,S001,P0002,4,66.12,51.4,66.12,82.65,110,7273.200000000001,9091.5,110.22881,-0.80718994140625
2023-09-06,S003,P0010,1,61.51,39.77,58.4345,76.89,111,6486.2295,8534.79,111.75976,-1.1235885620117188
2023-09-06,S001,P0011,0,24.89,13.06,21.1565,31.11,248,5246.812,7715.28,248.1895,0.47283935546875
2023-09-06,S002,P0005,4,63.93,34.11,54.3405,79.91,30,1630.215,2397.2999999999997,31.119003,-0.9837150573730469
2023-09-06,S001,P0014,1,27.46,16.16,24.714,34.33,285,7043.49,9784.05,284.95285,0.651031494140625
2023-09-06,S002,P0007,4,98.05,71.99,88.245,122.56,287,25326.315000000002,35174.72,288.08173,-0.171722412109375
2023-09-06,S003,P0009,0,25.89,18.19,24.5955,32.36,276,6788.358,8931.36,276.24982,-0.293487548828125
2023-09-06,S002,P0006,4,13.05,7.38,11.0925,16.31,105,1164.7124999999999,1712.55,104.859215,0.41033172607421875
2023-09-06,S003,P0008,0,84.61,52.96,76.149,105.76,73,5558.877,7720.4800000000005,72.44782,1.004913330078125
2023-09-06,S003,P0007,0,61.07,42.75,48.856,76.34,299,14607.944000000001,22825.66,299.42136,-0.01806640625
2023-09-06,S003,P0006,0,33.39,21.36,26.712,41.74,66,1762.992,2754.84,66.1985,-0.5426254272460938
2023-09-06,S003,P0005,4,89.75,70.92,80.775,112.19,155,12520.125,17389.45,155.34964,-0.572906494140625
2023-09-06,S003,P0004,4,57.58,33.78,57.58,71.97,27,1554.6599999999999,1943.19,26.596294,-0.33042335510253906
2023-09-06,S003,P0002,4,61.39,48.53,58.3205,76.74,26,1516.333,1995.2399999999998,26.00678,0.2150745391845703
2023-09-06,S003,P0001,3,83.75,48.7,67.0,104.69,140,9380.0,14656.6,140.04596,0.1556243896484375
2023-09-06,S002,P0020,1,75.21,47.64,75.21,94.01,273,20532.329999999998,25664.730000000003,271.4045,2.23968505859375
2023-09-06,S002,P0019,3,63.96,49.35,63.96,79.95,7,447.72,559.65,6.978881,0.14993762969970703
2023-09-06,S003,P0003,1,10.02,7.32,8.016,12.52,108,865.728,1352.1599999999999,108.8014,-0.9841461181640625
2023-09-06,S002,P0017,2,42.29,24.5,33.832,52.86,132,4465.8240000000005,6977.5199999999995,131.16603,1.4065399169921875
2023-09-06,S002,P0008,1,23.32,12.47,20.988,29.15,61,1280.268,1778.1499999999999,61.457714,0.11899566650390625
2023-09-06,S002,P0018,1,39.02,27.66,39.02,48.78,117,4565.34,5707.26,117.36069,-0.6943740844726562
2023-09-06,S002,P0010,2,92.09,62.66,78.2765,115.11,158,12367.687,18187.38,158.05446,0.5850372314453125
2023-09-06,S002,P0011,0,38.35,27.31,30.68,47.94,394,12087.92,18888.36,394.45862,-1.313323974609375
2023-09-06,S002,P0012,1,97.78,66.74,92.891,122.22,137,12726.067000000001,16744.14,137.11462,-0.5452880859375
2023-09-06,S002,P0009,4,91.21,62.07,77.5285,114.01,66,5116.880999999999,7524.660000000001,66.550476,-0.5091018676757812
2023-09-06,S002,P0014,4,28.51,21.58,28.51,35.64,93,2651.4300000000003,3314.52,92.82794,0.448394775390625
2023-09-06,S002,P0015,3,74.22,53.92,74.22,92.78,184,13656.48,17071.52,183.97598,0.1079559326171875
2023-09-06,S002,P0016,4,46.43,35.78,41.787,58.04,55,2298.285,3192.2,55.358044,-0.22126388549804688
2023-09-06,S002,P0013,3,94.01,63.17,75.208,117.51,217,16320.136,25499.670000000002,217.65746,-1.32672119140625
2023-09-07,S004,P0005,2,28.06,19.44,25.254,35.07,95,2399.13,3331.65,94.89601,0.2427978515625
2023-09-07,S004,P0014,4,48.17,25.65,38.536,60.21,396,15260.256000000001,23843.16,392.65604,2.726226806640625
2023-09-07,S004,P0013,1,12.15,7.46,9.72,15.19,24,233.28000000000003,364.56,24.38688,-1.0962982177734375
2023-09-07,S004,P0012,3,51.21,35.74,40.968,64.01,169,6923.592000000001,10817.69,169.20874,-0.8394317626953125
2023-09-07,S004,P0011,0,99.81,76.97,89.829,124.76,5,449.145,623.8000000000001,4.8378806,0.190032958984375
2023-09-07,S004,P0010,1,93.17,64.8,88.5115,116.46,72,6372.8279999999995,8385.119999999999,71.74954,-0.36456298828125
2023-09-07,S004,P0009,1,78.51,52.27,78.51,98.14,53,4161.030000000001,5201.42,53.169777,-0.5521736145019531
2023-09-07,S004,P0008,1,38.29,27.57,36.3755,47.86,59,2146.1545,2823.74,59.31561,-0.422088623046875
2023-09-07,S004,P0007,2,44.06,28.78,44.06,55.08,12,528.72,660.96,12.128446,-0.10683917999267578
2023-09-07,S004,P0006,0,68.86,54.34,65.417,86.08,171,11186.307,14719.68,170.93805,-0.89544677734375
2023-09-07,S004,P0004,1,28.98,17.28,24.633,36.22,95,2340.1349999999998,3440.9,95.195526,-0.8239669799804688
2023-09-07,S003,P0013,2,26.45,20.27,25.1275,33.06,463,11634.032500000001,15306.78,466.6625,-2.107940673828125
2023-09-07,S004,P0002,0,34.06,18.12,30.654,42.58,29,888.966,1234.82,28.69793,-0.28847503662109375
2023-09-07,S004,P0001,1,61.79,47.34,58.7005,77.24,359,21073.479499999998,27729.16,359.87628,-0.821075439453125
2023-09-07,S003,P0020,4,42.8,29.07,42.8,53.5,60,2568.0,3210.0,60.828648,-0.3896369934082031
2023-09-07,S003,P0019,4,86.43,47.35,82.1085,108.04,2,164.217,216.08,2.12003,-0.15250468254089355
2023-09-07,S003,P0018,3,48.53,35.68,48.53,60.66,106,5144.18,6429.96,106.44727,0.5762557983398438
2023-09-07,S003,P0017,4,21.46,16.88,18.241,26.83,129,2353.089,3461.0699999999997,128.50893,-0.7187957763671875
2023-09-07,S003,P0016,4,61.74,43.9,52.479,77.18,48,2518.992,3704.6400000000003,48.02091,0.28832244873046875
2023-09-07,S003,P0015,0,64.46,48.57,64.46,80.57,263,16952.98,21189.91,263.936,-0.9036865234375
2023-09-07,S003,P0014,2,51.9,33.03,41.52,64.88,86,3570.7200000000003,5579.679999999999,85.451065,1.2739944458007812
2023-09-07,S004,P0015,0,24.68,12.38,20.978,30.85,80,1678.2400000000002,2468.0,80.02444,-1.26458740234375
2023-09-07,S004,P0003,0,89.15,52.65,71.32,111.44,358,25532.559999999998,39895.52,357.9794,0.491424560546875
2023-09-07,S004,P0016,1,22.52,15.74,22.52,28.15,56,1261.12,1576.3999999999999,55.521675,0.24695968627929688
2023-09-07,S005,P0020,4,25.6,18.76,23.04,32.0,134,3087.3599999999997,4288.0,134.32639,-0.39129638671875
2023-09-07,S004,P0018,4,11.28,6.35,10.716,14.1,33,353.628,465.3,32.374798,0.0892791748046875
2023-09-07,S003,P0012,0,76.99,41.87,65.4415,96.24,152,9947.108,14628.48,151.9882,0.0951385498046875
2023-09-07,S005,P0019,1,74.13,50.17,70.4235,92.66,176,12394.536,16308.16,175.88277,-0.6941070556640625
2023-09-07,S005,P0018,2,38.93,30.01,36.9835,48.66,156,5769.4259999999995,7590.959999999999,155.86653,0.281463623046875
2023-09-07,S005,P0017,4,39.67,23.25,31.736,49.59,226,7172.336,11207.34,225.42444,0.903656005859375
2023-09-07,S005,P0016,2,16.79,10.88,16.79,20.99,127,2132.33,2665.73,126.83592,0.108367919921875
2023-09-07,S005,P0015,4,13.03,7.68,13.03,16.29,300,3909.0,4887.0,299.5462,0.141326904296875
2023-09-07,S005,P0014,4,17.83,11.0,15.1555,22.29,202,3061.411,4502.58,202.56204,-1.4299774169921875
2023-09-07,S005,P0013,2,72.22,41.24,72.22,90.28,141,10183.02,12729.48,141.37004,0.2296600341796875
2023-09-07,S005,P0012,2,26.57,14.12,23.913,33.21,31,741.303,1029.51,31.425367,-0.18985939025878906
2023-09-07,S005,P0011,1,84.75,66.1,84.75,105.94,250,21187.5,26485.0,250.17525,0.78863525390625
2023-09-07,S004,P0017,3,91.66,62.38,73.328,114.57,11,806.6080000000001,1260.27,10.532304,0.6432228088378906
2023-09-07,S005,P0010,3,85.17,62.07,76.653,106.46,80,6132.240000000001,8516.8,80.06205,0.6425628662109375
2023-09-07,S005,P0008,4,39.28,24.49,39.28,49.1,440,17283.2,21604.0,433.19922,7.391326904296875
2023-09-07,S005,P0007,1,32.9,19.89,26.32,41.12,17,447.44,699.04,16.831484,0.2441883087158203
2023-09-07,S005,P0006,1,86.68,58.39,78.012,108.35,188,14666.256,20369.8,187.93488,0.115020751953125
2023-09-07,S005,P0005,0,74.87,43.17,59.896,93.59,272,16291.712,25456.48,273.4469,-2.242218017578125
2023-09-07,S005,P0004,3,73.65,56.38,62.6025,92.06,119,7449.6975,10955.14,119.54244,0.0209808349609375
2023-09-07,S005,P0003,1,87.24,50.1,69.792,109.05,165,11515.68,17993.25,165.33235,0.958740234375
2023-09-07,S005,P0002,2,27.58,17.4,24.822,34.47,73,1812.0059999999999,2516.31,71.71149,1.3506240844726562
2023-09-07,S005,P0001,4,59.19,37.79,53.271,73.99,88,4687.848,6511.12,88.31332,-0.12158203125
2023-09-07,S004,P0020,1,66.27,41.4,56.3295,82.84,143,8055.1185000000005,11846.12,142.6157,0.3463897705078125
2023-09-07,S004,P0019,4,59.65,32.35,47.72,74.56,205,9782.6,15284.800000000001,205.56396,-0.72857666015625
2023-09-07,S005,P0009,2,73.96,49.92,70.262,92.45,128,8993.536,11833.6,127.51082,1.2775192260742188
2023-09-07,S003,P0011,2,57.1,45.52,45.68,71.38,198,9044.64,14133.24,197.84645,-0.8331451416015625
2023-09-07,S001,P0001,0,38.18,25.3,30.544,47.72,369,11270.736,17608.68,367.8193,2.12420654296875
2023-09-07,S003,P0009,2,80.5,46.61,80.5,100.62,48,3864.0,4829.76,47.9759,0.3249969482421875
2023-09-07,S002,P0002,1,17.43,12.36,16.5585,21.79,4,66.234,87.16,4.1144814,-0.26955127716064453
2023-09-07,S002,P0001,0,62.14,38.17,49.712,77.68,27,1342.2240000000002,2097.36,27.070063,0.14673995971679688
2023-09-07,S001,P0020,2,83.01,49.94,70.5585,103.76,38,2681.223,3942.88,38.154766,-0.21314239501953125
2023-09-07,S001,P0019,1,12.3,9.39,11.07,15.38,55,608.85,845.9000000000001,55.50464,0.5516281127929688
2023-09-07,S001,P0018,1,49.22,30.33,49.22,61.52,129,6349.38,7936.080000000001,128.79225,0.072479248046875
2023-09-07,S001,P0017,4,38.29,27.58,38.29,47.86,1,38.29,47.86,0.91346675,0.3324383497238159
2023-09-07,S001,P0016,4,28.77,16.54,25.893,35.96,51,1320.5430000000001,1833.96,50.748608,0.043399810791015625
2023-09-07,S001,P0015,2,94.92,58.68,85.428,118.65,12,1025.136,1423.8000000000002,11.751081,0.006447792053222656
2023-09-07,S001,P0014,1,49.83,26.76,42.3555,62.29,124,5252.082,7723.96,123.820206,0.41046905517578125
2023-09-07,S001,P0013,2,49.53,30.47,47.0535,61.91,281,13222.0335,17396.71,280.43167,0.4010009765625
2023-09-07,S001,P0012,0,68.76,51.13,55.008,85.95,93,5115.744000000001,7993.35,93.43883,-0.4195098876953125
2023-09-07,S001,P0011,3,28.5,15.47,25.65,35.62,196,5027.4,6981.5199999999995,195.75748,-0.74383544921875
2023-09-07,S001,P0010,3,27.42,18.03,23.307,34.28,56,1305.192,1919.68,55.129604,0.7500572204589844
2023-09-07,S001,P0009,2,54.58,29.65,46.393,68.22,3,139.179,204.66,2.9171617,0.2822561264038086
2023-09-07,S001,P0008,1,50.34,25.66,40.272,62.92,316,12725.952,19882.72,315.84604,0.08984375
2023-09-07,S001,P0007,0,84.08,67.02,71.468,105.1,109,7790.012000000001,11455.9,109.48308,-0.5767135620117188
2023-09-07,S001,P0006,0,48.71,24.57,46.2745,60.89,169,7820.3905,10290.41,169.19113,-0.2329864501953125
2023-09-07,S001,P0005,2,29.6,16.66,23.68,37.0,410,9708.8,15170.0,415.00757,-3.24212646484375
2023-09-07,S001,P0004,4,30.84,17.43,27.756,38.55,355,9853.38,13685.249999999998,354.76865,-0.61895751953125
2023-09-07,S001,P0003,1,65.53,34.21,58.977,81.91,386,22765.122,31617.26,386.8474,-2.395599365234375
2023-09-07,S001,P0002,0,45.58,35.34,43.301,56.97,92,3983.692,5241.24,91.680214,-0.517364501953125
2023-09-07,S002,P0003,3,50.4,27.87,47.88,63.0,147,7038.360000000001,9261.0,147.35811,-0.7996063232421875
2023-09-07,S002,P0004,4,71.0,50.8,71.0,88.75,306,21726.0,27157.5,303.91507,1.18951416015625
2023-09-07,S003,P0010,3,53.77,35.8,53.77,67.21,144,7742.88,9678.24,144.28192,-0.6036529541015625
2023-09-07,S002,P0006,2,52.3,27.32,47.07,65.38,18,847.26,1176.84,18.246098,0.21097946166992188
2023-09-07,S002,P0005,2,52.14,30.58,46.926,65.18,94,4411.044,6126.920000000001,92.95998,1.4839859008789062
2023-09-07,S003,P0008,1,22.07,16.67,22.07,27.59,239,5274.7300000000005,6594.01,238.62875,-0.044158935546875
2023-09-07,S003,P0007,1,13.11,7.3,13.11,16.39,191,2504.0099999999998,3130.4900000000002,191.24435,-0.762542724609375
2023-09-07,S003,P0006,0,60.19,38.27,60.19,75.24,36,2166.84,2708.64,36.086983,-0.037937164306640625
2023-09-07,S003,P0005,2,42.55,31.21,42.55,53.19,37,1574.35,1968.03,37.195763,-0.1615142822265625
2023-09-07,S003,P0004,3,93.56,51.86,84.204,116.95,286,24082.343999999997,33447.700000000004,286.41702,-0.544342041015625
2023-09-07,S003,P0003,0,90.65,46.94,90.65,113.31,92,8339.800000000001,10424.52,91.76881,0.382904052734375
2023-09-07,S003,P0001,1,93.01,49.85,83.709,116.26,99,8287.191,11509.74,99.15475,-0.652099609375
2023-09-07,S002,P0020,1,70.68,54.54,70.68,88.35,27,1908.3600000000001,2385.45,26.731192,0.5576915740966797
2023-09-07,S002,P0019,2,80.91,44.08,68.7735,101.14,108,7427.538,10923.12,108.532074,-0.4835968017578125
2023-09-07,S002,P0018,0,60.92,32.07,60.92,76.15,38,2314.96,2893.7000000000003,37.99844,-0.1002655029296875
2023-09-07,S003,P0002,3,30.47,18.18,28.9465,38.09,296,8568.164,11274.640000000001,296.9324,-0.573760986328125
2023-09-07,S002,P0016,0,65.58,51.55,65.58,81.98,248,16263.84,20331.04,247.22475,0.93377685546875
2023-09-07,S002,P0015,2,95.11,73.12,85.599,118.89,56,4793.544,6657.84,56.964855,-0.8125686645507812
2023-09-07,S002,P0014,4,84.95,65.37,67.96,106.19,50,3397.9999999999995,5309.5,50.555332,-0.5766868591308594
2023-09-07,S002,P0007,1,20.34,15.66,19.323,25.42,287,5545.701,7295.540000000001,288.5376,-2.533935546875
2023-09-07,S002,P0013,4,22.95,14.59,21.8025,28.69,53,1155.5325,1520.5700000000002,52.502266,-0.24966049194335938
2023-09-07,S002,P0012,2,92.44,59.92,87.818,115.55,36,3161.448,4159.8,35.333004,-0.023223876953125
2023-09-07,S002,P0011,4,93.16,54.76,79.186,116.45,304,24072.544,35400.8,303.608,-0.463287353515625
2023-09-07,S002,P0010,4,10.05,5.37,8.5425,12.56,69,589.4325,866.64,69.096016,0.35649871826171875
2023-09-07,S002,P0009,0,44.71,31.98,42.4745,55.89,139,5903.9555,7768.71,138.60886,-0.167938232421875
2023-09-07,S002,P0008,3,57.62,37.84,51.858,72.02,26,1348.308,1872.52,25.60883,-0.34153175354003906
2023-09-07,S002,P0017,4,74.29,37.26,70.5755,92.86,134,9457.117,12443.24,134.0629,0.1597747802734375
2023-09-08,S004,P0006,3,40.97,29.96,34.8245,51.21,327,11387.6115,16745.670000000002,325.45038,2.026702880859375
2023-09-08,S004,P0007,3,85.23,59.9,68.184,106.54,208,14182.271999999999,22160.32,207.5843,1.1089935302734375
2023-09-08,S004,P0008,1,22.79,17.09,18.232,28.49,186,3391.152,5299.139999999999,186.14304,0.7024688720703125
2023-09-08,S004,P0013,0,16.52,12.86,16.52,20.65,50,826.0,1032.5,50.254894,-0.11701202392578125
2023-09-08,S004,P0010,0,24.41,17.81,19.528,30.51,105,2050.44,3203.55,105.46619,-0.38777923583984375
2023-09-08,S004,P0011,0,59.47,41.64,53.523,74.34,205,10972.215,15239.7,204.74084,0.5782012939453125
2023-09-08,S004,P0012,0,82.23,43.62,65.784,102.79,50,3289.2000000000003,5139.5,50.222275,-0.17047500610351562
2023-09-08,S004,P0005,1,44.27,31.4,42.0565,55.34,104,4373.876,5755.360000000001,103.75453,1.1082763671875
2023-09-08,S004,P0009,2,80.27,40.84,68.2295,100.34,18,1228.131,1806.1200000000001,17.746937,0.4469184875488281
2023-09-08,S004,P0004,4,62.52,44.05,59.394,78.15,265,15739.41,20709.75,265.3314,-0.336944580078125
2023-09-08,S003,P0013,2,99.2,73.62,79.36,124.0,71,5634.56,8804.0,71.86507,-0.5219039916992188
2023-09-08,S004,P0002,4,44.82,33.71,40.338,56.02,2,80.676,112.04,2.1599982,-0.0262908935546875
2023-09-08,S004,P0001,4,73.02,42.85,58.416,91.28,479,27981.264,43723.12,479.48807,-0.078338623046875
2023-09-08,S003,P0020,0,54.5,31.5,49.05,68.12,271,13292.55,18460.52,271.33994,-0.33056640625
2023-09-08,S003,P0019,0,34.89,22.14,34.89,43.61,8,279.12,348.88,8.436792,-0.9265012741088867
2023-09-08,S003,P0018,0,62.9,38.73,56.61,78.62,171,9680.31,13444.02,171.61539,-0.328521728515625
